     i,      c,     ev,    dom,    knn,    lrg,   mean,    med,    reg, 
   97.,    5.0,    2.4,   0.45,   0.85,   0.99,    2.0,    1.5,  -0.24, 
   80.,    3.0,   0.98, 0.0065, -0.0020, 0.0092, 0.0017, 0.0010, 0.0040, 
   57.,    3.0,    1.0, -0.011, -0.0030, -0.00027, -0.016, -0.017, -0.014, 
   40.,    3.0,   0.98, 0.0067, -0.0025, -0.0029, 0.0032, 0.0025, 0.0014, 
   71.,    5.0,    3.2,  0.014,   0.24,   0.64,    1.1,   0.61,   -1.1, 
   97.,    2.0,   0.62, -0.062,    0.0,  -0.54,  0.063,    0.0,  0.080, 
   58.,    3.0,    1.0, 0.0015, -0.00050,  0.020, -0.017, -0.018,  0.021, 
   41.,    2.0,   0.75,    0.0,  -0.12,  -0.12, -0.063,  -0.12, -0.053, 
   22.,    5.0,    5.8,  -0.25,    2.2,    1.9,   -1.4,   -1.9,   0.76, 
   55.,    5.0,    4.5, -0.056,  -0.51,   0.33,  -0.17,  -0.68,  -0.20, 
   90.,    1.0,   0.40,  0.050,   0.10, -0.078,   0.20,   0.20,  0.091, 
   40.,    2.0,   0.62,   0.12,    0.0, -0.030,  0.063,    0.0,  0.069, 
   34.,    2.0,   0.62,   0.19,    0.0,    0.0,  0.063,    0.0,  0.039, 
   5.0,    3.0,   0.99, -0.018, 0.0055, 0.00062, -0.011, -0.011, -0.015, 
   61.,    2.0,   0.88,  -0.25,  -0.25,  -0.18,  -0.19,  -0.25,  -0.17, 
   98.,    3.0,   0.96, 0.0062,  0.021,  0.020,  0.026,  0.025,  0.014, 
   60.,    0.0,   0.26, -0.047, -0.050,  0.070, -0.059, -0.069, -0.042, 
   12.,    5.0,    3.6,   0.37,  -0.65, 0.0015,   0.75,   0.25,  -0.38, 
   39.,    0.0,   0.12, -0.020,  0.095, -0.088,  0.082,  0.071,  0.074, 
   96.,    5.0,    5.3,  -0.14,   0.30,   0.44,   -1.0,   -1.5,  0.066, 
   9.0,    2.0,   0.75, -0.062,   0.12, -0.0062, -0.063,  -0.12, -0.039, 
   69.,    4.0,   0.32,  -0.16,   0.40,   0.57, -0.080,  -0.12,  -0.12, 
   66.,    5.0,    4.5,   0.42,  -0.55,   0.64,  -0.16,  -0.66,   0.92, 
   0.0,    5.0,    5.2,  0.086,   0.27,  -0.23,  -0.88,   -1.4,   0.19, 
   52.,    0.0,   0.17, -0.038,  0.043,   0.13,  0.033,  0.022,  0.029, 
   28.,    5.0,    5.2,   -1.9,   -1.4,   -1.1,  -0.85,   -1.4,   -1.9, 
   41.,    4.0,   0.51,  -0.14,   0.16, -0.078,  -0.28,  -0.31,  -0.28, 
   28.,    5.0,    5.2,   -1.9,   -1.4,   -1.1,  -0.85,   -1.4,   -1.9, 
   42.,    4.0,   0.40, -0.069,  -0.23,  -0.14,  -0.16,  -0.19,  -0.16, 
   18.,    4.0,   0.34, -0.024,  0.046,   0.27,  -0.10,  -0.14, -0.072, 
   0.0,    1.0,   0.70,  0.050,    0.0, -0.079,  -0.10,  -0.10, -0.038, 
   65.,    5.0,    7.9,   -1.8,   -2.2,   -2.2,   -3.6,   -4.1,   -1.5, 
   38.,    0.0,   0.16, -0.0099, -0.0036,  -0.17,  0.044,  0.033,  0.034, 
   41.,    2.0,   0.75,    0.0,  -0.12,  -0.12, -0.063,  -0.12, -0.053, 
   86.,    1.0,   0.60,   0.15,   0.20, 0.0091, -0.0020,    0.0, 0.0018, 
   58.,    3.0,    1.0, 0.0015, -0.00050,  0.020, -0.017, -0.018,  0.021, 
   5.0,    4.0,   0.39,  -0.15, -0.046,   0.13,  -0.15,  -0.19,  -0.13, 
   10.,    2.0,   0.62,  0.062,   0.12, -0.016,  0.063,    0.0,  0.069, 
   69.,    1.0,   0.70,    0.0,   0.10,  0.021,  -0.10,  -0.10, -0.0082, 
   95.,    0.0,   0.19, -0.014, -0.030,  0.025, 0.0071, -0.0035,  0.019, 
   10.,    5.0,    3.2,   0.92,   0.90,   0.83,    1.1,   0.61, -0.011, 
   37.,    0.0,   0.17,  0.036,   0.15,  0.014,  0.032,  0.021,  0.023, 
   47.,    1.0,   0.80, -0.050,    0.0, -0.017,  -0.20,  -0.20, -0.064, 
   4.0,    2.0,   0.62,   0.19,  -0.12,   0.23,  0.063,    0.0,  0.043, 
   19.,    3.0,   0.97, -0.0017,  0.012, 0.0040, 0.0067, 0.0060, 0.0023, 
   24.,    3.0,   0.98, -0.0052, -0.0085, 0.0030, 0.0017, 0.0010, -0.00085, 
   53.,    4.0,   0.96,  -0.60,  -0.96,   -10.,  -0.73,  -0.76,  -0.58, 
   78.,    3.0,   0.98, -0.0067, -0.0090,  0.011, 0.0017, 0.0010, -0.0034, 
   51.,    4.0,    0.0,   0.16,   0.56,   0.26,   0.24,   0.24,   0.19, 
   83.,    1.0,   0.50,    0.0,  -0.10, -0.077,  0.099,   0.10,  0.018, 
   37.,    2.0,   0.75, -0.062,  -0.12,  -0.29, -0.063,  -0.12, -0.050, 
   69.,    3.0,   0.97,  0.019,  0.024,  0.024, 0.0093, 0.0085,  0.016, 
   72.,    4.0,    0.0,   0.32,    0.0,  0.021,   0.24,   0.24,   0.27, 
   87.,    3.0,    1.0, -0.015, -0.039, -0.010, -0.019, -0.019, -0.020, 
   63.,    1.0,   0.70,  -0.10,  -0.20,  -0.29,  -0.10,  -0.10,  -0.16, 
   50.,    2.0,   0.75,    0.0,  -0.12,  -0.31, -0.063,  -0.12, -0.082, 
   9.0,    3.0,   0.97, 0.0012,  0.013, 0.00013,  0.016,  0.015, 0.0093, 
   31.,    4.0,    0.0,   0.33,   0.65,   0.21,   0.24,   0.24,   0.23, 
   38.,    2.0,   0.88,  -0.19,    0.0,  -0.20,  -0.19,  -0.25,  -0.18, 
   48.,    0.0,  0.089,  0.042,  0.055,  -0.11,   0.11,   0.10,  0.090, 
   36.,    4.0,    0.0,   0.24,   0.48,   0.56,   0.24,   0.24,   0.26, 
   49.,    0.0,   0.15, -0.0034,  0.029, -0.092,  0.048,  0.037,  0.045, 
   63.,    5.0,    3.5,   0.17,  -0.64,   0.59,   0.85,   0.35,    1.9, 
   44.,    2.0,   0.75, -0.062,   0.25,   0.11, -0.063,  -0.12, -0.053, 
   84.,    3.0,   0.99, -0.0070, 0.0015, -0.011, -0.012, -0.012, -0.013, 
   51.,    1.0,   0.60,  -0.15,  -0.30,  -0.23, -0.0020,    0.0,  -0.11, 
   68.,    3.0,   0.97, -0.013, -0.0090, -0.010,  0.013,  0.012, 0.00084, 
   13.,    0.0,   0.21,  0.062,   0.11,  0.081, -0.011, -0.021, 0.0086, 
   66.,    1.0,   0.70, -0.050,  -0.20,  -0.19,  -0.10,  -0.10, -0.089, 
   80.,    5.0,    4.8,  -0.38,  -0.33,  -0.65,  -0.50,   -1.0,  -0.51, 
   16.,    3.0,   0.98, 0.0017, -0.024, -0.041, 0.00071,    0.0, -0.0025, 
   67.,    3.0,    1.0, -0.0060, -0.0020, 0.0037, -0.016, -0.016, -0.0095, 
   88.,    3.0,   0.95, -0.0025, 0.0025,  0.021,  0.028,  0.027,  0.017, 
   2.0,    3.0,    1.0, -0.010, 0.0010, -0.0087, -0.015, -0.015, -0.0087, 
   26.,    3.0,   0.97, 0.0017, 0.0015, 0.0036,  0.010, 0.0095, 0.0052, 
   62.,    0.0,   0.13,  0.092,  0.092,  0.092,  0.074,  0.063,  0.095, 
   72.,    2.0,   0.62,   0.12,    0.0, -0.027,  0.063,    0.0,  0.062, 
   79.,    5.0,    2.8,  -0.67,   0.98,   0.41,    1.6,    1.1,   0.48, 
   9.0,    4.0,   0.45,  -0.29,  -0.30,  -0.18,  -0.21,  -0.25,  -0.26, 
   98.,    0.0,   0.21,  -0.11, -0.043,   0.26, -0.010, -0.021, -0.040, 
   84.,    2.0,   0.62,   0.12,    0.0,   0.15,  0.063,    0.0,  0.065, 
   9.0,    3.0,   0.97, 0.0012,  0.013, 0.00013,  0.016,  0.015, 0.0093, 
   0.0,    1.0,   0.70,  0.050,    0.0, -0.079,  -0.10,  -0.10, -0.038, 
   90.,    2.0,   0.62,    0.0,    0.0, 0.0096,  0.063,    0.0,  0.077, 
   4.0,    1.0,   0.80, -0.050,  -0.10,   0.10,  -0.20,  -0.20, -0.066, 
   2.0,    2.0,   0.62,   0.12,  -0.12,  0.066,  0.063,    0.0,  0.042, 
   50.,    1.0,   0.60,  0.050,  -0.10, 0.0021, -0.0020,    0.0, 0.0072, 
   32.,    3.0,    1.0, -0.0060, -0.0045, -0.0029, -0.018, -0.018, -0.017, 
   13.,    3.0,    1.0, -0.0055,    0.0, -0.00040, -0.017, -0.018, -0.0042, 
   29.,    1.0,   0.40,    0.0,    0.0,   0.14,   0.20,   0.20,  0.018, 
   55.,    2.0,   0.62,   0.12,   0.12,  0.072,  0.063,    0.0,  0.071, 
   27.,    2.0,   0.62,   0.19,    0.0,    0.0,  0.063,    0.0,  0.038, 
   66.,    3.0,   0.98, 0.0055,  0.017, 0.0053, 0.00071,    0.0, 0.0012, 
   19.,    5.0,    3.5,   0.35,  -0.24,  -0.60,   0.88,   0.38,  -0.25, 
   74.,    5.0,    2.7,   -1.1,  -0.97,  -0.55,    1.7,    1.2,   -1.6, 
   70.,    2.0,   0.75,  0.062,  -0.12, -0.067, -0.063,  -0.12, -0.073, 
   57.,    1.0,   0.70,  0.050,   0.10, -0.0036,  -0.10,  -0.10, -0.059, 
   39.,    3.0,   0.97, -0.014, -0.0025,  0.014, 0.0083, 0.0075, -0.0034, 
   81.,    2.0,   0.62,  0.062,   0.12,  0.076,  0.063,    0.0,  0.068, 
   78.,    4.0,    0.0,   0.24,   0.30,   0.64,   0.24,   0.24,   0.23, 
   69.,    0.0,   0.31,  -0.13, -0.086, -0.097,  -0.11,  -0.12,  -0.12, 
   45.,    2.0,   0.62,   0.19,    0.0,    0.0,  0.063,    0.0,  0.039, 
   78.,    5.0,    3.4,  -0.58,   -1.2,   -2.4,   0.94,   0.44,   -1.3, 
   10.,    1.0,   0.50,    0.0,   0.10,  0.058,  0.099,   0.10,  0.024, 
   51.,    4.0,    0.0,   0.16,   0.56,   0.26,   0.24,   0.24,   0.19, 
   77.,    2.0,   0.62,  0.062,   0.12, -0.0031,  0.063,    0.0,  0.073, 
   0.0,    1.0,   0.70,  0.050,    0.0, -0.079,  -0.10,  -0.10, -0.038, 
   70.,    4.0,    1.0,  -0.64,  -0.54,   0.13,  -0.77,  -0.80,  -0.72, 
   54.,    1.0,   0.50,  0.050,    0.0, 0.0068,  0.099,   0.10,  0.024, 
   3.0,    5.0,    3.5,  -0.20,    1.1,    3.1,   0.85,   0.35,    1.9, 
   88.,    4.0,    0.0,    0.0,   0.32,   0.30,   0.24,   0.24,   0.17, 
   50.,    2.0,   0.75,    0.0,  -0.12,  -0.31, -0.063,  -0.12, -0.082, 
   29.,    0.0,   0.13, -0.025, -0.034,  0.029,  0.076,  0.065,  0.054, 
   31.,    0.0,   0.17, -0.040,  0.038,  0.024,  0.032,  0.021,  0.029, 
   66.,    1.0,   0.70, -0.050,  -0.20,  -0.19,  -0.10,  -0.10, -0.089, 
   2.0,    4.0,   0.26,  0.061,   0.28,   0.46, -0.017, -0.054, 0.0092, 
   70.,    5.0,    6.1,   -1.2,  -0.11,    4.3,   -1.8,   -2.3,  -0.71, 
   44.,    2.0,   0.75, -0.062,   0.25,   0.11, -0.063,  -0.12, -0.053, 
   44.,    1.0,   0.50,   0.10,    0.0,  -0.10,  0.099,   0.10,  0.045, 
   31.,    3.0,   0.98, -0.0042, -0.028, 0.0099, 0.0027, 0.0020, -0.00044, 
   54.,    4.0,   0.20,  0.037, -0.026,  -0.75,  0.038,  0.034, 0.0051, 
   75.,    1.0,   0.40,  0.050,   0.10,  0.041,   0.20,   0.20,  0.057, 
   89.,    0.0,   0.16, -0.026,  0.025, -0.060,  0.041,  0.030,  0.054, 
   78.,    2.0,   0.62,  0.062,    0.0,   0.13,  0.063,    0.0,  0.071, 
   40.,    5.0,    4.0,   0.46,    1.1,    1.0,   0.35,  -0.16,   0.32, 
   40.,    0.0,   0.17, -0.037,  0.045,  0.075,  0.029,  0.019,  0.026, 
   45.,    2.0,   0.62,   0.19,    0.0,    0.0,  0.063,    0.0,  0.039, 
   43.,    1.0,   0.50,   0.10,    0.0, -0.071,  0.099,   0.10,  0.026, 
   55.,    1.0,   0.60,  0.050,    0.0,  0.020, -0.0020,    0.0,  0.013, 
   13.,    1.0,   0.70,   0.15,   0.10,   0.10,  -0.10,  -0.10,  0.091, 
   58.,    0.0,   0.27,  0.047,  0.011,   0.25, -0.072, -0.081, -0.054, 
   22.,    2.0,   0.62,   0.19,    0.0,    0.0,  0.063,    0.0,  0.042, 
   95.,    3.0,   0.99, -0.0060, -0.012,  0.011, -0.011, -0.011, -0.0097, 
   38.,    4.0,   0.39,  -0.23,  -0.39,  -0.19,  -0.15,  -0.18,  -0.19, 
   60.,    4.0,   0.50,  -0.18,  -0.50,  -0.18,  -0.26,  -0.30,  -0.25, 
   45.,    2.0,   0.62,   0.19,    0.0,    0.0,  0.063,    0.0,  0.039, 
   7.0,    5.0,    5.0,   0.16,   0.49,  -0.36,  -0.66,   -1.2,   0.41, 
   60.,    1.0,   0.60,    0.0,  -0.10, -0.077, -0.0020,    0.0, -0.027, 
   73.,    2.0,   0.88,  -0.19,  -0.12,  -0.11,  -0.19,  -0.25,  -0.18, 
   61.,    2.0,   0.88,  -0.25,  -0.25,  -0.18,  -0.19,  -0.25,  -0.17, 
   90.,    5.0,    2.7,  -0.31,  -0.70,  -0.75,    1.6,    1.1,  -0.61, 
   90.,    2.0,   0.62,    0.0,    0.0, 0.0096,  0.063,    0.0,  0.077, 
   67.,    1.0,   0.70,  0.050,    0.0,  0.042,  -0.10,  -0.10, -0.0064, 
   61.,    1.0,   0.50, -0.050,   0.20,  -0.37,  0.099,   0.10, -0.028, 
   8.0,    4.0,    0.0,   0.24,   0.11,   0.39,   0.24,   0.24,   0.18, 
   48.,    4.0,    0.0,   0.16,    0.0,   0.16,   0.24,   0.24,   0.18, 
   87.,    5.0,    4.1,    1.1,  -0.86,   -1.5,   0.24,  -0.27,   0.21, 
   85.,    5.0,    6.5,   -1.3, -0.093,    7.1,   -2.2,   -2.7, 0.0073, 
   78.,    0.0,   0.21, -0.081,  -0.13, -0.061, -0.013, -0.024, -0.015, 
   49.,    5.0,    3.2,   0.98,  -0.45,   0.16,    1.2,   0.68,  0.053, 
   34.,    5.0,    6.9,    1.9,    1.7,    2.1,   -2.6,   -3.1,   0.68, 
   68.,    0.0,  0.092, 0.0088,  0.034,  0.061,   0.11,  0.099,  0.098, 
   22.,    5.0,    5.8,  -0.25,    2.2,    1.9,   -1.4,   -1.9,   0.76, 
   76.,    4.0,   0.12,   0.16,   0.28,   0.14,   0.12,   0.12,  0.091, 
   53.,    5.0,    9.6,   -3.1,   -3.5,   -4.8,   -5.3,   -5.8,   -2.2, 
   2.0,    4.0,   0.26,  0.061,   0.28,   0.46, -0.017, -0.054, 0.0092, 
   15.,    0.0,   0.12, 0.0084,  0.026,  0.023,  0.080,  0.069,  0.057, 
   91.,    1.0,   0.50, -0.050,  -0.10,  -0.18,  0.099,   0.10, -0.032, 
   63.,    0.0,   0.20, -0.075, -0.081, -0.051, -0.0037, -0.014, -0.032, 
   24.,    1.0,   0.50,   0.10,   0.10,   0.14,  0.099,   0.10,  0.068, 
   95.,    0.0,   0.19, -0.014, -0.030,  0.025, 0.0071, -0.0035,  0.019, 
   89.,    2.0,   0.62,    0.0,   0.12, -0.0037,  0.063,    0.0,  0.074, 
   73.,    4.0,   0.17,   0.16,   0.23,   0.25,  0.072,  0.068,  0.039, 
   39.,    3.0,   0.97, -0.014, -0.0025,  0.014, 0.0083, 0.0075, -0.0034, 
   15.,    1.0,   0.70,  -0.25,  -0.20,  -0.25,  -0.10,  -0.10,  -0.17, 
   17.,    3.0,   0.98, -0.017, -0.0085, -0.022, 0.0022, 0.0015, -0.0086, 
   6.0,    4.0,   0.73,  -0.37,  -0.73,  -0.72,  -0.49,  -0.52,  -0.46, 
   48.,    0.0,  0.089,  0.042,  0.055,  -0.11,   0.11,   0.10,  0.090, 
   14.,    1.0,   0.60,    0.0,    0.0, -0.056, -0.0020,    0.0, -0.028, 
   27.,    4.0,   0.65,  -0.29,  0.080,  -0.50,  -0.41,  -0.44,  -0.29, 
   47.,    1.0,   0.80, -0.050,    0.0, -0.017,  -0.20,  -0.20, -0.064, 
   20.,    0.0,   0.28, -0.0044, -0.092, -0.084, -0.082, -0.092, -0.063, 
   60.,    0.0,   0.26, -0.047, -0.050,  0.070, -0.059, -0.069, -0.042, 
   12.,    1.0,   0.50,   0.10,    0.0,  0.040,  0.099,   0.10,  0.050, 
   71.,    4.0,   0.30, -0.060, -0.032, -0.032, -0.059, -0.096, -0.059, 
   5.0,    2.0,   0.62,  0.062,   0.12, -0.020,  0.063,    0.0,  0.048, 
   7.0,    0.0,   0.21, -0.00091,   0.19,  0.082, -0.0053, -0.016, -0.0038, 
   30.,    0.0,   0.17,  -0.14, -0.049,  -0.12,  0.032,  0.022, 0.0048, 
   32.,    4.0,    0.0,   0.32,    0.0, 0.0066,   0.24,   0.24,   0.28, 
   96.,    2.0,   0.62,   0.12,    0.0,   0.17,  0.063,    0.0,  0.057, 
   94.,    0.0,   0.19,  0.025,  0.017, -0.0031,  0.016, 0.0052,  0.030, 
   1.0,    3.0,   0.98, 0.0025, 0.0035, -0.029, -0.0023, -0.0030, -0.0014, 
   23.,    0.0,  0.084,  0.069,  0.070,   0.14,   0.12,   0.11,   0.12, 
   81.,    3.0,   0.99, -0.012, -0.044, -0.028, -0.013, -0.014, -0.016, 
   88.,    5.0,    2.1,  -0.28,   -1.1,   -6.2,    2.2,    1.7,   -1.1, 
   99.,    1.0,   0.40,   0.10,    0.0,  0.086,   0.20,   0.20,   0.12, 
   0.0,    1.0,   0.70,  0.050,    0.0, -0.079,  -0.10,  -0.10, -0.038, 
   64.,    0.0,   0.19,  0.027, -0.018,  0.055,  0.015, 0.0045,  0.029, 
   55.,    0.0,   0.20, -0.024, -0.030,  0.012, -0.0012, -0.012, -0.0051, 
   45.,    0.0,   0.15,   0.13,   0.13,   0.12,  0.049,  0.039,  0.069, 
   18.,    5.0,    4.0,   0.59,  -0.40, -0.013,   0.37,  -0.14,  -0.76, 
   84.,    1.0,   0.70, -0.050,    0.0,  -0.33,  -0.10,  -0.10,  -0.11, 
   77.,    0.0,   0.17, -0.040, -0.030, -0.036,  0.030,  0.019,  0.017, 
   78.,    4.0,    0.0,   0.24,   0.30,   0.64,   0.24,   0.24,   0.23, 
   15.,    5.0,    3.3,   0.37,   0.19,   0.72,    1.1,   0.55,    2.1, 
   21.,    4.0,    0.0,   0.33,   0.31,  0.022,   0.24,   0.24,   0.18, 
   50.,    2.0,   0.75,    0.0,  -0.12,  -0.31, -0.063,  -0.12, -0.082, 
   49.,    2.0,   0.88,  -0.19,    0.0, 0.0025,  -0.19,  -0.25,  -0.18, 
   91.,    1.0,   0.50, -0.050,  -0.10,  -0.18,  0.099,   0.10, -0.032, 
   36.,    4.0,    0.0,   0.24,   0.48,   0.56,   0.24,   0.24,   0.26, 
   20.,    4.0,    0.0,   0.36,    0.0,   -1.4,   0.24,   0.24,   0.39, 
   39.,    0.0,   0.12, -0.020,  0.095, -0.088,  0.082,  0.071,  0.074, 
   79.,    4.0,    0.0,   0.16,   0.15,   0.70,   0.24,   0.24,   0.17, 
   53.,    5.0,    9.6,   -3.1,   -3.5,   -4.8,   -5.3,   -5.8,   -2.2, 
   39.,    4.0,    0.0,    0.0,    0.0,   0.33,   0.24,   0.24,   0.21, 
   19.,    4.0,   0.27,  0.010,  -0.17,   0.21, -0.027, -0.064, -0.053, 
   14.,    2.0,   0.62,   0.12,    0.0,  0.020,  0.063,    0.0,  0.073, 
   90.,    3.0,   0.97, -0.0042, -0.015, -0.0063,  0.011,  0.010, 0.0022, 
   74.,    1.0,   0.30,  0.050,   0.30,   0.25,   0.30,   0.30,   0.19, 
   49.,    4.0,   0.41,  -0.18, -0.070, -0.098,  -0.17,  -0.20,  -0.19, 
   69.,    1.0,   0.70,    0.0,   0.10,  0.021,  -0.10,  -0.10, -0.0082, 
   96.,    5.0,    5.3,  -0.14,   0.30,   0.44,   -1.0,   -1.5,  0.066, 
   94.,    5.0,    5.1,  -0.61,   -1.1,  -0.89,  -0.78,   -1.3,  -0.79, 
   65.,    2.0,   0.62,   0.19,    0.0,    0.0,  0.063,    0.0,  0.038, 
   75.,    1.0,   0.40,  0.050,   0.10,  0.041,   0.20,   0.20,  0.057, 
   79.,    0.0,   0.21,  -0.16, -0.038, -0.092, -0.0065, -0.017, -0.042, 
   96.,    4.0,   0.62,  -0.30,  -0.23,  -0.46,  -0.38,  -0.41,  -0.34, 
   21.,    5.0,    3.5,   0.18,  -0.19,  0.074,   0.87,   0.37,    2.0, 
   33.,    3.0,   0.98, 0.0097, 0.0030,  0.016, 0.0062, 0.0055, 0.0051, 
   34.,    2.0,   0.62,   0.19,    0.0,    0.0,  0.063,    0.0,  0.039, 
   23.,    5.0,    3.2,    1.1, -0.073,   0.77,    1.1,   0.60, -0.021, 
   5.0,    5.0,    3.6,   0.83,   0.40, -0.0097,   0.78,   0.27,  -0.36, 
   85.,    3.0,   0.99, 0.0020, 0.0080, 0.0073, -0.0098, -0.010, 0.0011, 
   28.,    2.0,   0.75,    0.0,    0.0,  -0.24, -0.063,  -0.12, -0.052, 
   14.,    5.0,    3.9,   0.53,    1.2,   0.82,   0.42, -0.087,   0.39, 
   67.,    0.0,   0.21,  0.059, -0.0080, -0.080, -0.011, -0.021, 0.0064, 
   37.,    2.0,   0.75, -0.062,  -0.12,  -0.29, -0.063,  -0.12, -0.050, 
   4.0,    2.0,   0.62,   0.19,  -0.12,   0.23,  0.063,    0.0,  0.043, 
   36.,    3.0,   0.99, -0.018, -0.017, -0.0065, -0.011, -0.012, -0.016, 
   45.,    4.0,   0.24,   0.12,   0.37,   0.13, -0.00077, -0.038,  0.029, 
   6.0,    5.0,    7.7,   -1.5, -0.025,   -1.7,   -3.4,   -3.8,   -1.2, 
   72.,    5.0,    4.6,   0.58,    2.4,   0.80,  -0.28,  -0.79,   0.79, 
   11.,    4.0,   0.53,  -0.17,  -0.29,  -0.69,  -0.29,  -0.33,  -0.26, 
   53.,    2.0,   0.62,   0.19,   0.12,    1.0,  0.063,    0.0,  0.057, 
   16.,    5.0,    3.7,   0.79,  -0.60,   0.15,   0.63,   0.12,   0.60, 
   36.,    1.0,   0.50,   0.10,  -0.10,    0.0,  0.099,   0.10,  0.052, 
   24.,    5.0,    3.9,   0.31,   0.77,   0.15,   0.50, -0.013,  -0.64, 
   49.,    1.0,   0.50,    0.0,    0.0,  0.014,  0.099,   0.10,  0.019, 
   74.,    2.0,   0.75,  -0.38,  -0.50,  -0.24, -0.063,  -0.12, -0.051, 
   61.,    3.0,   0.96,  0.011, -0.0050, 0.0014,  0.026,  0.025,  0.016, 
   79.,    1.0,   0.50,  -0.10,   0.20,  0.029,  0.099,   0.10, -0.012, 
   18.,    4.0,   0.34, -0.024,  0.046,   0.27,  -0.10,  -0.14, -0.072, 
   37.,    0.0,   0.17,  0.036,   0.15,  0.014,  0.032,  0.021,  0.023, 
   13.,    3.0,    1.0, -0.0055,    0.0, -0.00040, -0.017, -0.018, -0.0042, 
   41.,    5.0,    4.2,  -0.42,  -0.65,   0.39,  0.096,  -0.41,   -1.0, 
   97.,    5.0,    2.4,   0.45,   0.85,   0.99,    2.0,    1.5,  -0.24, 
   59.,    4.0,   0.34,  -0.11,  0.070, -0.080, -0.095,  -0.13,  -0.11, 
   35.,    2.0,   0.62,   0.19,    0.0,    0.0,  0.063,    0.0,  0.040, 
   55.,    1.0,   0.60,  0.050,    0.0,  0.020, -0.0020,    0.0,  0.013, 
   95.,    3.0,   0.99, -0.0060, -0.012,  0.011, -0.011, -0.011, -0.0097, 
   29.,    4.0,    0.0,    0.0,    0.0, -0.094,   0.24,   0.24,   0.18, 
   66.,    0.0,   0.40,  -0.19,  -0.14,  -0.15,  -0.20,  -0.21,  -0.20, 
   30.,    3.0,   0.96, -0.0050,  0.017, -0.048,  0.026,  0.025,  0.016, 
   77.,    0.0,   0.17, -0.040, -0.030, -0.036,  0.030,  0.019,  0.017, 
   8.0,    2.0,   0.62,  0.062,   0.38,   0.30,  0.063,    0.0,  0.097, 
   56.,    1.0,   0.80,  -0.15,  -0.20,  -0.26,  -0.20,  -0.20,  -0.20, 
   86.,    0.0,   0.24, -0.065,  -0.16,  -0.12, -0.036, -0.046, -0.018, 
   66.,    1.0,   0.70, -0.050,  -0.20,  -0.19,  -0.10,  -0.10, -0.089, 
   80.,    2.0,   0.75,    0.0,  -0.12, -0.063, -0.063,  -0.12, -0.066, 
   41.,    3.0,   0.98, 0.0097, 0.0015, 0.0038, 0.0062, 0.0055, 0.0056, 
   88.,    4.0,    0.0,    0.0,   0.32,   0.30,   0.24,   0.24,   0.17, 
   55.,    0.0,   0.20, -0.024, -0.030,  0.012, -0.0012, -0.012, -0.0051, 
   5.0,    1.0,   0.50,   0.10,    0.0,  0.029,  0.099,   0.10,  0.048, 
   67.,    5.0,    5.7,  -0.35,  -0.30,  -0.11,   -1.3,   -1.8,  -0.25, 
   85.,    4.0,    0.0,   0.36,    0.0,   0.49,   0.24,   0.24,   0.26, 
   30.,    2.0,   0.50,  -0.12,   0.25,   0.37,   0.19,   0.12,   0.24, 
   33.,    2.0,   0.62,   0.12,    0.0,   0.26,  0.063,    0.0,  0.073, 
   14.,    1.0,   0.60,    0.0,    0.0, -0.056, -0.0020,    0.0, -0.028, 
   44.,    4.0,  0.095,   0.18,   0.17,   0.40,   0.15,   0.14,   0.12, 
   14.,    5.0,    3.9,   0.53,    1.2,   0.82,   0.42, -0.087,   0.39, 
   53.,    4.0,   0.96,  -0.60,  -0.96,   -10.,  -0.73,  -0.76,  -0.58, 
   77.,    4.0,   0.18, -0.019,  -0.18,  -0.19,  0.064,  0.060,  0.022, 
   50.,    5.0,    4.4,  0.088,   0.41,   0.12, -0.080,  -0.59,  -0.11, 
   61.,    3.0,   0.96,  0.011, -0.0050, 0.0014,  0.026,  0.025,  0.016, 
   29.,    0.0,   0.13, -0.025, -0.034,  0.029,  0.076,  0.065,  0.054, 
   69.,    0.0,   0.31,  -0.13, -0.086, -0.097,  -0.11,  -0.12,  -0.12, 
   42.,    1.0,   0.50,   0.10,    0.0,  0.074,  0.099,   0.10,  0.050, 
   18.,    1.0,   0.50,   0.15,    0.0,  0.039,  0.099,   0.10,  0.077, 
   30.,    2.0,   0.50,  -0.12,   0.25,   0.37,   0.19,   0.12,   0.24, 
   20.,    2.0,   0.62,   0.19,    0.0,    0.0,  0.063,    0.0,  0.039, 
   38.,    5.0,    2.7,   0.55,   0.45,   0.64,    1.6,    1.1,   0.51, 
   63.,    3.0,   0.96,  0.017, 0.0045,  0.013,  0.025,  0.024,  0.021, 
   99.,    0.0,   0.19, -0.053, -0.025, -0.094,  0.016, 0.0056, 0.0094, 
   81.,    1.0,   0.60,    0.0,  -0.10, -0.053, -0.0020,    0.0, -0.035, 
   19.,    3.0,   0.97, -0.0017,  0.012, 0.0040, 0.0067, 0.0060, 0.0023, 
   55.,    3.0,   0.98, 0.0085, 0.00050, 0.0072, 0.0037, 0.0030, 0.0043, 
   3.0,    1.0,   0.70,  -0.15,  -0.20,  -0.25,  -0.10,  -0.10,  -0.16, 
   2.0,    5.0,    5.6,  -0.29,   -1.1,  -0.73,   -1.3,   -1.8,  -0.19, 
   49.,    2.0,   0.88,  -0.19,    0.0, 0.0025,  -0.19,  -0.25,  -0.18, 
