     i,      c,     ev,    dom,    knn,    lrg,   mean,    med,    reg, 
   85.,    0.0,   0.15, -0.054, -0.058, -0.094,  0.084,  0.041, -0.086, 
   8.0,    1.0,   0.86,  -0.17,  -0.20, -0.044,  -0.59,  -0.63,  -0.22, 
   62.,    2.0,   0.26,   0.11,  0.088,   0.16,  0.086,  0.052,  0.092, 
   2.0,    5.0,   0.67,   0.21,  -0.11,   0.22,  -0.36,  -0.39,  -0.15, 
   84.,    0.0,   0.13,  0.047,   0.18,   0.11,   0.10,  0.061, -0.066, 
   4.0,    1.0,   0.97, -0.034,  -0.17,  -0.14,  -0.70,  -0.73,  -0.16, 
   18.,    0.0,   0.30,   0.12,  -0.15,  -0.19, -0.071,  -0.11, -0.017, 
   83.,    3.0,  0.097,  0.088,   0.12,  0.079,   0.24,   0.20, -0.074, 
   17.,    1.0,   0.40,  -0.24, -0.044,  -0.25,  -0.13,  -0.17,  -0.35, 
   70.,    5.0,   0.28,  0.037, -0.025, -0.0072,  0.039, 0.0090,  0.087, 
   41.,    2.0,   0.17,   0.13, -0.016,  0.022,   0.18,   0.14,  0.043, 
   5.0,    4.0,   0.44,   0.27,  0.065, -0.052,  0.096,  0.081,   0.23, 
   24.,    1.0,   0.35,  -0.16,  0.024, -0.077, -0.074,  -0.12,  0.021, 
   52.,    0.0,   0.36,  -0.18,  -0.22,  -0.27,  -0.13,  -0.17,  -0.16, 
   52.,    0.0,   0.36,  -0.18,  -0.22,  -0.27,  -0.13,  -0.17,  -0.16, 
   85.,    3.0,   0.31, -0.092, -0.0080,  0.019,  0.030, -0.0080, -0.034, 
   69.,    1.0,   0.13,   0.11,  -0.13,  -0.12,   0.14,   0.11, -0.017, 
   81.,    3.0,   0.25,  0.069, -0.038, -0.0022,  0.091,  0.055,  0.035, 
   74.,    5.0,   0.33, -0.046, -0.035, 0.0023, -0.0095, -0.041, -0.039, 
   19.,    5.0,   0.32, -0.0050, -0.070, -0.064, 0.0016, -0.030,  0.036, 
   58.,    3.0,   0.19,  0.038,   0.13,   0.11,   0.14,   0.11,  0.084, 
   64.,    1.0,    0.0,    0.0,    0.0, -0.064,   0.28,   0.24,   0.25, 
   46.,    5.0,   0.37, -0.081,  -0.12,  -0.12, -0.054, -0.085, -0.048, 
   89.,    3.0,   0.15,  0.060,  0.073,  0.045,   0.18,   0.15,  0.081, 
   95.,    3.0,   0.19,   0.12, -0.016,  0.034,   0.15,   0.11,   0.10, 
   78.,    1.0,   0.27,  -0.10,   0.10, -0.060, 0.00025, -0.043,  0.029, 
   1.0,    2.0,   0.80,  -0.21,  -0.14,  -0.21,  -0.46,  -0.49,  -0.13, 
   67.,    4.0,   0.59,  -0.11,  -0.19,  -0.13, -0.058, -0.071,  -0.12, 
   12.,    0.0,   0.38,  0.045, -0.074,  -0.18,  -0.15,  -0.19, -0.00052, 
   43.,    1.0,   0.13,  0.073,   0.19,  0.051,   0.14,   0.11,   0.10, 
   37.,    1.0,   0.33,  -0.15,  -0.13,  -0.15, -0.052, -0.095, -0.079, 
   82.,    1.0,   0.19, -0.029,  -0.19, -0.084,  0.087,  0.052,  -0.12, 
   51.,    2.0,   0.34, -0.044, -0.068, -0.079, -0.0025, -0.042, -0.033, 
   54.,    5.0,   0.26,  0.043, -0.035, -0.032,  0.056,  0.026,  0.059, 
   71.,    1.0,   0.12,  0.043,   0.12,  0.034,   0.16,   0.12,  0.066, 
   76.,    3.0,   0.24,  0.012,  0.030,  0.014,   0.10,  0.064,  0.022, 
   55.,    0.0,  0.053,  0.073,   0.16,  0.098,   0.18,   0.14,   0.16, 
   91.,    0.0,   0.25,  -0.16,  -0.25,  -0.16, -0.020, -0.062,  -0.14, 
   56.,    5.0,   0.27,  0.019, -0.021, 0.0064,  0.047,  0.017,  0.054, 
   88.,    3.0,   0.15,  0.070,  0.047,  0.034,   0.19,   0.15,  0.080, 
   67.,    5.0,   0.26,  0.020, -0.087, -0.035,  0.055,  0.025,  0.095, 
   43.,    5.0,   0.30, -0.017,  0.065, -0.065,  0.020, -0.012, -0.024, 
   76.,    5.0,   0.33, -0.059, -0.0070, -0.072, -0.017, -0.048, -0.078, 
   14.,    3.0,   0.53, -0.061,  0.026, -0.034,  -0.20,  -0.23, -0.022, 
   51.,    2.0,   0.34, -0.044, -0.068, -0.079, -0.0025, -0.042, -0.033, 
   11.,    2.0,   0.53, -0.00050, -0.024, -0.012,  -0.19,  -0.23, -0.032, 
   99.,    0.0,    0.0,   0.18,    0.0,   0.12,   0.23,   0.19,  0.063, 
   35.,    4.0,   0.61,  -0.10, -0.054,  -0.13, -0.075, -0.088, -0.041, 
   64.,    5.0,   0.18,  0.086, 0.0030,  0.037,   0.13,   0.10,   0.12, 
   82.,    5.0,   0.32, -0.062,  0.019, -0.0078, -0.0034, -0.035, -0.086, 
   13.,    0.0,   0.20,  0.089,  0.020,  0.063,  0.035, -0.0070,  0.090, 
   97.,    0.0,    0.0,  0.095,  0.091,   0.22,   0.23,   0.19,  0.063, 
   32.,    4.0,   0.21,   0.34,   0.25,   0.18,   0.33,   0.32,   0.31, 
   0.0,    4.0,    1.0,  -0.19,  -0.39, -0.063,  -0.47,  -0.48,  -0.13, 
   58.,    1.0,   0.21, -0.038, -0.010,  0.014,  0.065,  0.030,  0.065, 
   65.,    2.0,   0.19,   0.16, -0.0080,  0.039,   0.16,   0.12,   0.12, 
   10.,    4.0,   0.63, -0.0055,  0.098,   0.26, -0.093,  -0.11, 0.00014, 
   6.0,    3.0,   0.60, -0.035,  -0.14,  0.097,  -0.27,  -0.30,  -0.13, 
   79.,    3.0,   0.19, -0.026, -0.014,   0.14,   0.15,   0.11, -0.029, 
   75.,    0.0,   0.14,  0.037,   0.22,   0.11,  0.094,  0.051,  0.045, 
   91.,    5.0,   0.21,  0.065,   0.12,   0.12,   0.10,  0.072,  0.042, 
   98.,    2.0,   0.31, -0.049, -0.038, -0.040,  0.033, -0.0070, -0.069, 
   15.,    4.0,   0.67, -0.045,  0.033, -0.012,  -0.13,  -0.15, -0.049, 
   78.,    2.0,   0.18,   0.11, -0.042,  0.017,   0.16,   0.13,  0.046, 
   96.,    5.0,   0.39,  -0.12,  -0.20,  -0.22, -0.070,  -0.10, -0.099, 
   6.0,    0.0,   0.48,   0.17,  0.036,   0.12,  -0.26,  -0.29, -0.0034, 
   67.,    0.0,   0.31,  -0.13,  -0.18,  -0.18, -0.080,  -0.12,  -0.26, 
   18.,    4.0,   0.56, -0.0055,   0.11,  0.078, -0.019, -0.033, 0.0041, 
   88.,    0.0,   0.14,  0.037, -0.010, -0.032,  0.094,  0.051,  0.013, 
   34.,    3.0,   0.30, -0.087,   0.12, -0.084,  0.035, -0.0030, -0.044, 
   0.0,    0.0,    1.0,  -0.21,  -0.58,  -0.40,  -0.78,  -0.81,  -0.57, 
   45.,    4.0,   0.36,   0.19,   0.22,   0.23,   0.18,   0.17,   0.16, 
   62.,    5.0,   0.29, 0.0090, -0.050, -0.050,  0.022, -0.010,  0.020, 
   80.,    2.0,   0.31, -0.048,  0.089,   0.13,  0.034, -0.0060, -0.070, 
   28.,    1.0,   0.36,  -0.10,  0.010, -0.046, -0.089,  -0.13, -0.0020, 
   97.,    2.0,   0.34, -0.082, -0.048, -0.078, -0.00051, -0.040, -0.093, 
   13.,    4.0,   0.65,  -0.10,  0.066,  0.043,  -0.11,  -0.13, 0.0074, 
   78.,    0.0,   0.25, -0.075,  0.082,  0.030, -0.015, -0.057, -0.012, 
   41.,    5.0,   0.27,  0.064, 0.0060, -0.044,  0.052,  0.022, -0.038, 
   2.0,    5.0,   0.67,   0.21,  -0.11,   0.22,  -0.36,  -0.39,  -0.15, 
   57.,    0.0,   0.10, -0.010,  -0.10,  -0.13,   0.13,  0.085, -0.044, 
   48.,    2.0,   0.24,  0.056,  -0.11, -0.080,   0.11,  0.072,  0.053, 
   87.,    4.0,   0.42,  -0.22,  0.048,  0.076,   0.11,  0.098,  0.047, 
   95.,    1.0,    0.0,   0.16,    0.0,  0.062,   0.28,   0.24,  0.067, 
   42.,    2.0,   0.32, 0.0090, -0.061,  0.036,  0.024, -0.016,  0.015, 
   77.,    4.0,   0.54, -0.066, -0.060, -0.051, -0.0073, -0.021, -0.026, 
   7.0,    4.0,   0.69,  0.019,  0.036, -0.087,  -0.16,  -0.17, -0.060, 
   49.,    1.0,   0.19,   0.14,  0.058,  0.046,  0.084,  0.049,   0.13, 
   32.,    0.0,   0.17,   0.28,  0.015, 0.0060,  0.058,  0.015,   0.27, 
   55.,    2.0,   0.27,  0.057,  0.074,  0.036,  0.072,  0.038,  0.035, 
   60.,    1.0,   0.27, -0.064, -0.021, 0.0047, 0.00025, -0.043, -0.034, 
   13.,    0.0,   0.20,  0.089,  0.020,  0.063,  0.035, -0.0070,  0.090, 
   35.,    4.0,   0.61,  -0.10, -0.054,  -0.13, -0.075, -0.088, -0.041, 
   21.,    2.0,   0.44, -0.049, -0.066, -0.049, -0.095,  -0.13, -0.055, 
   9.0,    2.0,   0.53, -0.00050, -0.018, -0.011,  -0.19,  -0.23, -0.016, 
   6.0,    0.0,   0.48,   0.17,  0.036,   0.12,  -0.26,  -0.29, -0.0034, 
   38.,    1.0,   0.16, -0.0045,  -0.16, -0.015,   0.11,  0.077,  0.063, 
   78.,    5.0,   0.25,  0.033, -0.041, -0.040,  0.064,  0.034,  0.078, 
   7.0,    1.0,   0.66, 0.0095,  -0.11, 0.0071,  -0.39,  -0.43,  0.032, 
   41.,    3.0,   0.18, -0.020, 0.0060,  0.098,   0.15,   0.12, -0.0097, 
   18.,    1.0,   0.35,  0.084,   0.14,  0.043, -0.082,  -0.12, 0.00023, 
   29.,    0.0,   0.30,  -0.13,  -0.14,  -0.18, -0.071,  -0.11,  -0.14, 
   91.,    0.0,   0.25,  -0.16,  -0.25,  -0.16, -0.020, -0.062,  -0.14, 
   67.,    5.0,   0.26,  0.020, -0.087, -0.035,  0.055,  0.025,  0.095, 
   92.,    4.0,   0.29,   0.26,   0.30,   0.20,   0.25,   0.23,   0.27, 
   20.,    5.0,   0.29,  0.067, 0.0040, -0.019,  0.025, -0.0070,   0.13, 
   26.,    2.0,   0.36,  0.072,  0.041,  0.046, -0.019, -0.058,  0.060, 
   31.,    1.0,   0.25, -0.077, -0.086,  0.086,  0.026, -0.018, -0.00096, 
   2.0,    3.0,   0.74,  0.072, -0.061,  -0.14,  -0.40,  -0.44,  -0.16, 
   30.,    3.0,   0.41, 0.0035, -0.011, -0.044, -0.070,  -0.11,  0.079, 
   56.,    4.0,   0.48,  0.073,  0.060,  0.064,  0.060,  0.046,  0.036, 
   96.,    2.0,   0.26,  0.039,   0.12,  0.069,  0.082,  0.048,  0.046, 
   48.,    1.0,   0.25, -0.047,  -0.16,  -0.11,  0.021, -0.022, -0.055, 
   28.,    0.0,   0.31,  -0.13, -0.0050, -0.025, -0.076,  -0.12, -0.017, 
   4.0,    0.0,   0.79,  0.034,  -0.12,  -0.20,  -0.56,  -0.60,  -0.14, 
   38.,    5.0,   0.26,  0.044, -0.0040, -0.0016,  0.057,  0.027,  0.067, 
   64.,    4.0,   0.62, -0.069, -0.013, -0.035, -0.083, -0.096, -0.052, 
   45.,    0.0,   0.19, -0.061,  -0.19, -0.017,  0.042,    0.0,  0.091, 
   5.0,    5.0,   0.68,  -0.11,  -0.27,  -0.25,  -0.37,  -0.40,  -0.24, 
   19.,    3.0,   0.41, -0.0050,  0.071,  0.085, -0.071,  -0.11, -0.025, 
   98.,    0.0,   0.13,  0.047,  -0.13, -0.029,   0.10,  0.061, -0.071, 
   4.0,    4.0,   0.67,   0.24,  0.016, -0.099,  -0.13,  -0.14, -0.038, 
   81.,    2.0,   0.28, -0.021,  -0.11, -0.083,  0.062,  0.028, -0.018, 
   26.,    2.0,   0.36,  0.072,  0.041,  0.046, -0.019, -0.058,  0.060, 
   96.,    5.0,   0.39,  -0.12,  -0.20,  -0.22, -0.070,  -0.10, -0.099, 
   11.,    1.0,   0.47,  -0.14,  -0.16,  -0.11,  -0.20,  -0.24,  -0.12, 
   63.,    0.0,   0.13, -0.034,  0.061,  0.028,   0.10,  0.061, -0.069, 
   7.0,    0.0,   0.65,  -0.23,  -0.14,  0.027,  -0.42,  -0.46,  -0.18, 
   80.,    2.0,   0.31, -0.048,  0.089,   0.13,  0.034, -0.0060, -0.070, 
   46.,    5.0,   0.37, -0.081,  -0.12,  -0.12, -0.054, -0.085, -0.048, 
   38.,    5.0,   0.26,  0.044, -0.0040, -0.0016,  0.057,  0.027,  0.067, 
   5.0,    4.0,   0.44,   0.27,  0.065, -0.052,  0.096,  0.081,   0.23, 
   18.,    1.0,   0.35,  0.084,   0.14,  0.043, -0.082,  -0.12, 0.00023, 
   16.,    5.0,   0.29,  0.072,  0.086,  0.058,  0.030, -0.0020,   0.10, 
   18.,    5.0,   0.46,  -0.11,  -0.22,  -0.23,  -0.14,  -0.17,  -0.11, 
   16.,    4.0,   0.70, -0.079, -0.033,  -0.18,  -0.17,  -0.18,  -0.11, 
   86.,    0.0,    0.0,  0.095,   0.12,   0.12,   0.23,   0.19,   0.14, 
   39.,    2.0,   0.27,  0.057, -0.068,  0.055,  0.072,  0.038,  0.059, 
   72.,    0.0,   0.13,  0.047,  -0.13, -0.054,   0.10,  0.061,  0.037, 
   58.,    2.0,   0.28, -0.016,  0.024, -0.0036,  0.067,  0.033, -0.061, 
   11.,    0.0,   0.30, -0.0025,   0.21,  0.064, -0.071,  -0.11,  0.058, 
   11.,    5.0,   0.32,  0.077,  0.080,  0.053, -0.00038, -0.032,  0.092, 
   74.,    4.0,   0.44, -0.025,   0.22,  0.035,   0.10,  0.087,  0.058, 
   30.,    0.0,   0.16, -0.032,   0.14, -0.012,  0.075,  0.032, -0.0019, 
   82.,    2.0,   0.23,  0.030,  0.039,   0.16,   0.11,  0.079, -0.0081, 
   27.,    3.0,   0.40,  0.075,  0.011,  0.065, -0.059, -0.096,  0.092, 
   26.,    5.0,   0.23,   0.10,   0.22,   0.14,  0.083,  0.053,   0.13, 
   56.,    5.0,   0.27,  0.019, -0.021, 0.0064,  0.047,  0.017,  0.054, 
   7.0,    3.0,   0.55, -0.056, -0.023,  0.036,  -0.22,  -0.25, -0.055, 
   32.,    4.0,   0.21,   0.34,   0.25,   0.18,   0.33,   0.32,   0.31, 
   26.,    1.0,   0.32,  -0.15,  0.043,  0.072, -0.045, -0.088,  0.023, 
   37.,    5.0,   0.26,  0.025, -0.070,  0.080,  0.058,  0.028,  0.023, 
   95.,    3.0,   0.19,   0.12, -0.016,  0.034,   0.15,   0.11,   0.10, 
   95.,    5.0,   0.29, -0.041,  0.035,  0.057,  0.026, -0.0060, -0.071, 
   24.,    1.0,   0.35,  -0.16,  0.024, -0.077, -0.074,  -0.12,  0.021, 
   62.,    1.0,   0.16,  0.043,  0.077,  0.050,   0.11,  0.077, -0.027, 
   55.,    5.0,   0.25,  0.029,  0.071,   0.18,  0.066,  0.036,  0.037, 
   40.,    5.0,   0.37, -0.081,  -0.15,  -0.17, -0.053, -0.084, -0.083, 
   85.,    2.0,   0.27,  0.028,   0.15,  0.053,  0.071,  0.037,  0.046, 
   71.,    2.0,   0.30, -0.0055,  0.046, -0.021,  0.044,  0.010, -0.014, 
   6.0,    0.0,   0.48,   0.17,  0.036,   0.12,  -0.26,  -0.29, -0.0034, 
   35.,    5.0,   0.26,  0.048, 0.0040, -0.029,  0.061,  0.031,  0.071, 
   47.,    4.0,   0.46, -0.037,  0.061,  0.080,  0.078,  0.063,  0.082, 
   72.,    0.0,   0.13,  0.047,  -0.13, -0.054,   0.10,  0.061,  0.037, 
   25.,    0.0,   0.30,  -0.13,  0.014,  -0.19, -0.071,  -0.11, -0.0058, 
   44.,    1.0,   0.25, -0.077, -0.049, -0.083,  0.026, -0.018,  0.019, 
   37.,    1.0,   0.33,  -0.15,  -0.13,  -0.15, -0.052, -0.095, -0.079, 
   67.,    5.0,   0.26,  0.020, -0.087, -0.035,  0.055,  0.025,  0.095, 
   27.,    0.0,   0.16,  0.018,    0.0,   0.28,  0.075,  0.032,  0.044, 
   6.0,    5.0,    1.0,  -0.56,  -0.62,  -0.46,  -0.69,  -0.72,  -0.57, 
   87.,    4.0,   0.42,  -0.22,  0.048,  0.076,   0.11,  0.098,  0.047, 
   29.,    2.0,   0.47,  -0.11,  -0.20,  -0.20,  -0.13,  -0.17,  -0.12, 
   49.,    3.0,   0.32, -0.094, -0.080,  -0.13,  0.019, -0.018,  -0.11, 
   6.0,    2.0,   0.49,  0.091,  0.078,  -0.10,  -0.15,  -0.19,  0.088, 
   80.,    0.0,   0.17,  -0.17, -0.046,  0.037,  0.058,  0.015,  -0.11, 
   11.,    5.0,   0.32,  0.077,  0.080,  0.053, -0.00038, -0.032,  0.092, 
   0.0,    2.0,    1.0,  -0.20,  -0.39,  -0.36,  -0.66,  -0.70, -0.091, 
   96.,    2.0,   0.26,  0.039,   0.12,  0.069,  0.082,  0.048,  0.046, 
   50.,    3.0,   0.23,  0.053,  0.087,  0.054,   0.11,  0.073,   0.12, 
   32.,    0.0,   0.17,   0.28,  0.015, 0.0060,  0.058,  0.015,   0.27, 
   87.,    3.0,   0.27,  -0.12, -0.0010,  -0.18,  0.064,  0.028, -0.046, 
   35.,    5.0,   0.26,  0.048, 0.0040, -0.029,  0.061,  0.031,  0.071, 
   12.,    0.0,   0.38,  0.045, -0.074,  -0.18,  -0.15,  -0.19, -0.00052, 
   7.0,    1.0,   0.66, 0.0095,  -0.11, 0.0071,  -0.39,  -0.43,  0.032, 
   86.,    2.0,   0.27,  0.028, -0.043,  0.045,  0.078,  0.044,  0.022, 
   98.,    3.0,   0.22,   0.11,  0.085,  0.078,   0.12,  0.079,  0.088, 
   6.0,    4.0,   0.45,   0.26, -0.0070,   0.13,  0.089,  0.074,   0.17, 
   40.,    4.0,   0.39,   0.14,   0.24,   0.50,   0.15,   0.14,   0.18, 
   63.,    0.0,   0.13, -0.034,  0.061,  0.028,   0.10,  0.061, -0.069, 
   93.,    2.0,   0.17,  0.087,  0.074,  0.071,   0.17,   0.14,  0.067, 
   1.0,    3.0,   0.71,  0.097, -0.036,  -0.33,  -0.38,  -0.41,  0.052, 
   5.0,    1.0,   0.89,  0.029, -0.022,  -0.18,  -0.62,  -0.65,  -0.33, 
   83.,    0.0,   0.42,  -0.25,  -0.24,  -0.24,  -0.19,  -0.23,  -0.15, 
   22.,    3.0,   0.42,  0.019,   0.10, -0.082, -0.089,  -0.12,   0.12, 
   22.,    1.0,    0.0,   0.29,   0.47,   0.33,   0.28,   0.24,   0.41, 
   49.,    2.0,   0.20,   0.12,   0.12,   0.11,   0.14,   0.11,   0.12, 
   2.0,    3.0,   0.74,  0.072, -0.061,  -0.14,  -0.40,  -0.44,  -0.16, 
   49.,    5.0,   0.32, -0.011, -0.063, -0.019, -0.0044, -0.036, -0.021, 
   95.,    4.0,   0.55,  -0.17, 0.0040,  -0.11, -0.012, -0.026, -0.038, 
   26.,    0.0,   0.29,  -0.16,  0.019, -0.0066, -0.057, -0.098, -0.025, 
   32.,    3.0,   0.44, -0.041,  -0.15,  -0.24,  -0.11,  -0.14,  -0.14, 
   60.,    1.0,   0.27, -0.064, -0.021, 0.0047, 0.00025, -0.043, -0.034, 
   15.,    3.0,   0.45,  0.067,  0.032,  0.098,  -0.11,  -0.15,  0.033, 
   9.0,    3.0,   0.53,  0.011,  0.088,  0.066,  -0.19,  -0.23, -0.020, 
   50.,    1.0,   0.32,  -0.22,  -0.32,  -0.58, -0.043, -0.086,  -0.26, 
   31.,    4.0,   0.52,  0.029,   0.28,   0.19,  0.016, 0.0020,  0.052, 
   70.,    1.0,   0.28,  0.097, -0.0080,  0.045, -0.0078, -0.051,   0.10, 
   59.,    5.0,   0.22,  0.058,   0.10,  0.065,  0.096,  0.065,  0.047, 
   73.,    1.0,   0.22, -0.015,  0.053,   0.13,  0.054,  0.019, -0.041, 
   51.,    0.0,   0.10,  0.021,  0.092,   0.11,   0.13,  0.085,  0.077, 
   17.,    4.0,   0.60, -0.082,  0.051, 0.00017, -0.063, -0.076, 0.0072, 
   77.,    0.0,  0.091, 0.0040,  0.058,  0.061,   0.14,  0.099, -0.028, 
   69.,    4.0,   0.57,  -0.20, -0.045,  -0.11, -0.035, -0.048, -0.075, 
   37.,    0.0,   0.19, -0.014,   0.15,  0.056,  0.042,    0.0,  0.078, 
   56.,    1.0,   0.20,  0.043,  0.010, -0.045,  0.075,  0.040,  0.092, 
   18.,    2.0,   0.38,   0.13,   0.11,   0.12, -0.042, -0.081,  0.077, 
   91.,    0.0,   0.25,  -0.16,  -0.25,  -0.16, -0.020, -0.062,  -0.14, 
   75.,    1.0,   0.19,  0.014, -0.059, -0.071,  0.083,  0.048, 0.0078, 
   14.,    2.0,   0.53, -0.015,  0.031, -0.074,  -0.19,  -0.23, -0.015, 
   75.,    1.0,   0.19,  0.014, -0.059, -0.071,  0.083,  0.048, 0.0078, 
   33.,    3.0,   0.40, -0.045,  -0.11, -0.095, -0.065,  -0.10, -0.039, 
   52.,    4.0,   0.49,  0.042,  -0.11,  -0.12,  0.051,  0.037, -0.015, 
   69.,    4.0,   0.57,  -0.20, -0.045,  -0.11, -0.035, -0.048, -0.075, 
   50.,    4.0,   0.52,  -0.10, -0.063,  -0.11,  0.014,    0.0,  0.017, 
   93.,    5.0,   0.25,  0.012,  0.092,  0.036,  0.065,  0.035,  0.040, 
   78.,    1.0,   0.27,  -0.10,   0.10, -0.060, 0.00025, -0.043,  0.029, 
   93.,    2.0,   0.17,  0.087,  0.074,  0.071,   0.17,   0.14,  0.067, 
   48.,    4.0,   0.52,  -0.11,  -0.22,  -0.11,  0.015, 0.0010, -0.044, 
   17.,    2.0,   0.47,  0.060,  0.093,  0.017,  -0.13,  -0.16,  0.081, 
   99.,    3.0,   0.17,  0.074,  0.016, 0.0088,   0.16,   0.13,   0.11, 
   95.,    4.0,   0.55,  -0.17, 0.0040,  -0.11, -0.012, -0.026, -0.038, 
   33.,    2.0,   0.37,  0.032,  0.016,  0.094, -0.029, -0.068,  0.030, 
   39.,    0.0,   0.22,  0.028, -0.048, -0.046, 0.0090, -0.033, -0.043, 
   29.,    1.0,   0.16,  0.023,   0.18,   0.20,   0.11,  0.077,   0.19, 
   54.,    4.0,   0.59, -0.096, -0.046,  -0.17, -0.057, -0.070, -0.019, 
   11.,    0.0,   0.30, -0.0025,   0.21,  0.064, -0.071,  -0.11,  0.058, 
   27.,    5.0,   0.29,  0.023, -0.050,  0.010,  0.030, -0.0020,  0.057, 
   29.,    5.0,   0.26,  0.050, -0.025,  0.016,  0.055,  0.025,  0.055, 
   8.0,    5.0,   0.41,   0.36,   0.27,   0.15, -0.099,  -0.13, -0.053, 
   14.,    4.0,   0.72, -0.092, -0.066,  -0.11,  -0.18,  -0.19, -0.078, 
   59.,    4.0,   0.49, -0.084,  0.020, -0.0089,  0.042,  0.028, 0.0055, 
   87.,    4.0,   0.42,  -0.22,  0.048,  0.076,   0.11,  0.098,  0.047, 
   51.,    5.0,   0.24,  0.059, -0.026, -0.015,  0.072,  0.042,  0.048, 
   13.,    4.0,   0.65,  -0.10,  0.066,  0.043,  -0.11,  -0.13, 0.0074, 
   45.,    4.0,   0.36,   0.19,   0.22,   0.23,   0.18,   0.17,   0.16, 
   75.,    0.0,   0.14,  0.037,   0.22,   0.11,  0.094,  0.051,  0.045, 
   79.,    5.0,   0.27,  0.050, -0.059, -0.049,  0.046,  0.016,  0.057, 
   55.,    5.0,   0.25,  0.029,  0.071,   0.18,  0.066,  0.036,  0.037, 
   15.,    0.0,   0.32, -0.038,  -0.18,  -0.19, -0.093,  -0.13, -0.050, 
   24.,    4.0,   0.63, -0.0085, -0.088, -0.061, -0.096,  -0.11, -0.063, 
   28.,    5.0,   0.28,  0.074, -0.047,  0.074,  0.032, 0.0020,  0.040, 
   56.,    4.0,   0.48,  0.073,  0.060,  0.064,  0.060,  0.046,  0.036, 
   96.,    1.0,    0.0,   0.34,   0.16,   0.20,   0.28,   0.24,  0.067, 
   21.,    3.0,   0.38,  0.098,   0.18,   0.13, -0.044, -0.081,  0.044, 
   68.,    2.0,   0.16,  0.060,   0.12,  0.098,   0.19,   0.15,  0.034, 
   60.,    5.0,   0.27,  0.017,  0.055,  0.059,  0.050,  0.020, 0.0011, 
   33.,    2.0,   0.37,  0.032,  0.016,  0.094, -0.029, -0.068,  0.030, 
   84.,    3.0,   0.22, -0.011,  0.082, -0.096,   0.12,  0.084, 0.0079, 
   33.,    0.0,   0.13,  0.083,   0.18,   0.18,   0.10,  0.061,   0.15, 
   5.0,    2.0,   0.57, -0.036, -0.087, -0.036,  -0.23,  -0.27,  -0.12, 
   53.,    0.0,   0.16, -0.063,  -0.16,  -0.13,  0.075,  0.032,  0.088, 
   43.,    3.0,   0.27,  0.048,  0.073,  0.046,  0.070,  0.034,  0.024, 
   83.,    3.0,  0.097,  0.088,   0.12,  0.079,   0.24,   0.20, -0.074, 
   27.,    1.0,   0.22, -0.015, -0.072,  0.017,  0.054,  0.019, -0.0036, 
   70.,    0.0,   0.33,  -0.15, -0.082, -0.099, -0.098,  -0.14, -0.091, 
   29.,    2.0,   0.47,  -0.11,  -0.20,  -0.20,  -0.13,  -0.17,  -0.12, 
   30.,    4.0,   0.62, -0.079, -0.037, -0.070, -0.083, -0.096, 0.0059, 
   41.,    5.0,   0.27,  0.064, 0.0060, -0.044,  0.052,  0.022, -0.038, 
   86.,    0.0,    0.0,  0.095,   0.12,   0.12,   0.23,   0.19,   0.14, 
   59.,    0.0,   0.14, -0.013, -0.086,  0.016,  0.094,  0.051,  0.070, 
   65.,    3.0,   0.29, -0.084, -0.087, -0.079,  0.047,  0.011, -0.098, 
   45.,    0.0,   0.19, -0.061,  -0.19, -0.017,  0.042,    0.0,  0.091, 
   44.,    1.0,   0.25, -0.077, -0.049, -0.083,  0.026, -0.018,  0.019, 
   31.,    3.0,   0.44, -0.058, -0.079, -0.060,  -0.11,  -0.14, -0.047, 
   20.,    4.0,   0.73,  -0.11,  0.075,   0.15,  -0.20,  -0.21,  -0.16, 
   2.0,    3.0,   0.74,  0.072, -0.061,  -0.14,  -0.40,  -0.44,  -0.16, 
   2.0,    0.0,   0.68, -0.090, -0.016,  -0.11,  -0.46,  -0.49,  -0.12, 
   44.,    4.0,   0.52, -0.039, 0.0070, -0.026,  0.019, 0.0050, -0.028, 
   3.0,    5.0,   0.56,   0.28,   0.11, -0.083,  -0.24,  -0.27, -0.065, 
   36.,    5.0,   0.24,  0.060,  0.016,  0.068,  0.073,  0.043,  0.070, 
   33.,    2.0,   0.37,  0.032,  0.016,  0.094, -0.029, -0.068,  0.030, 
   35.,    1.0,   0.16, -0.0045,  -0.16,  -0.11,   0.11,  0.077, -0.0099, 
   17.,    2.0,   0.47,  0.060,  0.093,  0.017,  -0.13,  -0.16,  0.081, 
   55.,    0.0,  0.053,  0.073,   0.16,  0.098,   0.18,   0.14,   0.16, 
   95.,    2.0,   0.29, -0.094, -0.017, 0.00033,  0.048,  0.014, -0.082, 
   53.,    1.0,   0.29,  -0.23, -0.059,  -0.10, -0.016, -0.059, -0.074, 
   63.,    4.0,   0.61,  -0.11,  0.013, -0.0085, -0.070, -0.083, -0.047, 
   39.,    0.0,   0.22,  0.028, -0.048, -0.046, 0.0090, -0.033, -0.043, 
   82.,    3.0,   0.20,  0.024, -0.0030,  0.083,   0.14,   0.10,  0.035, 
   73.,    2.0,   0.12,   0.17,   0.11,   0.14,   0.22,   0.19,   0.17, 
   91.,    1.0,  0.077,  0.082,   0.20,   0.17,   0.20,   0.16,   0.23, 
   34.,    5.0,   0.24,  0.099,    0.0,  0.076,  0.079,  0.049,  0.055, 
