     i,      c,     ev,    dom,    knn,    lrg,   mean,    med,    reg, 
   68.,    3.0,   0.17, -2.8e-17,  0.093,  0.074,   0.17,   0.14, 0.0026, 
   36.,    4.0,   0.64,  -0.11,  -0.11,  -0.12,  -0.10,  -0.12,  -0.10, 
   29.,    5.0,   0.26,  0.050, -0.025,  0.016,  0.055,  0.025,  0.055, 
   82.,    1.0,   0.19, -0.029,  -0.19, -0.084,  0.087,  0.052,  -0.12, 
   75.,    5.0,   0.29, -0.027, -0.069, -0.034,  0.026, -0.0060, -0.0081, 
   36.,    3.0,   0.34, -0.010, -0.073, -0.033, -0.0038, -0.041, -0.0039, 
   19.,    5.0,   0.32, -0.0050, -0.070, -0.064, 0.0016, -0.030,  0.036, 
   80.,    0.0,   0.17,  -0.17, -0.046,  0.037,  0.058,  0.015,  -0.11, 
   27.,    1.0,   0.22, -0.015, -0.072,  0.017,  0.054,  0.019, -0.0036, 
   66.,    0.0,   0.50, -0.081,  -0.31,  -0.55,  -0.27,  -0.31,  -0.27, 
   54.,    0.0,    0.0,   0.18,   0.10,   0.12,   0.23,   0.19,   0.19, 
   88.,    4.0,   0.48, -0.068,  0.044, -0.0045,  0.058,  0.044, -0.0042, 
   3.0,    5.0,   0.56,   0.28,   0.11, -0.083,  -0.24,  -0.27, -0.065, 
   13.,    5.0,   0.36,  0.017, -0.075, -0.056, -0.049, -0.080,  0.070, 
   59.,    2.0,   0.28,  0.014,  0.068,  0.066,  0.066,  0.032, -0.0029, 
   77.,    3.0,   0.30, -0.0020, 0.0080, -0.050,  0.038, 0.0020, 0.0076, 
   1.0,    3.0,   0.71,  0.097, -0.036,  -0.33,  -0.38,  -0.41,  0.052, 
   29.,    2.0,   0.47,  -0.11,  -0.20,  -0.20,  -0.13,  -0.17,  -0.12, 
   0.0,    3.0,    1.0,  -0.26,  -0.32,  -0.11,  -0.67,  -0.70, -0.077, 
   50.,    0.0,    0.0,  0.095,   0.16,   0.14,   0.23,   0.19,   0.27, 
   62.,    4.0,   0.46, -0.096,  0.058,  0.072,  0.075,  0.060,  0.026, 
   48.,    3.0,   0.28, -0.039, -0.017, -0.055,  0.062,  0.026, -0.037, 
   15.,    0.0,   0.32, -0.038,  -0.18,  -0.19, -0.093,  -0.13, -0.050, 
   40.,    1.0,   0.35, -0.019, -0.010, -0.089, -0.078,  -0.12,  -0.14, 
   76.,    2.0,   0.26, 0.0035, 0.0050, -0.026,  0.086,  0.052, -0.0014, 
   41.,    4.0,   0.48, -0.052,  -0.15,  -0.71,  0.053,  0.039, -0.044, 
   18.,    4.0,   0.56, -0.0055,   0.11,  0.078, -0.019, -0.033, 0.0041, 
   55.,    0.0,  0.053,  0.073,   0.16,  0.098,   0.18,   0.14,   0.16, 
   6.0,    2.0,   0.49,  0.091,  0.078,  -0.10,  -0.15,  -0.19,  0.088, 
   81.,    4.0,   0.30,   0.11,   0.22,   0.19,   0.24,   0.22,   0.21, 
   2.0,    4.0,   0.61,   0.29,  0.066,  0.044, -0.079, -0.092,  0.070, 
   31.,    3.0,   0.44, -0.058, -0.079, -0.060,  -0.11,  -0.14, -0.047, 
   13.,    5.0,   0.36,  0.017, -0.075, -0.056, -0.049, -0.080,  0.070, 
   0.0,    5.0,   0.75,   0.25,  -0.19, -0.051,  -0.44,  -0.47,  -0.41, 
   2.0,    3.0,   0.74,  0.072, -0.061,  -0.14,  -0.40,  -0.44,  -0.16, 
   61.,    5.0,   0.34, -0.055, -0.062, -0.053, -0.024, -0.055,  0.023, 
   78.,    2.0,   0.18,   0.11, -0.042,  0.017,   0.16,   0.13,  0.046, 
   23.,    3.0,   0.42, -0.020,   0.10,  0.039, -0.087,  -0.12, -0.044, 
   81.,    3.0,   0.25,  0.069, -0.038, -0.0022,  0.091,  0.055,  0.035, 
   20.,    2.0,   0.41,   0.11, -0.018,  0.089, -0.064,  -0.10,   0.11, 
   4.0,    4.0,   0.67,   0.24,  0.016, -0.099,  -0.13,  -0.14, -0.038, 
   16.,    4.0,   0.70, -0.079, -0.033,  -0.18,  -0.17,  -0.18,  -0.11, 
   52.,    2.0,   0.22,  0.038, -0.020, -0.048,   0.12,  0.086,  0.033, 
   94.,    1.0,   0.29,  -0.13,  0.088, 0.0097, -0.014, -0.057,  0.025, 
   56.,    3.0,   0.25,  0.027,  0.079,  0.056,  0.091,  0.055,  0.052, 
   6.0,    5.0,    1.0,  -0.56,  -0.62,  -0.46,  -0.69,  -0.72,  -0.57, 
   28.,    3.0,   0.36, -0.030,  0.064,  0.015, -0.024, -0.061, -0.0092, 
   21.,    5.0,   0.38, -0.028, -0.093, -0.045, -0.064, -0.095, -0.094, 
   30.,    2.0,   0.50,  -0.14,  -0.16, -0.054,  -0.16,  -0.20, -0.097, 
   7.0,    2.0,   0.52,  0.012,  0.012, 0.0021,  -0.18,  -0.21,  0.017, 
   29.,    2.0,   0.47,  -0.11,  -0.20,  -0.20,  -0.13,  -0.17,  -0.12, 
   34.,    3.0,   0.30, -0.087,   0.12, -0.084,  0.035, -0.0030, -0.044, 
   47.,    4.0,   0.46, -0.037,  0.061,  0.080,  0.078,  0.063,  0.082, 
   26.,    4.0,   0.57, -0.016,  0.066, -0.023, -0.029, -0.043, -0.019, 
   34.,    4.0,   0.60,  -0.19,  -0.23, -0.048, -0.064, -0.077,  -0.11, 
   20.,    4.0,   0.73,  -0.11,  0.075,   0.15,  -0.20,  -0.21,  -0.16, 
   57.,    0.0,   0.10, -0.010,  -0.10,  -0.13,   0.13,  0.085, -0.044, 
   34.,    4.0,   0.60,  -0.19,  -0.23, -0.048, -0.064, -0.077,  -0.11, 
   78.,    2.0,   0.18,   0.11, -0.042,  0.017,   0.16,   0.13,  0.046, 
   79.,    5.0,   0.27,  0.050, -0.059, -0.049,  0.046,  0.016,  0.057, 
   94.,    4.0,   0.35,  0.077,  0.044,  0.042,   0.18,   0.17,  0.073, 
   40.,    3.0,   0.29,   0.11,   0.11,  0.046,  0.049,  0.013,  0.091, 
   10.,    3.0,   0.61,  -0.10,  -0.15,  -0.13,  -0.28,  -0.32,  -0.13, 
   56.,    2.0,   0.30, -0.039, -0.024, -0.079,  0.043, 0.0090, -0.037, 
   18.,    4.0,   0.56, -0.0055,   0.11,  0.078, -0.019, -0.033, 0.0041, 
   46.,    2.0,   0.25,  0.043, -0.011,  0.017,  0.095,  0.061, -0.0030, 
   42.,    5.0,   0.26,  0.050, -0.0020,  0.011,  0.057,  0.027,  0.046, 
   4.0,    1.0,   0.97, -0.034,  -0.17,  -0.14,  -0.70,  -0.73,  -0.16, 
   16.,    0.0,   0.39,  -0.21, -0.099, -0.020,  -0.16,  -0.20,  -0.11, 
   0.0,    3.0,    1.0,  -0.26,  -0.32,  -0.11,  -0.67,  -0.70, -0.077, 
   18.,    1.0,   0.35,  0.084,   0.14,  0.043, -0.082,  -0.12, 0.00023, 
   81.,    2.0,   0.28, -0.021,  -0.11, -0.083,  0.062,  0.028, -0.018, 
   5.0,    2.0,   0.57, -0.036, -0.087, -0.036,  -0.23,  -0.27,  -0.12, 
   11.,    1.0,   0.47,  -0.14,  -0.16,  -0.11,  -0.20,  -0.24,  -0.12, 
   81.,    1.0,   0.22,  0.036, -0.084,   0.17,  0.058,  0.023, 0.0086, 
   19.,    2.0,   0.39,  0.011,   0.10,  0.083, -0.050, -0.089,  0.015, 
   49.,    5.0,   0.32, -0.011, -0.063, -0.019, -0.0044, -0.036, -0.021, 
   0.0,    4.0,    1.0,  -0.19,  -0.39, -0.063,  -0.47,  -0.48,  -0.13, 
   99.,    0.0,    0.0,   0.18,    0.0,   0.12,   0.23,   0.19,  0.063, 
   11.,    0.0,   0.30, -0.0025,   0.21,  0.064, -0.071,  -0.11,  0.058, 
   93.,    1.0,   0.20, -0.040,  0.076,  0.046,  0.077,  0.042,  0.020, 
   94.,    2.0,   0.14,  0.076,  0.042,  0.024,   0.21,   0.17,  0.065, 
   77.,    4.0,   0.54, -0.066, -0.060, -0.051, -0.0073, -0.021, -0.026, 
   62.,    1.0,   0.16,  0.043,  0.077,  0.050,   0.11,  0.077, -0.027, 
   36.,    1.0,   0.19, -0.029, -0.025, -0.027,  0.087,  0.052,  0.030, 
   34.,    5.0,   0.24,  0.099,    0.0,  0.076,  0.079,  0.049,  0.055, 
   22.,    5.0,   0.26,  0.081,  0.036, 0.0032,  0.061,  0.031,   0.11, 
   49.,    0.0,   0.26, -0.087,  -0.12,  -0.27, -0.031, -0.073, -0.082, 
   91.,    1.0,  0.077,  0.082,   0.20,   0.17,   0.20,   0.16,   0.23, 
   29.,    0.0,   0.30,  -0.13,  -0.14,  -0.18, -0.071,  -0.11,  -0.14, 
   49.,    3.0,   0.32, -0.094, -0.080,  -0.13,  0.019, -0.018,  -0.11, 
   84.,    4.0,   0.61,  -0.25,  -0.17,  -0.14, -0.078, -0.091,  -0.15, 
   77.,    0.0,  0.091, 0.0040,  0.058,  0.061,   0.14,  0.099, -0.028, 
   41.,    4.0,   0.48, -0.052,  -0.15,  -0.71,  0.053,  0.039, -0.044, 
   96.,    0.0,    0.0,   0.26,   0.18,   0.15,   0.23,   0.19,  0.063, 
   46.,    2.0,   0.25,  0.043, -0.011,  0.017,  0.095,  0.061, -0.0030, 
   0.0,    1.0,    1.0, -0.034,  -0.21,   0.63,  -0.73,  -0.77,  0.029, 
   69.,    1.0,   0.13,   0.11,  -0.13,  -0.12,   0.14,   0.11, -0.017, 
   65.,    5.0,   0.28, 0.0070, -0.030, -0.028,  0.034, 0.0040, 0.0028, 
   59.,    4.0,   0.49, -0.084,  0.020, -0.0089,  0.042,  0.028, 0.0055, 
   0.0,    4.0,    1.0,  -0.19,  -0.39, -0.063,  -0.47,  -0.48,  -0.13, 
   78.,    3.0,   0.20, -0.017,  0.087,  0.048,   0.13,  0.098, -0.014, 
   20.,    2.0,   0.41,   0.11, -0.018,  0.089, -0.064,  -0.10,   0.11, 
   26.,    0.0,   0.29,  -0.16,  0.019, -0.0066, -0.057, -0.098, -0.025, 
   31.,    2.0,   0.41,  0.025,  0.096,  0.061, -0.065,  -0.10,  0.030, 
   28.,    4.0,   0.54, 0.0065,  0.068,   0.15, -0.0073, -0.021, 0.0018, 
   15.,    0.0,   0.32, -0.038,  -0.18,  -0.19, -0.093,  -0.13, -0.050, 
   15.,    5.0,   0.37, -0.014, -0.086,  -0.11, -0.057, -0.088, -0.0012, 
   12.,    1.0,   0.50, -0.059,  -0.16,  -0.15,  -0.23,  -0.27, -0.073, 
   49.,    1.0,   0.19,   0.14,  0.058,  0.046,  0.084,  0.049,   0.13, 
   29.,    1.0,   0.16,  0.023,   0.18,   0.20,   0.11,  0.077,   0.19, 
   34.,    0.0,   0.34,  -0.22,  -0.15,  -0.12,  -0.11,  -0.15,  -0.11, 
   19.,    5.0,   0.32, -0.0050, -0.070, -0.064, 0.0016, -0.030,  0.036, 
   27.,    4.0,   0.58, -0.042,  0.037, -0.032, -0.046, -0.059,  0.044, 
   90.,    2.0,   0.17,  0.087,  0.088,   0.12,   0.17,   0.14,  0.057, 
   47.,    2.0,   0.35, 0.00050, -0.079, -0.081, -0.0076, -0.047, -0.025, 
   77.,    1.0,    0.0,   0.16,   0.12,   0.27,   0.28,   0.24,   0.15, 
   51.,    2.0,   0.34, -0.044, -0.068, -0.079, -0.0025, -0.042, -0.033, 
   88.,    2.0,   0.23,  -0.12,  0.013,  0.019,   0.11,  0.080, -0.049, 
   83.,    5.0,   0.31,  0.024, -0.095,   0.21, 0.0097, -0.022,  -0.16, 
   21.,    5.0,   0.38, -0.028, -0.093, -0.045, -0.064, -0.095, -0.094, 
   65.,    5.0,   0.28, 0.0070, -0.030, -0.028,  0.034, 0.0040, 0.0028, 
   35.,    1.0,   0.16, -0.0045,  -0.16,  -0.11,   0.11,  0.077, -0.0099, 
   10.,    2.0,   0.51,  0.074,  0.018, 0.0097,  -0.17,  -0.21,  0.084, 
   47.,    5.0,   0.28,  0.026, -0.081, -0.039,  0.039, 0.0090,  0.022, 
   34.,    2.0,   0.26,  0.092,   0.14,   0.17,  0.085,  0.051,  0.056, 
   73.,    3.0,   0.27,  -0.11, -0.0090, -0.030,  0.070,  0.034,  -0.13, 
   99.,    5.0,   0.33,  -0.15, -0.035, -0.049, -0.0095, -0.041, -0.043, 
   92.,    5.0,   0.37, -0.069,  0.013, -0.011, -0.057, -0.088,  -0.16, 
   11.,    1.0,   0.47,  -0.14,  -0.16,  -0.11,  -0.20,  -0.24,  -0.12, 
   68.,    3.0,   0.17, -2.8e-17,  0.093,  0.074,   0.17,   0.14, 0.0026, 
   59.,    4.0,   0.49, -0.084,  0.020, -0.0089,  0.042,  0.028, 0.0055, 
   30.,    3.0,   0.41, 0.0035, -0.011, -0.044, -0.070,  -0.11,  0.079, 
   78.,    3.0,   0.20, -0.017,  0.087,  0.048,   0.13,  0.098, -0.014, 
   76.,    5.0,   0.33, -0.059, -0.0070, -0.072, -0.017, -0.048, -0.078, 
   38.,    1.0,   0.16, -0.0045,  -0.16, -0.015,   0.11,  0.077,  0.063, 
   18.,    3.0,   0.47, -0.015,  -0.11, -0.097,  -0.13,  -0.17, -0.093, 
   75.,    5.0,   0.29, -0.027, -0.069, -0.034,  0.026, -0.0060, -0.0081, 
   6.0,    4.0,   0.45,   0.26, -0.0070,   0.13,  0.089,  0.074,   0.17, 
   40.,    0.0,   0.15,   0.14, -0.020,   0.22,  0.084,  0.041,   0.14, 
   61.,    3.0,   0.16,   0.16,  0.057,   0.13,   0.18,   0.14,   0.13, 
   72.,    5.0,   0.30, -0.032, -0.012, -0.012,  0.021, -0.011, -0.062, 
   59.,    2.0,   0.28,  0.014,  0.068,  0.066,  0.066,  0.032, -0.0029, 
   62.,    0.0,  0.074,   0.10,   0.19,  0.014,   0.16,   0.12,  0.093, 
   49.,    3.0,   0.32, -0.094, -0.080,  -0.13,  0.019, -0.018,  -0.11, 
   1.0,    4.0,   0.71,   0.19, -0.028,  -0.44,  -0.17,  -0.19,  0.088, 
   10.,    5.0,   0.38,   0.13,  0.053,   0.32, -0.061, -0.092,  0.092, 
   25.,    2.0,   0.34,  0.044,  0.058,  0.015, -0.0015, -0.041,  0.012, 
   23.,    4.0,   0.81,  -0.25,  -0.25,  -0.30,  -0.27,  -0.28,  -0.25, 
   91.,    3.0,   0.24, -0.025,  0.067,  0.018,  0.097,  0.061,  0.014, 
   26.,    1.0,   0.32,  -0.15,  0.043,  0.072, -0.045, -0.088,  0.023, 
   51.,    1.0,   0.19, -0.029, -0.073,  -0.18,  0.087,  0.052, -0.022, 
   73.,    1.0,   0.22, -0.015,  0.053,   0.13,  0.054,  0.019, -0.041, 
   85.,    4.0,   0.48, -0.073,  0.060,  0.070,  0.053,  0.039,  0.015, 
   16.,    5.0,   0.29,  0.072,  0.086,  0.058,  0.030, -0.0020,   0.10, 
   75.,    3.0,   0.23, -0.0050, -0.075, -0.028,   0.11,  0.073,  0.023, 
   7.0,    3.0,   0.55, -0.056, -0.023,  0.036,  -0.22,  -0.25, -0.055, 
   10.,    1.0,   0.50, -0.093,  0.045,   0.12,  -0.23,  -0.27,  0.030, 
   72.,    0.0,   0.13,  0.047,  -0.13, -0.054,   0.10,  0.061,  0.037, 
   96.,    1.0,    0.0,   0.34,   0.16,   0.20,   0.28,   0.24,  0.067, 
   72.,    4.0,   0.52,  -0.11, -0.072, -0.065,  0.014,    0.0, -0.042, 
   29.,    0.0,   0.30,  -0.13,  -0.14,  -0.18, -0.071,  -0.11,  -0.14, 
   75.,    0.0,   0.14,  0.037,   0.22,   0.11,  0.094,  0.051,  0.045, 
   26.,    3.0,   0.42, -0.094, -0.064, -0.076, -0.089,  -0.12, -0.071, 
   56.,    2.0,   0.30, -0.039, -0.024, -0.079,  0.043, 0.0090, -0.037, 
   75.,    5.0,   0.29, -0.027, -0.069, -0.034,  0.026, -0.0060, -0.0081, 
   72.,    0.0,   0.13,  0.047,  -0.13, -0.054,   0.10,  0.061,  0.037, 
   98.,    3.0,   0.22,   0.11,  0.085,  0.078,   0.12,  0.079,  0.088, 
   90.,    1.0,   0.16,   0.10,  0.035,  0.088,   0.11,  0.077,  0.092, 
   68.,    5.0,   0.26, -0.0060, 0.0080, -0.011,  0.058,  0.028,  0.042, 
   95.,    4.0,   0.55,  -0.17, 0.0040,  -0.11, -0.012, -0.026, -0.038, 
   2.0,    0.0,   0.68, -0.090, -0.016,  -0.11,  -0.46,  -0.49,  -0.12, 
   11.,    2.0,   0.53, -0.00050, -0.024, -0.012,  -0.19,  -0.23, -0.032, 
   64.,    5.0,   0.18,  0.086, 0.0030,  0.037,   0.13,   0.10,   0.12, 
   5.0,    4.0,   0.44,   0.27,  0.065, -0.052,  0.096,  0.081,   0.23, 
   55.,    4.0,   0.52,  -0.13, -0.026, -0.060,  0.016, 0.0020, -0.024, 
   48.,    1.0,   0.25, -0.047,  -0.16,  -0.11,  0.021, -0.022, -0.055, 
   3.0,    0.0,   0.67, -0.082,  0.016, -0.054,  -0.44,  -0.48,  -0.11, 
   39.,    5.0,   0.36, -0.052,  -0.12, -0.081, -0.046, -0.077, -0.043, 
   6.0,    0.0,   0.48,   0.17,  0.036,   0.12,  -0.26,  -0.29, -0.0034, 
   44.,    1.0,   0.25, -0.077, -0.049, -0.083,  0.026, -0.018,  0.019, 
   40.,    0.0,   0.15,   0.14, -0.020,   0.22,  0.084,  0.041,   0.14, 
   18.,    0.0,   0.30,   0.12,  -0.15,  -0.19, -0.071,  -0.11, -0.017, 
   14.,    3.0,   0.53, -0.061,  0.026, -0.034,  -0.20,  -0.23, -0.022, 
   85.,    3.0,   0.31, -0.092, -0.0080,  0.019,  0.030, -0.0080, -0.034, 
   65.,    5.0,   0.28, 0.0070, -0.030, -0.028,  0.034, 0.0040, 0.0028, 
   51.,    0.0,   0.10,  0.021,  0.092,   0.11,   0.13,  0.085,  0.077, 
   44.,    3.0,   0.33, -0.096,  -0.13, -0.039,  0.011, -0.026, -0.068, 
   89.,    4.0,   0.46, -0.046,  0.022,  0.062,  0.081,  0.066,  0.020, 
   28.,    4.0,   0.54, 0.0065,  0.068,   0.15, -0.0073, -0.021, 0.0018, 
   85.,    3.0,   0.31, -0.092, -0.0080,  0.019,  0.030, -0.0080, -0.034, 
   27.,    5.0,   0.29,  0.023, -0.050,  0.010,  0.030, -0.0020,  0.057, 
   50.,    3.0,   0.23,  0.053,  0.087,  0.054,   0.11,  0.073,   0.12, 
   15.,    2.0,   0.50, -0.023,  -0.10, -0.088,  -0.16,  -0.19, -0.056, 
   92.,    0.0,    0.0,   0.18,    0.0,  0.046,   0.23,   0.19,  0.063, 
   1.0,    1.0,   0.83,  -0.39, -0.034,  -0.12,  -0.56,  -0.60,  -0.37, 
   85.,    4.0,   0.48, -0.073,  0.060,  0.070,  0.053,  0.039,  0.015, 
   2.0,    5.0,   0.67,   0.21,  -0.11,   0.22,  -0.36,  -0.39,  -0.15, 
   48.,    3.0,   0.28, -0.039, -0.017, -0.055,  0.062,  0.026, -0.037, 
   78.,    3.0,   0.20, -0.017,  0.087,  0.048,   0.13,  0.098, -0.014, 
   44.,    5.0,   0.26,  0.052, 0.0020,  0.072,  0.059,  0.029,  0.048, 
   85.,    5.0,   0.20,  0.099,  0.018,   0.12,   0.11,  0.082,  0.089, 
   97.,    1.0,    0.0,   0.16,   0.32,   0.32,   0.28,   0.24,  0.067, 
   51.,    3.0,   0.30,  0.029, -0.043, 0.0043,  0.036, -0.0020,  0.038, 
   73.,    1.0,   0.22, -0.015,  0.053,   0.13,  0.054,  0.019, -0.041, 
   0.0,    2.0,    1.0,  -0.20,  -0.39,  -0.36,  -0.66,  -0.70, -0.091, 
   37.,    1.0,   0.33,  -0.15,  -0.13,  -0.15, -0.052, -0.095, -0.079, 
   36.,    0.0,   0.16, -0.032, -0.067,  0.075,  0.075,  0.032,  0.023, 
   97.,    5.0,   0.21,  0.048,  0.083,  0.060,   0.11,  0.079,  0.047, 
   5.0,    1.0,   0.89,  0.029, -0.022,  -0.18,  -0.62,  -0.65,  -0.33, 
   87.,    4.0,   0.42,  -0.22,  0.048,  0.076,   0.11,  0.098,  0.047, 
   84.,    5.0,   0.28, -0.028,  -0.10, -0.059,  0.039, 0.0090, 0.00072, 
   98.,    4.0,   0.44,  0.061,   0.17,   0.22,  0.099,  0.084,  0.082, 
   60.,    5.0,   0.27,  0.017,  0.055,  0.059,  0.050,  0.020, 0.0011, 
   73.,    1.0,   0.22, -0.015,  0.053,   0.13,  0.054,  0.019, -0.041, 
   12.,    0.0,   0.38,  0.045, -0.074,  -0.18,  -0.15,  -0.19, -0.00052, 
   57.,    2.0,   0.42, -0.095,  -0.11, -0.098, -0.081,  -0.12, -0.086, 
   60.,    0.0,   0.18, -0.0055, -0.043,  -0.19,  0.050, 0.0080,  0.053, 
   50.,    1.0,   0.32,  -0.22,  -0.32,  -0.58, -0.043, -0.086,  -0.26, 
   31.,    4.0,   0.52,  0.029,   0.28,   0.19,  0.016, 0.0020,  0.052, 
   19.,    0.0,   0.29,  -0.11,  0.099, -0.077, -0.057, -0.098, -0.041, 
   48.,    5.0,   0.32, -0.042,  -0.10, -0.075, -0.0054, -0.037, -0.039, 
   43.,    1.0,   0.13,  0.073,   0.19,  0.051,   0.14,   0.11,   0.10, 
   82.,    5.0,   0.32, -0.062,  0.019, -0.0078, -0.0034, -0.035, -0.086, 
   57.,    4.0,   0.55, -0.021,  0.059,  0.026, -0.010, -0.024,  0.034, 
   18.,    2.0,   0.38,   0.13,   0.11,   0.12, -0.042, -0.081,  0.077, 
   69.,    5.0,   0.34, -0.081, -0.019, -0.065, -0.023, -0.054, -0.094, 
   52.,    0.0,   0.36,  -0.18,  -0.22,  -0.27,  -0.13,  -0.17,  -0.16, 
   75.,    5.0,   0.29, -0.027, -0.069, -0.034,  0.026, -0.0060, -0.0081, 
   70.,    3.0,   0.21, -0.0075, -0.010,  -0.10,   0.12,  0.088, -0.012, 
   85.,    1.0,    0.0,   0.16,   0.23,   0.18,   0.28,   0.24,   0.21, 
   33.,    0.0,   0.13,  0.083,   0.18,   0.18,   0.10,  0.061,   0.15, 
   96.,    0.0,    0.0,   0.26,   0.18,   0.15,   0.23,   0.19,  0.063, 
   15.,    2.0,   0.50, -0.023,  -0.10, -0.088,  -0.16,  -0.19, -0.056, 
   15.,    4.0,   0.67, -0.045,  0.033, -0.012,  -0.13,  -0.15, -0.049, 
   74.,    0.0,   0.15,  0.027,  0.033, -0.036,  0.084,  0.041, -0.0022, 
   22.,    2.0,   0.56,  -0.20,  -0.16,  -0.38,  -0.22,  -0.26,  -0.14, 
   48.,    1.0,   0.25, -0.047,  -0.16,  -0.11,  0.021, -0.022, -0.055, 
   67.,    2.0,   0.23,  0.065,   0.17,   0.13,   0.12,  0.081,  0.059, 
   10.,    0.0,   0.49,  -0.19,  -0.49,  -0.27,  -0.26,  -0.30,  -0.11, 
   75.,    1.0,   0.19,  0.014, -0.059, -0.071,  0.083,  0.048, 0.0078, 
   9.0,    1.0,   0.55,   0.15, -0.045,  0.031,  -0.28,  -0.32, 0.0055, 
   64.,    0.0,   0.19,  -0.10, -0.061, 0.0050,  0.042,    0.0,  -0.13, 
   63.,    5.0,   0.19,  0.078, -0.0030, 0.0068,   0.13,  0.099,  0.090, 
   25.,    2.0,   0.34,  0.044,  0.058,  0.015, -0.0015, -0.041,  0.012, 
   19.,    0.0,   0.29,  -0.11,  0.099, -0.077, -0.057, -0.098, -0.041, 
   45.,    5.0,   0.22,  0.093,   0.15,   0.11,  0.096,  0.065,   0.11, 
   15.,    3.0,   0.45,  0.067,  0.032,  0.098,  -0.11,  -0.15,  0.033, 
   71.,    4.0,   0.50,  -0.11, -0.0050,  0.067,  0.034,  0.020, 0.0096, 
   73.,    2.0,   0.12,   0.17,   0.11,   0.14,   0.22,   0.19,   0.17, 
   14.,    1.0,   0.32, -0.073,   0.16, -0.021, -0.042, -0.085, -0.043, 
   10.,    2.0,   0.51,  0.074,  0.018, 0.0097,  -0.17,  -0.21,  0.084, 
   86.,    5.0,   0.19,  0.072, 0.0040,   0.15,   0.13,   0.10,  0.087, 
   14.,    2.0,   0.53, -0.015,  0.031, -0.074,  -0.19,  -0.23, -0.015, 
   62.,    0.0,  0.074,   0.10,   0.19,  0.014,   0.16,   0.12,  0.093, 
   23.,    5.0,   0.30,  0.014, -0.0040, -0.011,  0.021, -0.011,  0.064, 
   24.,    4.0,   0.63, -0.0085, -0.088, -0.061, -0.096,  -0.11, -0.063, 
   67.,    2.0,   0.23,  0.065,   0.17,   0.13,   0.12,  0.081,  0.059, 
   92.,    0.0,    0.0,   0.18,    0.0,  0.046,   0.23,   0.19,  0.063, 
   56.,    3.0,   0.25,  0.027,  0.079,  0.056,  0.091,  0.055,  0.052, 
   80.,    5.0,   0.17,  0.096,  0.013,  0.049,   0.14,   0.11,   0.12, 
   71.,    4.0,   0.50,  -0.11, -0.0050,  0.067,  0.034,  0.020, 0.0096, 
   59.,    1.0,   0.23, -0.073,  -0.12, -0.068,  0.044, 0.0090, -0.032, 
   73.,    0.0,   0.12,  0.058,  0.064,  0.044,   0.12,  0.072,  0.084, 
   70.,    3.0,   0.21, -0.0075, -0.010,  -0.10,   0.12,  0.088, -0.012, 
   63.,    3.0,   0.26,  0.025, -0.063, -0.027,  0.082,  0.046,   0.12, 
   40.,    2.0,   0.39, -0.037,  -0.20, -0.072, -0.045, -0.084, -0.086, 
   38.,    0.0,   0.17,  0.010, -0.075, -0.058,  0.067,  0.024, -0.0011, 
   79.,    3.0,   0.19, -0.026, -0.014,   0.14,   0.15,   0.11, -0.029, 
   28.,    0.0,   0.31,  -0.13, -0.0050, -0.025, -0.076,  -0.12, -0.017, 
   89.,    5.0,   0.23, -0.037,  0.058,  0.037,  0.092,  0.061,  0.054, 
   68.,    2.0,   0.16,  0.060,   0.12,  0.098,   0.19,   0.15,  0.034, 
   88.,    2.0,   0.23,  -0.12,  0.013,  0.019,   0.11,  0.080, -0.049, 
   13.,    0.0,   0.20,  0.089,  0.020,  0.063,  0.035, -0.0070,  0.090, 
   10.,    3.0,   0.61,  -0.10,  -0.15,  -0.13,  -0.28,  -0.32,  -0.13, 
   69.,    1.0,   0.13,   0.11,  -0.13,  -0.12,   0.14,   0.11, -0.017, 
   50.,    5.0,   0.20,  0.077,  0.081,  0.085,   0.12,  0.090,  0.056, 
   75.,    0.0,   0.14,  0.037,   0.22,   0.11,  0.094,  0.051,  0.045, 
   26.,    4.0,   0.57, -0.016,  0.066, -0.023, -0.029, -0.043, -0.019, 
   62.,    0.0,  0.074,   0.10,   0.19,  0.014,   0.16,   0.12,  0.093, 
   42.,    3.0,   0.33, 0.0050,  -0.13, -0.034,  0.011, -0.026, -0.010, 
   5.0,    3.0,   0.46,   0.35,   0.27,  0.081,  -0.13,  -0.16,  0.088, 
   91.,    2.0,   0.25, 0.0085,  0.048, -0.0034,  0.091,  0.057, 0.0064, 
   25.,    3.0,   0.35, -0.020,  0.024, -0.0055, -0.014, -0.051, -0.012, 
   72.,    4.0,   0.52,  -0.11, -0.072, -0.065,  0.014,    0.0, -0.042, 
   34.,    1.0,   0.27, -0.088,  -0.27,  -0.13, 0.00025, -0.043,   0.12, 
   96.,    1.0,    0.0,   0.34,   0.16,   0.20,   0.28,   0.24,  0.067, 
   52.,    3.0,   0.24, -0.014,  0.080,  0.046,   0.10,  0.064, -0.011, 
   83.,    1.0,   0.33,  0.081,   0.21,   0.23, -0.056, -0.099,   0.14, 
   17.,    5.0,   0.35,  0.033,  0.016,  0.061, -0.033, -0.064,  -0.13, 
   23.,    2.0,   0.39,  0.015,  0.018, -0.011, -0.046, -0.085,  0.032, 
   39.,    5.0,   0.36, -0.052,  -0.12, -0.081, -0.046, -0.077, -0.043, 
