     i,      c,     ev,    reg,    dom,   diff,     dk,    dk2,    knn,   mean,    med, 
   15.,    3.0,   0.18, -0.024, -0.024, -0.010, -0.010,  0.021,  0.026,   0.16,   0.12, 
   42.,    4.0,   0.48, -0.036, -0.052, -0.013,  -0.21,  -0.11,  -0.15,  0.053,  0.039, 
   97.,    1.0,   0.34, -0.015, -0.089, -0.014,  0.039, -0.068, -0.092, -0.067,  -0.11, 
   86.,    3.0,   0.60,  -0.13, -0.035,  -0.16,  -0.13, 0.0045,  -0.14,  -0.27,  -0.30, 
   7.0,    0.0,   0.14,  0.011, -0.013, -0.013,  0.014, -0.044, -0.086,  0.094,  0.051, 
   14.,    1.0,   0.86,  -0.22,  -0.17,  -0.32,  -0.38,  -0.50,  -0.20,  -0.59,  -0.63, 
   67.,    0.0,   0.16, 0.0068, -0.032,  0.066, -0.056, -0.064,   0.14,  0.075,  0.032, 
   13.,    4.0,   0.57, -0.015, -0.016, -0.043, -0.074,  -0.11,  0.066, -0.029, -0.043, 
   91.,    0.0,   0.17,  0.020,  0.010, -0.040, -0.075, -0.0098, -0.075,  0.067,  0.024, 
   79.,    0.0,   0.24, -0.046, -0.065,  -0.11,  0.038, -0.011,  0.017, -0.0092, -0.051, 
   1.0,    1.0,   0.20,  0.051, -0.028,  0.033,  0.049,   0.11,  0.049,  0.075,  0.040, 
   32.,    3.0,   0.28, -0.0037, -0.041,  0.064, -0.062,  0.030,  0.043,  0.055,  0.019, 
   74.,    4.0,   0.52, -0.018,  -0.13,  -0.18,  0.042, -0.041, -0.026,  0.016, 0.0020, 
   18.,    2.0,   0.11,  0.088,  0.074,   0.45,  0.074,   0.25,   0.17,   0.23,   0.20, 
   84.,    2.0,   0.25, 0.0038,  0.013,  0.019,  0.017,  0.014, -0.074,  0.095,  0.061, 
   73.,    4.0,   0.73,  -0.16,  -0.11,  -0.20,  -0.15,  -0.12,  0.075,  -0.20,  -0.21, 
   78.,    1.0,   0.16,  0.059,  0.023,   0.16,   0.14,   0.15,   0.18,   0.11,  0.077, 
   41.,    2.0,   0.40, -0.026, -0.014,   0.10, -0.032,  0.026, -0.058, -0.060, -0.099, 
   97.,    1.0,   0.34, -0.015, -0.089, -0.014,  0.039, -0.068, -0.092, -0.067,  -0.11, 
   93.,    5.0,   0.40, 0.0061, -0.0025, -0.0025, 0.0045, -0.041, -0.080, -0.081,  -0.11, 
   63.,    1.0,   0.34,  -0.17,  -0.19,  -0.24,  -0.18,  -0.21,  -0.34, -0.071,  -0.11, 
   42.,    5.0,   0.27,  0.088,  0.064,  0.064,   0.37,   0.22, 0.0060,  0.052,  0.022, 
   25.,    1.0,    0.0,  0.059,   0.16,   0.32,   0.27,   0.15,   0.16,   0.28,   0.24, 
   16.,    5.0,   0.29,   0.10,  0.072,   0.16,  0.059,  0.052,  0.086,  0.030, -0.0020, 
   79.,    3.0,   0.19, -0.029, -0.026,   0.24, -0.010,  0.039, -0.014,   0.15,   0.11, 
   60.,    3.0,   0.21, -0.026,  0.037, -0.00050,  0.011,  0.060,  0.011,   0.13,  0.093, 
   7.0,    4.0,   0.49,  0.012, -0.084,  -0.19,  0.031, 0.0068,  0.020,  0.042,  0.028, 
   23.,    4.0,   0.47,  0.027,  -0.11,  -0.15,  0.055,  0.057, -0.048,  0.064,  0.050, 
   2.0,    2.0,   0.20,  0.042,  0.097, -0.058,  0.036,  0.020, -0.015,   0.15,   0.11, 
   12.,    0.0,   0.13,  0.091,  0.047, -0.059, -0.0040,  0.019,  -0.13,   0.10,  0.061, 
   54.,    0.0,   0.18,  0.082, -0.0055,  -0.12,   0.10,  0.016,    0.0,  0.050, 0.0080, 
   19.,    1.0,    0.0,  0.059,   0.16,  0.094,   0.28,   0.19,   0.32,   0.28,   0.24, 
   39.,    0.0,   0.52,  0.064,   0.32, -0.028,   0.18,  0.067,  0.093,  -0.29,  -0.33, 
   85.,    1.0,   0.79,  -0.22,  0.041,   0.19,  -0.12,  0.011,  0.013,  -0.53,  -0.56, 
   2.0,    4.0,   0.37,  0.092,   0.11,  0.048,  0.074,   0.12,   0.11,   0.17,   0.15, 
   57.,    3.0,   0.27, -0.0049, -0.018, -0.049, -0.051, -0.032,  -0.11,  0.070,  0.034, 
   55.,    5.0,   0.33,  -0.12,  -0.15, -0.046, -0.035,  -0.10, -0.035, -0.0095, -0.041, 
   60.,    1.0,   0.16,   0.16,   0.10,  0.094,  0.052,  0.029,  0.035,   0.11,  0.077, 
   35.,    5.0,   0.24,  0.039,  0.060,  0.093, -0.0040,  0.029,  0.016,  0.073,  0.043, 
   86.,    0.0,   0.48, 0.0039,   0.17, -0.025,   0.17,  0.021,  0.036,  -0.26,  -0.29, 
   91.,    2.0,   0.39, -0.019, 0.0020,  0.019,  0.018,  0.024, -0.067, -0.044, -0.083, 
   62.,    3.0,   0.53, -0.027,  0.011,  0.011,   0.15,  0.097,  0.088,  -0.19,  -0.23, 
   42.,    4.0,   0.48, -0.036, -0.052, -0.013,  -0.21,  -0.11,  -0.15,  0.053,  0.039, 
   2.0,    5.0,   0.28,  0.083,  0.037, -0.024, -0.0080,  0.027, -0.025,  0.039, 0.0090, 
   4.0,    0.0,   0.79,  -0.35,  0.034,  -0.15, -0.030,  -0.27,  -0.12,  -0.56,  -0.60, 
   75.,    4.0,   0.49, -0.039, -0.064,  -0.10,  -0.11,  -0.11,  -0.12,  0.042,  0.028, 
   60.,    3.0,   0.21, -0.026,  0.037, -0.00050,  0.011,  0.060,  0.011,   0.13,  0.093, 
   25.,    5.0,   0.26, -0.052,  0.043,  0.050,  0.044,    0.0, -0.035,  0.056,  0.026, 
   57.,    4.0,   0.44,  0.064, -0.025, -0.025,  0.092,  0.094,   0.22,   0.10,  0.087, 
   0.0,    2.0,   0.31, 0.0039, -0.0085, -0.0085, -0.042, -0.014,   0.11,  0.034, -0.0060, 
   31.,    0.0,   0.14,  0.069,  0.037, -0.013, -0.010,  0.051, -0.010,  0.094,  0.051, 
   29.,    2.0,   0.29, -0.0081, -0.032,  0.092, -0.031, -0.082,  0.049,  0.050,  0.016, 
   92.,    4.0,   0.48,  -0.13,  -0.21,   0.14,  -0.15, -0.071,  -0.11,  0.058,  0.044, 
   35.,    0.0,   0.16,  0.012, -0.032,  0.066,  0.033, -0.020, -0.067,  0.075,  0.032, 
   50.,    2.0,   0.20,   0.13,   0.12,   0.14,   0.13,  0.094,   0.12,   0.14,   0.11, 
   88.,    1.0,   0.20,  0.011, -0.040,  -0.10,  0.033, 0.0085,  0.076,  0.077,  0.042, 
   31.,    1.0,   0.14,  0.053,  0.065, 0.0060,  0.051, -0.038,  0.047,   0.13,  0.099, 
   40.,    0.0,   0.35,  -0.17,  -0.26,  -0.16,  -0.19,  -0.23,  -0.19,  -0.12,  -0.16, 
   79.,    5.0,   0.27,  0.084,  0.050,  0.050,   0.13, -0.051, -0.059,  0.046,  0.016, 
   13.,    0.0,   0.29,  -0.13,  -0.16,  -0.16,  0.018,  -0.13,  0.019, -0.057, -0.098, 
   11.,    1.0,   0.37, -0.019,  -0.20,  -0.23,  -0.16, -0.093, -0.024, -0.099,  -0.14, 
   45.,    4.0,   0.52,  0.022,  -0.10, -0.094, -0.068, -0.051, -0.063,  0.014,    0.0, 
   92.,    0.0,   0.42,  -0.20,  -0.25,  -0.26,  -0.18,  -0.29,  -0.24,  -0.19,  -0.23, 
   68.,    3.0,   0.42, -0.047, -0.020, -0.054, -0.020, -0.052,   0.10, -0.087,  -0.12, 
   34.,    5.0,   0.23,  0.033,  0.078,  0.085, 0.0040,  0.063, -0.038,  0.092,  0.061, 
   25.,    1.0,    0.0,  0.059,   0.16,   0.32,   0.27,   0.15,   0.16,   0.28,   0.24, 
   56.,    3.0,   0.27, -0.048,  -0.12, -0.067,  -0.12, -0.032, -0.0010,  0.064,  0.028, 
   58.,    1.0,   0.22, -0.010, -0.015,  0.096, -0.041,  -0.11, -0.072,  0.054,  0.019, 
   75.,    0.0,   0.18,  0.010, -0.0055, -0.058,  0.044,  0.065, -0.043,  0.050, 0.0080, 
   98.,    4.0,   0.61, -0.044,  -0.11,  -0.18,  -0.15,  -0.10,  0.013, -0.070, -0.083, 
   70.,    1.0,   0.35,  -0.11, -0.022,  0.013,  0.022,  -0.14, -0.039, -0.082,  -0.12, 
   88.,    0.0,   0.16,  0.021, -0.032, -0.063,  0.021,  0.016,  0.089,  0.075,  0.032, 
   43.,    4.0,   0.48,  0.012, -0.0050,  0.044, -0.044, -0.0065, -0.048,  0.053,  0.039, 
   23.,    0.0,    0.0,   0.12,  0.095,  0.095,   0.11,   0.16,   0.12,   0.23,   0.19, 
   90.,    2.0,   0.26,  0.049,  0.039,   0.12, 0.0075,   0.10,   0.12,  0.082,  0.048, 
   91.,    3.0,   0.36,  0.011, -0.0070, -0.019,  0.070, -0.032, -0.038, -0.027, -0.064, 
   38.,    1.0,   0.22, -0.049, -0.015,  -0.22, -0.095, -0.043,  0.053,  0.054,  0.019, 
   17.,    0.0,   0.30, -0.065, -0.0025,   0.12,   0.10,  0.051,   0.21, -0.071,  -0.11, 
   87.,    1.0,    0.0,   0.22,    0.0,  0.099,  0.077,   0.17,    0.0,   0.28,   0.24, 
   81.,    1.0,   0.60,  -0.38,  -0.26,  -0.24,  -0.24,  -0.21,  -0.38,  -0.33,  -0.37, 
   39.,    2.0,   0.57,  -0.12, -0.036,  -0.19, -0.075, -0.0010, -0.087,  -0.23,  -0.27, 
   6.0,    0.0,   0.36,  -0.13,  -0.18,  -0.28,  -0.20,  -0.19,  -0.22,  -0.13,  -0.17, 
   18.,    4.0,   0.27,   0.15,   0.19,   0.19,  0.087,   0.16,   0.21,   0.27,   0.26, 
   63.,    2.0,   0.30,  0.073,  0.085,  0.079,  0.073,  0.066,  -0.11,  0.040, 0.0060, 
   90.,    1.0,    0.0,  0.056,   0.34,   0.37,   0.39,   0.34,   0.16,   0.28,   0.24, 
   10.,    0.0,   0.42, 0.0094,   0.17,   0.25,   0.42,   0.17,   0.25,  -0.19,  -0.23, 
   97.,    1.0,   0.34, -0.015, -0.089, -0.014,  0.039, -0.068, -0.092, -0.067,  -0.11, 
   79.,    4.0,   0.33,   0.11,  0.099,   0.14,  0.087, -0.0042,   0.17,   0.21,   0.19, 
   31.,    1.0,   0.14,  0.053,  0.065, 0.0060,  0.051, -0.038,  0.047,   0.13,  0.099, 
   16.,    3.0,   0.48, -0.059, -0.059, -0.042, -0.051, -0.018,  -0.10,  -0.14,  -0.18, 
   25.,    3.0,   0.35,  0.045,  0.042, -0.0070,   0.11, -0.051, -0.021, -0.015, -0.052, 
   79.,    3.0,   0.19, -0.029, -0.026,   0.24, -0.010,  0.039, -0.014,   0.15,   0.11, 
   13.,    2.0,   0.36,  0.060,  0.072,  0.053,  0.083,  0.063,  0.041, -0.019, -0.058, 
   54.,    4.0,   0.50, -0.058, -0.069,  -0.10, -0.034,  -0.11,  -0.17,  0.037,  0.023, 
   22.,    0.0,  0.091,  0.092,  0.085,   0.11,  0.075,  0.095,  0.075,   0.14,  0.099, 
   52.,    5.0,   0.46,  -0.11,  -0.11,  -0.11,  -0.18,  -0.17,  -0.22,  -0.14,  -0.17, 
   73.,    4.0,   0.73,  -0.16,  -0.11,  -0.20,  -0.15,  -0.12,  0.075,  -0.20,  -0.21, 
   16.,    4.0,   0.70,  -0.11, -0.079,  -0.16, -0.0095, -0.065, -0.033,  -0.17,  -0.18, 
   90.,    1.0,    0.0,  0.056,   0.34,   0.37,   0.39,   0.34,   0.16,   0.28,   0.24, 
   89.,    3.0,   0.30, -0.044, -0.087,   0.12, -0.076, -0.069,   0.12,  0.035, -0.0030, 
   47.,    5.0,   0.26,  0.049,  0.052,  0.031, 0.0045,  0.016, 0.0020,  0.059,  0.029, 
   67.,    4.0,   0.62, 0.0072, -0.079, -0.095,  0.037,  0.025, -0.037, -0.083, -0.096, 
   25.,    5.0,   0.26, -0.052,  0.043,  0.050,  0.044,    0.0, -0.035,  0.056,  0.026, 
   26.,    2.0,   0.61,  0.088,   0.29,  -0.10,   0.22,  -0.11,  0.047,  -0.27,  -0.30, 
   28.,    4.0,   0.34,   0.17,   0.18,   0.12,  0.093,   0.16,  0.028,   0.19,   0.18, 
   63.,    5.0,   0.22,   0.12,  0.093,  0.073,  0.030,  0.021,   0.15,  0.096,  0.065, 
   6.0,    3.0,   0.24, -0.010, -0.014,   0.20,  0.037,  0.061,  0.080,   0.10,  0.064, 
   77.,    5.0,   0.23,  0.054, -0.037, -0.043,  0.026,  0.052,  0.058,  0.092,  0.061, 
   59.,    0.0,   0.13,  0.076,  0.047,  -0.13, -0.042, -0.092,  -0.13,   0.10,  0.061, 
   69.,    2.0,   0.23,  0.061,  0.065,   0.17,  0.094,  0.051,   0.17,   0.12,  0.081, 
   25.,    2.0,   0.41, -0.054, -0.047, -0.027,  -0.11, -0.023,  0.013, -0.068,  -0.11, 
   20.,    0.0,   0.10,  0.067,  0.021,  0.021,   0.11,  0.056,  0.092,   0.13,  0.085, 
   41.,    3.0,   0.37,  0.014,  0.010,  0.050,  0.017,  0.069, -0.024, -0.038, -0.075, 
   97.,    0.0,   0.13,   0.14,  0.083,  0.035,  0.022,  0.085,   0.18,   0.10,  0.061, 
   71.,    4.0,   0.41,  0.088,  0.072, -0.023,   0.13,   0.13,   0.19,   0.13,   0.12, 
   98.,    3.0,   0.26,   0.12,  0.025, -0.037,  0.020,  0.024, -0.063,  0.082,  0.046, 
   39.,    4.0,   0.44,   0.23,   0.27,   0.29,   0.31,  0.047,  0.065,  0.096,  0.081, 
   68.,    1.0,   0.17,   0.21,  0.094,   0.17,   0.17,  0.041,   0.12,   0.10,  0.068, 
   28.,    5.0,   0.34,  0.018, -0.055, -0.055, -0.041, -0.018, -0.062, -0.024, -0.055, 
   2.0,    3.0,   0.21, -0.0099, -0.0075,  0.035,  0.046,  0.052, -0.010,   0.12,  0.088, 
   14.,    5.0,   0.41,  0.079,   0.36,   0.16, -0.0065,  0.075,   0.27, -0.099,  -0.13, 
   91.,    1.0,   0.16,  0.056, -0.0045,  0.066,  0.017,  0.064,  -0.16,   0.11,  0.077, 
   57.,    2.0,   0.26,  0.023, -0.0015, -0.012,  0.031, 0.0065, -0.0050,  0.081,  0.047, 
   75.,    2.0,   0.18,  0.095,   0.11,   0.10,  0.034,  0.033,  0.093,   0.16,   0.12, 
   37.,    0.0,   0.13,  0.074,  0.047, -0.055,  0.053,  0.038,   0.18,   0.10,  0.061, 
   90.,    4.0,   0.43,  0.066, -0.066, -0.066,   0.11,   0.13,  -0.14,   0.10,  0.090, 
   44.,    2.0,   0.28, -0.055, -0.016, -0.046, -0.049, -0.095,  0.024,  0.067,  0.033, 
   85.,    0.0,   0.67,  -0.21, -0.082, -0.00050,  -0.22,  -0.16,  0.016,  -0.44,  -0.48, 
   1.0,    4.0,   0.53, 0.0039,  0.025, -0.0020, -0.056, -0.0078,   0.11,  0.012, -0.0020, 
   3.0,    3.0,   0.56,  -0.12, -0.087, -0.097,  -0.12,  -0.11,  -0.18,  -0.23,  -0.27, 
   6.0,    1.0,   0.22,   0.19,   0.20,   0.30,   0.17,   0.33,   0.33,  0.059,  0.024, 
   10.,    0.0,   0.42, 0.0094,   0.17,   0.25,   0.42,   0.17,   0.25,  -0.19,  -0.23, 
   32.,    2.0,   0.28,  0.018,  0.070,  0.066,  0.087, -0.0013, -0.096,  0.063,  0.029, 
   93.,    0.0,   0.38, -0.064,  0.045,  0.045,  0.030, -0.050, -0.074,  -0.15,  -0.19, 
   8.0,    0.0,   0.23, -0.041, -0.058,  -0.11, -0.082, -0.077, -0.096, -0.0031, -0.045, 
   28.,    4.0,   0.34,   0.17,   0.18,   0.12,  0.093,   0.16,  0.028,   0.19,   0.18, 
   78.,    0.0,   0.30,  -0.12,  -0.13, -0.038,  -0.22,  -0.19,  -0.14, -0.071,  -0.11, 
   80.,    2.0,   0.36, 0.0064,  0.030,  0.049,   0.13,  0.087, -0.014, -0.016, -0.055, 
   42.,    4.0,   0.48, -0.036, -0.052, -0.013,  -0.21,  -0.11,  -0.15,  0.053,  0.039, 
   77.,    3.0,   0.15,  0.082,  0.060,  0.046,   0.13,  0.070,  0.073,   0.18,   0.15, 
   3.0,    4.0,   0.60, 0.0090, -0.082, -0.078,  0.070,  0.064,  0.051, -0.063, -0.076, 
   86.,    4.0,   0.45,   0.18,   0.26,   0.26, -0.038,  0.077, -0.0070,  0.089,  0.074, 
   93.,    3.0,   0.47,  0.011,  0.044,  0.077,   0.12,  0.053,   0.15,  -0.13,  -0.17, 
   93.,    3.0,   0.47,  0.011,  0.044,  0.077,   0.12,  0.053,   0.15,  -0.13,  -0.17, 
   37.,    4.0,   0.61,  -0.14,  -0.25,  -0.28, -0.020,  -0.10,  -0.17, -0.078, -0.091, 
   3.0,    1.0,   0.40,  -0.35,  -0.24, -0.071,  -0.40,  -0.35, -0.044,  -0.13,  -0.17, 
   45.,    2.0,   0.35, -0.098, -0.0090, -0.066, -0.066, -0.051, -0.077, -0.0056, -0.045, 
   41.,    1.0,   0.35,  0.019,  -0.16,  -0.16,  -0.16,  -0.10,  0.024, -0.074,  -0.12, 
   53.,    1.0,   0.25,   0.15, -0.077,  0.082, -0.017,  0.036, -0.086,  0.026, -0.018, 
   50.,    0.0,   0.26, -0.088, -0.087,  -0.16,  -0.11,  -0.14,  -0.12, -0.031, -0.073, 
   3.0,    2.0,   0.47,  0.075,  0.060,  0.036,  0.068,   0.12,  0.093,  -0.13,  -0.16, 
   98.,    4.0,   0.61, -0.044,  -0.11,  -0.18,  -0.15,  -0.10,  0.013, -0.070, -0.083, 
   69.,    1.0,    0.0,   0.36,   0.26,   0.23,   0.35,   0.34,   0.27,   0.28,   0.24, 
   38.,    1.0,   0.22, -0.049, -0.015,  -0.22, -0.095, -0.043,  0.053,  0.054,  0.019, 
   76.,    0.0,    0.0,   0.18,   0.18,  0.070,   0.14,   0.19,   0.13,   0.23,   0.19, 
   92.,    3.0,  0.097, -0.077,  0.088,   0.34,  0.094,   0.18,   0.12,   0.24,   0.20, 
   32.,    1.0,   0.33, -0.084,  -0.15, -0.093, -0.070, -0.083,  -0.13, -0.052, -0.095, 
   2.0,    0.0,   0.33,  -0.13,  -0.15,  -0.21,  -0.13,  -0.17, -0.082, -0.098,  -0.14, 
   78.,    1.0,   0.16,  0.059,  0.023,   0.16,   0.14,   0.15,   0.18,   0.11,  0.077, 
   95.,    3.0,   0.34,  0.025,  0.059,  0.059, -0.099,  -0.12, -0.048, -0.0068, -0.044, 
   76.,    1.0,   0.19,  -0.14, -0.029,  -0.19,  -0.19,  -0.19,  -0.19,  0.087,  0.052, 
   28.,    4.0,   0.34,   0.17,   0.18,   0.12,  0.093,   0.16,  0.028,   0.19,   0.18, 
   93.,    2.0,   0.50, -0.048,  0.024, 0.0015, -0.048, -0.045,  0.024,  -0.16,  -0.20, 
   38.,    5.0,   0.30, -0.034, -0.018, -0.077,  0.033, -0.0035, -0.031,  0.019, -0.013, 
   50.,    4.0,   0.51, -0.047, -0.082, -0.095,  -0.10,  -0.19,  0.098,  0.024,  0.010, 
   89.,    0.0,   0.34,  -0.18,  -0.22,  -0.14,  -0.28,  -0.25,  -0.15,  -0.11,  -0.15, 
   65.,    3.0,   0.19,   0.20,  0.083,   0.15,   0.11,   0.13,  0.063,   0.15,   0.11, 
   28.,    2.0,   0.29, -0.099, -0.094,  -0.12, -0.091,  -0.12, -0.090,  0.057,  0.023, 
   33.,    0.0,   0.16, -0.040, -0.063,  -0.16, 0.0065, -0.054,  -0.16,  0.075,  0.032, 
   46.,    4.0,   0.38,  0.084,  0.054,  0.091,  0.056,  0.067,   0.12,   0.16,   0.15, 
   38.,    4.0,   0.52, -0.098,  -0.18,  -0.18,  -0.16,  -0.14,  -0.11,  0.018, 0.0040, 
   32.,    1.0,   0.33, -0.084,  -0.15, -0.093, -0.070, -0.083,  -0.13, -0.052, -0.095, 
   89.,    2.0,   0.26,  0.058,  0.092,  0.086,   0.15,  0.038,   0.14,  0.085,  0.051, 
   42.,    4.0,   0.48, -0.036, -0.052, -0.013,  -0.21,  -0.11,  -0.15,  0.053,  0.039, 
   37.,    2.0,   0.22,  0.023,  0.041,  0.074,   0.13, 0.0065,   0.16,   0.12,  0.089, 
   48.,    3.0,   0.28, -0.036, -0.039, 0.0025, -0.045, -0.016, -0.017,  0.062,  0.026, 
   84.,    2.0,   0.17,  0.054,  0.087,  0.093,  0.071,  0.083,  0.088,   0.17,   0.14, 
   19.,    4.0,   0.61,  0.069,   0.29,   0.14,  0.085,  0.097,  0.066, -0.079, -0.092, 
   88.,    0.0,   0.31,  -0.26,  -0.13,  -0.31,  -0.25,  -0.23,  -0.18, -0.080,  -0.12, 
   58.,    5.0,    1.0,  -0.59,  -0.56,  -0.62,  -0.58,  -0.52,  -0.62,  -0.69,  -0.72, 
   10.,    2.0,   0.17,  0.037,   0.13,  0.059,  0.063,  0.041, -0.016,   0.18,   0.14, 
   94.,    0.0,   0.14,  0.077, -0.013, -0.013,  0.014, -0.044, -0.086,  0.094,  0.051, 
   42.,    5.0,   0.24,  0.041,  0.059,  0.065,  0.098,  0.066, -0.026,  0.072,  0.042, 
   5.0,    4.0,   0.60,  -0.13, -0.053, -0.076, -0.060, -0.085, 0.0020, -0.068, -0.081, 
   35.,    1.0,   0.16, 0.00030,  0.043, -0.0025, -0.022, -0.067, -0.022,   0.11,  0.077, 
   30.,    3.0,   0.51, -0.0042, -0.015, -0.057,  0.037,  0.059, -0.040,  -0.17,  -0.21, 
   45.,    4.0,   0.71,  0.031,   0.19, 0.0010,   0.13,  -0.14, -0.028,  -0.17,  -0.19, 
   36.,    5.0,   0.30, -0.017,  0.014,  0.040, -0.061, -0.0055, -0.0040,  0.021, -0.011, 
   45.,    4.0,   0.71,  0.031,   0.19, 0.0010,   0.13,  -0.14, -0.028,  -0.17,  -0.19, 
   81.,    4.0,   0.46,   0.11,  0.039,  0.067, -0.038,  0.047,   0.16,  0.077,  0.062, 
   16.,    5.0,   0.26, -0.050,  0.043,  0.050,  0.044,    0.0, -0.035,  0.056,  0.026, 
   48.,    3.0,   0.25,  0.032,  0.069, -0.084, -0.036, -0.022, -0.038,  0.091,  0.055, 
   14.,    5.0,   0.25,  0.073,  0.033, -0.010,  0.025,  0.025, -0.041,  0.064,  0.034, 
   9.0,    3.0,   0.28, -0.0052, -0.041,  0.064, -0.062,  0.030,  0.043,  0.055,  0.019, 
   25.,    5.0,   0.33,   0.19,   0.24,   0.25,   0.16,   0.17,  0.099, -0.015, -0.046, 
   22.,    5.0,    1.0,  -0.59,  -0.56,  -0.62,  -0.58,  -0.52,  -0.62,  -0.69,  -0.72, 
   86.,    1.0,   0.34,  -0.12,  -0.19,  -0.24,  -0.18,  -0.21,  -0.34, -0.071,  -0.11, 
   35.,    2.0,   0.31, -0.061, -0.049,  -0.11,  0.016, -0.088, -0.038,  0.033, -0.0070, 
   83.,    4.0,   0.50,  0.035, -0.079,  -0.12,  -0.14, -0.016,  0.047,  0.035,  0.021, 
   56.,    5.0,   0.26, -0.050,  0.043,  0.050,  0.044,    0.0, -0.035,  0.056,  0.026, 
   56.,    5.0,   0.26, -0.050,  0.043,  0.050,  0.044,    0.0, -0.035,  0.056,  0.026, 
   79.,    3.0,   0.25,  0.051,  0.027,  0.098,  0.076,  0.051,  0.079,  0.091,  0.055, 
   26.,    4.0,   0.21,   0.31,   0.34,   0.34,   0.26,   0.35,   0.25,   0.33,   0.32, 
   56.,    2.0,   0.41, -0.055, -0.047, -0.027,  -0.11, -0.023,  0.013, -0.068,  -0.11, 
   12.,    5.0,   0.34, -0.042, -0.057,  -0.11, -0.061, -0.0025, -0.092, -0.028, -0.059, 
   27.,    4.0,   0.61,  -0.12,  -0.13, -0.083,  -0.11,  -0.16, -0.098, -0.075, -0.088, 
   61.,    2.0,   0.26,  0.093,   0.11,  0.090,   0.13,   0.10,  0.088,  0.086,  0.052, 
   75.,    0.0,   0.18,  0.077, -0.0055,  -0.12,   0.10,  0.016,    0.0,  0.050, 0.0080, 
   2.0,    0.0,   0.68,  -0.15, -0.090,  -0.22,  -0.23, -0.093, -0.016,  -0.46,  -0.49, 
   9.0,    5.0,   0.26,  0.041,  0.025,  0.029, -0.015, -0.0080, -0.070,  0.058,  0.028, 
   89.,    5.0,   0.29,  0.098,  0.023,  0.051, -0.014, 5.6e-17, -0.050,  0.030, -0.0020, 
   29.,    4.0,   0.51,   0.11,   0.20,   0.23,  -0.18,  0.085,   0.18,  0.030,  0.016, 
   54.,    5.0,   0.37,  -0.17, -0.069, -0.061,  -0.14,  -0.13,  0.013, -0.057, -0.088, 
   41.,    4.0,   0.52, -0.034, -0.039,  0.010,  0.043,  0.013,  -0.22,  0.019, 0.0050, 
   12.,    0.0,   0.20, -0.035, -0.020,  -0.20, -0.063, -0.049, -0.039,  0.035, -0.0070, 
   61.,    2.0,   0.26,  0.093,   0.11,  0.090,   0.13,   0.10,  0.088,  0.086,  0.052, 
   92.,    3.0,   0.21, -0.017, -0.0075,  0.035,  0.046,  0.052, -0.010,   0.12,  0.088, 
   59.,    0.0,    0.0,   0.31,   0.30,   0.42,   0.34,   0.33,   0.20,   0.23,   0.19, 
   39.,    4.0,   0.66,  -0.15,  -0.25,  -0.25,  -0.14,  -0.25,  -0.22,  -0.12,  -0.14, 
   83.,    4.0,   0.50,  0.035, -0.079,  -0.12,  -0.14, -0.016,  0.047,  0.035,  0.021, 
   60.,    2.0,   0.40,  -0.18,  -0.19,  -0.10,  -0.14, -0.082, -0.089, -0.056, -0.095, 
   79.,    3.0,   0.25,  0.051,  0.027,  0.098,  0.076,  0.051,  0.079,  0.091,  0.055, 
   16.,    5.0,   0.24,   0.13,  0.099,  0.090,  0.090,  0.089,    0.0,  0.079,  0.049, 
   69.,    1.0,   0.22,   0.17,   0.20,   0.30,   0.17,   0.33,   0.33,  0.059,  0.024, 
   81.,    0.0,   0.13, -0.067,  0.047, -0.055,  0.053,  0.038,   0.18,   0.10,  0.061, 
   57.,    4.0,   0.61, -0.049,  -0.11,  -0.18,  -0.15,  -0.10,  0.013, -0.070, -0.083, 
   30.,    1.0,   0.29, 0.0036,  -0.13,  -0.18,   0.25,  -0.12,  0.088, -0.014, -0.057, 
   75.,    1.0,   0.33,  -0.10,  -0.17,  -0.23, -0.044, -0.080,  -0.19, -0.052, -0.095, 
   86.,    0.0,   0.19,  0.080, -0.061, -0.061, -0.032,  0.070,  -0.19,  0.042,    0.0, 
   36.,    0.0,   0.24,  0.046, -0.065,  -0.11,  0.038, -0.011,  0.017, -0.0092, -0.051, 
   49.,    2.0,   0.50, -0.063, -0.023, 0.0020,  -0.12, -0.083,  -0.10,  -0.16,  -0.19, 
   53.,    2.0,   0.27, -0.042, -0.0085,  0.014,  0.051, -0.020, -0.039,  0.074,  0.040, 
   18.,    4.0,   0.71,  0.075,   0.19, 0.0010,   0.13,  -0.14, -0.028,  -0.17,  -0.19, 
   49.,    3.0,   0.45,  0.039,  0.067,   0.10,   0.14,  0.042,  0.032,  -0.11,  -0.15, 
   16.,    3.0,   0.30, -0.047, -0.087,   0.12, -0.076, -0.069,   0.12,  0.035, -0.0030, 
   20.,    1.0,   0.79,  -0.17,  0.041,   0.19,  -0.12,  0.011,  0.013,  -0.53,  -0.56, 
   4.0,    2.0,   0.53, -0.020, -0.015, -0.032, -0.046, -0.072,  0.031,  -0.19,  -0.23, 
   59.,    5.0,   0.35,  -0.14,  0.033,  0.033, -0.021, -0.052,  0.016, -0.033, -0.064, 
   58.,    0.0,   0.10,  0.072,  0.021,  0.021,   0.11,  0.056,  0.092,   0.13,  0.085, 
   87.,    2.0,   0.22,  0.071,  0.071,  0.022,  0.063,  0.085,  0.043,   0.12,  0.087, 
