     i,      c,     ev,    dom,    knn,    lrg,   mean,    med,    reg, 
   90.,    2.0,   0.50,  -0.21,  -0.38,  -0.33,  -0.32,  -0.38,  -0.35, 
   70.,    2.0,   0.12,  0.039, -0.062, -0.062,  0.056,    0.0,  0.028, 
   4.0,    3.0,   0.12, 0.0020,  -0.12,  -0.16, -0.036, -0.094,  0.039, 
   3.0,    2.0,   0.50,    0.0,    0.0, 0.0055,  -0.32,  -0.38,  -0.15, 
   97.,    5.0,   0.19, -0.031,  0.062,  0.062, -0.024, -0.063, -0.063, 
   86.,    4.0,   0.12, -0.062, -0.031, -0.029,  0.016, -0.031, 0.0055, 
   41.,    4.0,  0.094, -0.031,    0.0, -0.0030,  0.048,    0.0,  0.036, 
   85.,    2.0,  0.062,  0.031,    0.0,  0.054,   0.12,  0.062,  0.091, 
   58.,    3.0,    0.0,  0.031,    0.0,    0.0,  0.090,  0.031,  0.065, 
   73.,    4.0,   0.19, -0.047,    0.0, -0.092, -0.047, -0.094, -0.090, 
   62.,    5.0,   0.16,   0.38,  0.094,  0.031, 0.0079, -0.031,  0.038, 
   72.,    1.0, 0.0060, 0.0040, 0.0084,  0.022,  0.082,  0.023, -0.015, 
   43.,    3.0,  0.031, -5.0e-05,    0.0, 0.0051,  0.058,    0.0,  0.055, 
   50.,    1.0,  0.010, -0.0040, -0.0040, -0.0040,  0.078,  0.019,  0.044, 
   97.,    2.0,   0.50,  -0.13,  -0.25,  -0.13,  -0.32,  -0.38,  -0.15, 
   92.,    2.0,  0.062,  0.031,    0.0,   0.13,   0.12,  0.062,  0.091, 
   38.,    3.0,  0.031, -5.0e-05,   0.22,   0.16,  0.058,    0.0,  0.055, 
   97.,    5.0,   0.19, -0.031,  0.062,  0.062, -0.024, -0.063, -0.063, 
   47.,    2.0,  0.077,    0.0, -0.070, -0.013,   0.10,  0.047,  0.045, 
   51.,    2.0,  0.030, -0.023,  0.094,  0.094,   0.15,  0.094,  0.065, 
   24.,    5.0,  0.094, 0.0039, -0.047, -0.0076,  0.071,  0.031,  0.054, 
   82.,    1.0,  0.029,  0.031,    0.0,  0.055,  0.059,    0.0,   0.11, 
   46.,    3.0,  0.031, -0.031, -0.031, -0.031,  0.058,    0.0,  0.036, 
   16.,    0.0,   0.19,   0.31, -0.030, -0.051,  0.049, -0.034,   0.10, 
   3.0,    4.0,   0.25,    0.0,    0.0, 8.4e-05,  -0.11,  -0.16,  0.035, 
   45.,    3.0,  0.035,  0.092,    0.0, -0.0095,  0.054, -0.0039,  0.038, 
   13.,    5.0,  0.063,   0.11,   0.23,   0.32,   0.10,  0.062,   0.15, 
   24.,    1.0, 0.0020,  0.012, 0.0040, -0.0064,  0.086,  0.027,  0.031, 
   77.,    2.0,   0.19,  -0.10,  -0.12,  -0.13, -0.0071, -0.063, -0.090, 
   77.,    3.0,  0.023,   0.10, -0.023, -0.016,  0.066, 0.0079,  0.043, 
   55.,    3.0,  0.062, -0.031,    0.0, -0.024,  0.027, -0.031,  0.011, 
   49.,    0.0,   0.23,   0.27,   0.15,  -0.55, 0.0072, -0.076,  0.061, 
   11.,    2.0,  0.054,  0.024, -0.0078,  0.041,   0.13,  0.070,  0.051, 
   30.,    2.0,  0.040,   0.10,    0.0,  0.094,   0.14,  0.084,  0.093, 
   79.,    4.0,  0.031,   0.13,  0.094,   0.12,   0.11,  0.063,  0.069, 
   87.,    4.0,  0.031,   0.11,    0.0,  0.047,   0.11,  0.063,   0.10, 
   72.,    0.0,   0.20,   0.30, -0.088,  0.036,  0.039, -0.044,  0.099, 
   35.,    3.0,   0.12,   0.20,    0.0,  0.028, -0.028, -0.086,  0.011, 
   8.0,    0.0, 0.0075,   0.50,    0.0, 8.7e-18,   0.23,   0.15, -0.061, 
   59.,    5.0,  0.031,  0.078,    0.0, -3.5e-18,   0.13,  0.094,  0.094, 
   31.,    2.0,  0.040,   0.10,    0.0,  0.094,   0.14,  0.084,  0.093, 
   36.,    4.0,  0.031,    0.0,    0.0, -0.024,   0.11,  0.063,  0.060, 
   98.,    4.0,   0.25,    0.0,    0.0, -0.019,  -0.11,  -0.16,  0.036, 
   10.,    5.0,  0.016, 0.0038,  0.031,  0.030,   0.15,   0.11,   0.12, 
   1.0,    4.0,   0.25,    0.0,    0.0, 8.4e-05,  -0.11,  -0.16,  0.035, 
   79.,    1.0,  0.022, 0.0073, -0.0080, 0.0084,  0.066, 0.0073,  0.073, 
   14.,    5.0,  0.031, -0.023, -0.016, -0.019,   0.13,  0.094,   0.11, 
   67.,    4.0,  0.094, -0.031,    0.0,  0.019,  0.048,    0.0, -0.0084, 
   41.,    1.0,  0.061,    0.0,    0.0, -0.0027,  0.027, -0.031,  0.075, 
   62.,    1.0,  0.014, -0.0080,  0.015, -0.034,  0.074,  0.015,   0.16, 
   0.0,    1.0, 0.0060,   0.15,   0.15,   0.15,  0.082,  0.023,  0.027, 
   72.,    5.0,   0.19,  -0.13, -0.070, -0.092, -0.024, -0.063, -0.063, 
   53.,    3.0,    0.0,  0.031,  0.062,  0.061,  0.090,  0.031,  0.074, 
   62.,    2.0,  0.015,  0.067,  0.063,  0.042,   0.17,   0.11,  0.089, 
   53.,    2.0,   0.12, -0.094,    0.0, -0.058,  0.056,    0.0, -0.0044, 
   59.,    4.0,  0.031,    0.0,    0.0,    0.0,   0.11,  0.063,  0.054, 
   20.,    3.0,    0.0,  0.094,    0.0, 0.0072,  0.090,  0.031,  0.081, 
   0.0,    3.0,    1.0,  -0.98,  -0.97,  -0.71,  -0.92,  -0.97,  -0.95, 
   95.,    4.0,   0.50,  -0.25,  -0.25,  -0.25,  -0.36,  -0.41, -0.010, 
   19.,    4.0,   0.25,   0.13,  -0.22,  -0.74,  -0.11,  -0.16, -0.044, 
   77.,    1.0,  0.010,  0.016,  0.012, 0.0033,  0.078,  0.019,  0.086, 
   89.,    1.0,  0.061,    0.0,  0.031,  0.029,  0.027, -0.031, -0.0073, 
   71.,    0.0,  0.073,   0.43,  0.082,  0.021,   0.17,  0.082,   0.17, 
   2.0,    0.0,  0.015,   0.49,    0.0, -0.00050,   0.23,   0.14,   0.12, 
   44.,    4.0,  0.094, -0.031,    0.0, -0.0010,  0.048,    0.0, 0.0099, 
   85.,    1.0,  0.061, -0.047,    0.0, -0.0097,  0.027, -0.031, -0.049, 
   26.,    2.0,  0.093, -0.023, -0.016,  0.017,  0.088,  0.031, 0.0029, 
   62.,    1.0,  0.014, -0.0080,  0.015, -0.034,  0.074,  0.015,   0.16, 
   74.,    1.0,  0.022, 0.0037,    0.0, -0.011,  0.066, 0.0073, -0.020, 
   16.,    4.0,   0.12, -0.047,  0.031, -0.016,  0.016, -0.031, -0.034, 
   93.,    5.0,  0.094,  0.031, -0.055, -0.0062,  0.071,  0.031,   0.12, 
   6.0,    0.0, 0.0075,   0.50,    0.0, 0.0034,   0.23,   0.15, -0.061, 
   97.,    4.0,   0.25,    0.0,    0.0,  0.015,  -0.11,  -0.16,  0.036, 
   58.,    4.0,  0.031,    0.0,    0.0,    0.0,   0.11,  0.063,  0.054, 
   95.,    0.0,  0.011,   0.49, -0.0039, -0.0036,   0.23,   0.14, -0.059, 
   54.,    3.0,  0.062, -0.047, -0.031, -0.045,  0.027, -0.031,  0.011, 
   34.,    1.0,   0.16,  0.043,    0.0, -0.0062, -0.076,  -0.13,  0.025, 
   39.,    4.0,  0.094, -0.031, -0.063, -0.063,  0.048,    0.0, 0.0099, 
   29.,    1.0, 0.0060, 0.0080, 0.0080, 0.0032,  0.082,  0.023,  0.017, 
   74.,    2.0,  0.046,  0.067,   0.14,  0.095,   0.14,  0.078,  0.066, 
   21.,    2.0,  0.096, 0.0047, -0.066, -0.041,  0.084,  0.028,  0.094, 
   74.,    5.0,   0.19,    0.0,    0.0, -0.0051, -0.024, -0.063, -0.034, 
   95.,    0.0,  0.011,   0.49, -0.0039, -0.0036,   0.23,   0.14, -0.059, 
   58.,    2.0,   0.12, -0.055,    0.0, -1.4e-17,  0.056,    0.0, -0.029, 
   71.,    3.0,  0.031,   0.35,   0.22,   0.16,  0.058,    0.0,  0.068, 
   88.,    4.0,  0.031,   0.11,   0.34,   0.30,   0.11,  0.063,   0.10, 
   98.,    4.0,   0.25,    0.0,    0.0, -0.019,  -0.11,  -0.16,  0.036, 
   0.0,    0.0,   0.14,   0.36, -0.019,  0.070,   0.10,  0.019,   0.16, 
   60.,    2.0,   0.12, -0.055,    0.0, -1.4e-17,  0.056,    0.0, -0.029, 
   5.0,    4.0,   0.25,   0.19,    0.0, 0.00043,  -0.11,  -0.16,  0.035, 
   55.,    4.0,  0.031,    0.0,    0.0,  0.050,   0.11,  0.063,  0.073, 
   0.0,    4.0,   0.50,  -0.41,  -0.25,  -0.56,  -0.36,  -0.41,  -0.42, 
   2.0,    0.0,  0.015,   0.49,    0.0, -0.00050,   0.23,   0.14,   0.12, 
   95.,    5.0,   0.19,  0.062,  0.062,  0.062, -0.024, -0.063,  0.030, 
   34.,    4.0,   0.38,    0.0,    0.0, -0.0035,  -0.24,  -0.28,  -0.16, 
   13.,    0.0,  0.042,   0.46,  0.013, -0.048,   0.20,   0.11,   0.18, 
   4.0,    0.0,  0.015,   0.49, -0.0037, 0.0014,   0.23,   0.14,   0.12, 
   77.,    2.0,   0.19,  -0.10,  -0.12,  -0.13, -0.0071, -0.063, -0.090, 
   45.,    4.0,  0.094, -0.031,    0.0, -0.011,  0.048,    0.0, 0.0099, 
   79.,    1.0,  0.022, 0.0073, -0.0080, 0.0084,  0.066, 0.0073,  0.073, 
   61.,    0.0,   0.99,  -0.48,    0.0, -1.1e-16,  -0.76,  -0.83,  -0.70, 
   78.,    1.0, 0.0040,  0.018,  0.018,  0.019,  0.084,  0.025, -0.026, 
   70.,    0.0,  0.073,   0.43,  0.038,  0.049,   0.17,  0.082,   0.19, 
   63.,    3.0,   0.25,  -0.11,  -0.22,  -0.26,  -0.16,  -0.22,  -0.17, 
   56.,    4.0,  0.031,    0.0,    0.0, 0.0044,   0.11,  0.063,  0.073, 
   52.,    0.0,   0.16,   0.35, -0.038, -0.097,  0.084,    0.0,   0.13, 
   98.,    5.0,   0.12,    0.0,    0.0, -0.0032,  0.039,    0.0, 0.0011, 
   4.0,    5.0,   0.12,    0.0,    0.0,  0.025,  0.039,    0.0,  0.093, 
   53.,    3.0,    0.0,  0.031,  0.062,  0.061,  0.090,  0.031,  0.074, 
   62.,    4.0,   0.25,  -0.19, -0.094,  -0.12,  -0.11,  -0.16,  -0.16, 
   30.,    4.0,   0.38, -0.063,    0.0, -0.0018,  -0.24,  -0.28,  -0.27, 
   91.,    4.0,  0.031,   0.11,    0.0, 6.9e-18,   0.11,  0.063,   0.10, 
   61.,    3.0,    0.0,  0.031,    0.0,    0.0,  0.090,  0.031,  0.065, 
   49.,    5.0,  0.063,  0.023, -0.047, -0.018,   0.10,  0.062,   0.11, 
   10.,    4.0,  0.031,    0.0,    0.0, -0.056,   0.11,  0.063,  0.073, 
   97.,    0.0,  0.011,   0.49, 0.0037, 0.0067,   0.23,   0.14,   0.12, 
   19.,    2.0,  0.077,   0.30,   0.17,   0.31,   0.10,  0.047,   0.18, 
   93.,    3.0, 0.0039,   0.12,  0.027,   0.77,  0.086,  0.027,   0.11, 
   94.,    1.0,   0.12,   0.13,  0.039,   0.16, -0.036, -0.094,  0.097, 
   30.,    5.0,   0.19,    0.0,    0.0,  0.081, -0.024, -0.063,  0.030, 
   91.,    4.0,  0.031,   0.11,    0.0, 6.9e-18,   0.11,  0.063,   0.10, 
   19.,    3.0,   0.55,  -0.27,  -0.55,  -0.58,  -0.47,  -0.52,  -0.44, 
   96.,    2.0,   0.50,    0.0,    0.0,  -0.25,  -0.32,  -0.38,   0.12, 
   16.,    5.0,   0.12, -0.039,  0.070,  0.032,  0.047, 0.0078,  0.067, 
   12.,    4.0,  0.031,  0.031,    0.0, -0.0050,   0.11,  0.063,   0.10, 
   26.,    4.0,  0.031,    0.0,    0.0, -0.012,   0.11,  0.063,  0.054, 
   57.,    5.0,  0.031,  0.078,    0.0, -3.5e-18,   0.13,  0.094,  0.094, 
   29.,    2.0,  0.077,    0.0,    0.0,  0.028,   0.10,  0.047,  0.019, 
   60.,    4.0,  0.031,    0.0,    0.0,    0.0,   0.11,  0.063,  0.054, 
   16.,    4.0,   0.12, -0.047,  0.031, -0.016,  0.016, -0.031, -0.034, 
   69.,    4.0,  0.094, -0.031, -0.063, -0.047,  0.048,    0.0,  0.036, 
   31.,    1.0,  0.039, -0.017,    0.0, 0.0023,  0.049, -0.0097, -0.040, 
   21.,    3.0,    0.0,  0.031,  0.031,  0.015,  0.090,  0.031,   0.10, 
   50.,    2.0,   0.12,  -0.11, -0.094, -0.094,  0.056,    0.0, -0.025, 
   24.,    1.0, 0.0020,  0.012, 0.0040, -0.0064,  0.086,  0.027,  0.031, 
   23.,    1.0,  0.095, -0.045, -0.025, -0.043, -0.0078, -0.066, -0.061, 
   27.,    0.0,   0.38,   0.12,    0.0,   0.16,  -0.15,  -0.23, -0.087, 
   4.0,    4.0,   0.25,    0.0,    0.0, -0.022,  -0.11,  -0.16,  0.035, 
   27.,    0.0,   0.38,   0.12,    0.0,   0.16,  -0.15,  -0.23, -0.087, 
   92.,    1.0,  0.061, -0.016,    0.0, -0.014,  0.027, -0.031, -0.049, 
   34.,    5.0,   0.19, -0.031,    0.0, -0.0010, -0.024, -0.063,  0.022, 
   71.,    2.0,   0.12,  0.039,    0.0,  0.073,  0.056,    0.0,  0.061, 
   23.,    5.0,   0.50,  -0.31,    0.0,  -0.28,  -0.34,  -0.37,  -0.31, 
   23.,    1.0,  0.095, -0.045, -0.025, -0.043, -0.0078, -0.066, -0.061, 
   3.0,    3.0,   0.12,  0.064,    0.0,  0.025, -0.036, -0.094,  0.039, 
   60.,    4.0,  0.031,    0.0,    0.0,    0.0,   0.11,  0.063,  0.054, 
   89.,    2.0,   0.12,   0.38,   0.38,   0.31,  0.056,    0.0,  0.028, 
   12.,    5.0,  0.063,   0.11,   0.23,  0.033,   0.10,  0.062,   0.15, 
   99.,    3.0,    0.0,  0.016,    0.0,  0.023,  0.090,  0.031,  0.064, 
   17.,    4.0,   0.22, -0.062, -0.062, -0.058, -0.079,  -0.12,  -0.13, 
   10.,    5.0,  0.016, 0.0038,  0.031,  0.030,   0.15,   0.11,   0.12, 
   62.,    3.0,    0.0,  0.016,    0.0, 0.0069,  0.090,  0.031,  0.068, 
   52.,    3.0,  0.062, -0.031,    0.0, -0.0048,  0.027, -0.031,  0.011, 
   18.,    0.0,   0.16,   0.34,  0.030,  0.081,  0.080, -0.0039,   0.12, 
   28.,    2.0,  0.077,    0.0,  0.047,  0.040,   0.10,  0.047,  0.027, 
   12.,    3.0,   0.25,  -0.22,  -0.22,  -0.22,  -0.17,  -0.22,  -0.17, 
   87.,    1.0,  0.061, -0.016,    0.0, -0.014,  0.027, -0.031, -0.049, 
   67.,    4.0,  0.094, -0.031,    0.0,  0.019,  0.048,    0.0, -0.0084, 
   24.,    0.0,   0.38,   0.12,    0.0,  0.097,  -0.15,  -0.23, -0.084, 
   72.,    0.0,   0.20,   0.30, -0.088,  0.036,  0.039, -0.044,  0.099, 
   82.,    3.0,  0.031,   0.47,    0.0,   0.18,  0.058,    0.0,  0.043, 
   63.,    1.0,  0.061,    0.0,    0.0,  0.026,  0.027, -0.031, -0.0073, 
   8.0,    3.0,   0.25,   0.26,    0.0,    0.0,  -0.16,  -0.22,  0.018, 
   51.,    5.0, 0.0078,  0.012,    0.0,  0.020,   0.16,   0.12,   0.12, 
   56.,    1.0,  0.029,    0.0, -0.015, -0.011,  0.059,    0.0,  0.024, 
   69.,    5.0,   0.15, -0.0078,  0.039, -0.016,  0.016, -0.024,  0.050, 
   19.,    0.0,   0.12,   0.45,  -0.11, -0.070,   0.12,  0.038,  0.077, 
   4.0,    5.0,   0.12,    0.0,    0.0,  0.025,  0.039,    0.0,  0.093, 
   53.,    4.0,  0.031,    0.0,    0.0,  0.030,   0.11,  0.063,  0.073, 
   10.,    4.0,  0.031,    0.0,    0.0, -0.056,   0.11,  0.063,  0.073, 
   48.,    1.0,  0.014,  0.015, -0.0080, -0.0065,  0.074,  0.015,  0.040, 
   99.,    0.0,   0.58, -0.080,   0.28,   0.16,  -0.35,  -0.43,  -0.29, 
   10.,    2.0,  0.046,  0.031, 0.0078,  0.036,   0.14,  0.078,  0.075, 
   36.,    2.0,  0.030,  0.047,  0.031,  0.051,   0.15,  0.094,  0.076, 
   9.0,    2.0,    1.0,    0.0,  -0.50,  -0.40,  -0.83,  -0.88,   0.20, 
   94.,    4.0,   0.38,  -0.16,  -0.34,  -0.34,  -0.24,  -0.28,  -0.20, 
   74.,    1.0,  0.022, 0.0037,    0.0, -0.011,  0.066, 0.0073, -0.020, 
   65.,    2.0,   0.25,  0.039,  -0.13,  -0.18, -0.070,  -0.13, -0.097, 
   37.,    3.0,  0.031, -5.0e-05,    0.0,  0.094,  0.058,    0.0,  0.042, 
   24.,    2.0,  0.093, -0.084,    0.0,   0.32,  0.088,  0.031, -0.0013, 
   3.0,    4.0,   0.25,    0.0,    0.0, 8.4e-05,  -0.11,  -0.16,  0.035, 
   52.,    4.0,  0.031,    0.0,    0.0,  0.017,   0.11,  0.063,  0.073, 
   37.,    4.0,  0.031,  0.031,  0.063,  0.023,   0.11,  0.063,  0.073, 
   15.,    4.0,   0.12,  0.031, -0.094,   0.25,  0.016, -0.031, -0.035, 
   44.,    3.0,  0.035,  0.092,    0.0, 0.0053,  0.054, -0.0039,  0.038, 
   1.0,    0.0,  0.015,   0.49,    0.0, -0.00050,   0.23,   0.14,   0.12, 
   68.,    4.0,  0.094, -0.031,    0.0,   0.13,  0.048,    0.0,  0.011, 
   43.,    1.0,  0.061,    0.0,    0.0, 0.0023,  0.027, -0.031,  0.075, 
   42.,    0.0,  0.042,   0.46,    0.0,  0.010,   0.20,   0.11,   0.22, 
   59.,    3.0,    0.0,  0.031,    0.0,    0.0,  0.090,  0.031,  0.065, 
   4.0,    4.0,   0.25,    0.0,    0.0, -0.022,  -0.11,  -0.16,  0.035, 
   60.,    3.0,    0.0,  0.031,    0.0,    0.0,  0.090,  0.031,  0.065, 
   82.,    3.0,  0.031,   0.47,    0.0,   0.18,  0.058,    0.0,  0.043, 
   33.,    2.0,   0.16,  0.043,    0.0,  0.018,  0.017, -0.039,  0.010, 
   72.,    2.0,  0.030,  0.052,   0.22,   0.11,   0.15,  0.094,  0.065, 
   20.,    3.0,    0.0,  0.094,    0.0, 0.0072,  0.090,  0.031,  0.081, 
   13.,    2.0,   0.25,  -0.15,  -0.13,  -0.24, -0.070,  -0.13, -0.031, 
   5.0,    0.0,  0.011,   0.49, 0.0037,  0.011,   0.23,   0.14,   0.12, 
   25.,    1.0,  0.014, -0.0080, -0.0080, 0.0085,  0.074,  0.015, -0.022, 
   23.,    1.0,  0.095, -0.045, -0.025, -0.043, -0.0078, -0.066, -0.061, 
   79.,    0.0,   0.21,   0.30,   0.15,   0.25,  0.033, -0.050,  0.082, 
   53.,    3.0,    0.0,  0.031,  0.062,  0.061,  0.090,  0.031,  0.074, 
   76.,    2.0,  0.069,  0.013,   0.12,  0.097,   0.11,  0.055,  0.042, 
   11.,    5.0,  0.047, -0.016, -0.031, -0.021,   0.12,  0.078,  0.084, 
   90.,    4.0,  0.031,   0.11,    0.0, 6.9e-18,   0.11,  0.063,   0.10, 
   36.,    1.0,  0.014, -0.0077,  0.016, 0.0088,  0.074,  0.016, -0.021, 
   41.,    0.0,  0.042,   0.46,    0.0, -0.011,   0.20,   0.11,   0.22, 
   79.,    1.0,  0.022, 0.0073, -0.0080, 0.0084,  0.066, 0.0073,  0.073, 
   84.,    2.0,  0.062,  0.016, -0.016, -0.030,   0.12,  0.062,  0.058, 
   98.,    3.0,    0.0,   0.13,   0.12,   0.17,  0.090,  0.031,   0.17, 
   41.,    2.0,   0.25,  -0.16,    0.0,  0.011, -0.070,  -0.13, -0.094, 
   16.,    4.0,   0.12, -0.047,  0.031, -0.016,  0.016, -0.031, -0.034, 
   55.,    3.0,  0.062, -0.031,    0.0, -0.024,  0.027, -0.031,  0.011, 
   5.0,    3.0,   0.25, -0.061,  -0.12,  -0.13,  -0.16,  -0.22, -0.089, 
   84.,    2.0,  0.062,  0.016, -0.016, -0.030,   0.12,  0.062,  0.058, 
   9.0,    0.0, 0.0075,   0.99,    0.0, -0.016,   0.23,   0.15,  -0.27, 
   18.,    0.0,   0.16,   0.34,  0.030,  0.081,  0.080, -0.0039,   0.12, 
   11.,    1.0,  0.014,  0.015,  0.015, -0.0096,  0.074,  0.015, -0.0069, 
   9.0,    3.0,   0.50,  0.055,  -0.25,  -0.25,  -0.42,  -0.47, -0.054, 
   15.,    5.0,   0.25, -0.062,  -0.16,  0.024, -0.087,  -0.12, -0.076, 
   42.,    3.0,  0.031, -5.0e-05,    0.0, 0.0051,  0.058,    0.0,  0.055, 
   23.,    3.0,    0.0,  0.031,    0.0,   0.28,  0.090,  0.031,   0.10, 
   4.0,    1.0,   0.25, -0.063,    0.0, -0.030,  -0.16,  -0.22,  -0.11, 
   58.,    3.0,    0.0,  0.031,    0.0,    0.0,  0.090,  0.031,  0.065, 
   31.,    3.0,   0.51,  -0.20,    0.0,  0.044,  -0.43,  -0.48,  -0.44, 
   83.,    4.0,  0.031,    0.0,  0.031,  0.019,   0.11,  0.063,  0.075, 
   30.,    1.0,  0.039, -0.017,    0.0, 0.0023,  0.049, -0.0097, -0.040, 
   56.,    5.0,  0.016,   0.23,  0.047,   0.12,   0.15,   0.11,   0.16, 
   47.,    1.0,  0.029, -0.023, -0.023, -0.023,  0.059,    0.0, -0.0061, 
   63.,    4.0,  0.031,  0.031,    0.0,   0.15,   0.11,  0.063,  0.099, 
   43.,    4.0,  0.094, -0.031,    0.0, 0.0049,  0.048,    0.0,  0.036, 
   37.,    1.0,  0.029, -0.019, -0.016,  0.010,  0.059,    0.0, -0.016, 
   76.,    3.0,    0.0,  0.031,    0.0,   0.20,  0.090,  0.031,  0.071, 
   7.0,    4.0,   0.50,    0.0,    0.0,  -0.20,  -0.36,  -0.41, -0.010, 
   46.,    5.0, 0.0078,  0.023,    0.0, -0.024,   0.16,   0.12,  0.030, 
   39.,    1.0,  0.029, -0.012,    0.0, -0.016,  0.059,    0.0, -0.016, 
   68.,    2.0,  0.062,  0.020,  0.062,  0.028,   0.12,  0.062,  0.058, 
   66.,    0.0,  0.092,   0.41,  0.019,   0.36,   0.15,  0.063,   0.21, 
   95.,    0.0,  0.011,   0.49, -0.0039, -0.0036,   0.23,   0.14, -0.059, 
   40.,    4.0,  0.094, -0.031, -0.063,  -0.10,  0.048,    0.0, 0.0099, 
   79.,    2.0,   0.19, -0.063,  -0.16,  0.071, -0.0071, -0.063, -0.077, 
   87.,    1.0,  0.061, -0.016,    0.0, -0.014,  0.027, -0.031, -0.049, 
   9.0,    3.0,   0.50,  0.055,  -0.25,  -0.25,  -0.42,  -0.47, -0.054, 
   77.,    2.0,   0.19,  -0.10,  -0.12,  -0.13, -0.0071, -0.063, -0.090, 
   67.,    2.0,  0.030,  0.039, -0.016,  0.058,   0.15,  0.094,  0.065, 
   2.0,    2.0,   0.50,    0.0,    0.0, 0.0055,  -0.32,  -0.38,  -0.15, 
   66.,    0.0,  0.092,   0.41,  0.019,   0.36,   0.15,  0.063,   0.21, 
   68.,    4.0,  0.094, -0.031,    0.0,   0.13,  0.048,    0.0,  0.011, 
   35.,    4.0,   0.38,    0.0,    0.0, -0.0010,  -0.24,  -0.28,  -0.16, 
   37.,    5.0,  0.039, -0.016, -0.0078, -0.0055,   0.13,  0.086,   0.18, 
   16.,    3.0,  0.031, -0.016, -0.031, -0.031,  0.058,    0.0,  0.036, 
   60.,    5.0,  0.031,  0.078,    0.0, -3.5e-18,   0.13,  0.094,  0.094, 
   42.,    2.0,   0.25, -0.094,    0.0,  0.012, -0.070,  -0.13, -0.094, 
   69.,    0.0,   0.11,   0.39,    0.0,  0.034,   0.13,  0.044,   0.15, 
   78.,    0.0,   0.36,   0.15,    0.0, -0.063,  -0.12,  -0.20, -0.057, 
   50.,    5.0, 0.0078,   0.10,    0.0, 0.0083,   0.16,   0.12,   0.12, 
   45.,    5.0,  0.094,   0.14,    0.0, -0.021,  0.071,  0.031,  0.098, 
   36.,    2.0,  0.030,  0.047,  0.031,  0.051,   0.15,  0.094,  0.076, 
   78.,    2.0,  0.011,  0.055,  0.035,   0.11,   0.17,   0.11,  0.083, 
   72.,    5.0,   0.19,  -0.13, -0.070, -0.092, -0.024, -0.063, -0.063, 
   98.,    2.0,   0.25, -0.063,   0.25,   0.14, -0.070,  -0.13,   0.10, 
   34.,    4.0,   0.38,    0.0,    0.0, -0.0035,  -0.24,  -0.28,  -0.16, 
   4.0,    0.0,  0.015,   0.49, -0.0037, 0.0014,   0.23,   0.14,   0.12, 
   71.,    4.0,  0.094,   0.16, -0.063,  0.083,  0.048,    0.0,  0.062, 
   43.,    0.0,  0.042,   0.46,    0.0,  0.010,   0.20,   0.11,   0.22, 
   23.,    2.0,  0.096,  0.067,    0.0,  0.013,  0.084,  0.028,  0.094, 
   32.,    1.0,  0.080,    0.0,    0.0, 0.0034, 0.0074, -0.051, -0.00056, 
   92.,    3.0,  0.031, -5.0e-05,    0.0, 0.0019,  0.058,    0.0,  0.056, 
   2.0,    2.0,   0.50,    0.0,    0.0, 0.0055,  -0.32,  -0.38,  -0.15, 
   42.,    0.0,  0.042,   0.46,    0.0,  0.010,   0.20,   0.11,   0.22, 
   47.,    1.0,  0.029, -0.023, -0.023, -0.023,  0.059,    0.0, -0.0061, 
   76.,    3.0,    0.0,  0.031,    0.0,   0.20,  0.090,  0.031,  0.071, 
   11.,    0.0,   0.48,  0.021,  -0.44,  -0.27,  -0.25,  -0.33,  -0.20, 
   58.,    5.0,  0.031,  0.078,    0.0, -3.5e-18,   0.13,  0.094,  0.094, 
   58.,    1.0, 0.0060,  0.012,    0.0, 8.7e-19,  0.082,  0.023,  0.048, 
   5.0,    5.0,   0.25, -0.062,    0.0,  0.063, -0.087,  -0.12, -0.035, 
   58.,    3.0,    0.0,  0.031,    0.0,    0.0,  0.090,  0.031,  0.065, 
   23.,    3.0,    0.0,  0.031,    0.0,   0.28,  0.090,  0.031,   0.10, 
   22.,    5.0,   0.50,  -0.16,  -0.25,  -0.21,  -0.34,  -0.37,  -0.32, 
   67.,    2.0,  0.030,  0.039, -0.016,  0.058,   0.15,  0.094,  0.065, 
   46.,    3.0,  0.031, -0.031, -0.031, -0.031,  0.058,    0.0,  0.036, 
   80.,    1.0,  0.029,    0.0, -0.023, 0.00039,  0.059,    0.0, -0.028, 
   78.,    3.0,  0.023, -0.0077, -0.023, -0.0071,  0.066, 0.0079,  0.040, 
   98.,    2.0,   0.25, -0.063,   0.25,   0.14, -0.070,  -0.13,   0.10, 
   90.,    2.0,   0.50,  -0.21,  -0.38,  -0.33,  -0.32,  -0.38,  -0.35, 
   93.,    4.0,   0.19,  0.062, -0.094, -0.035, -0.047, -0.094, -0.0058, 
   91.,    5.0,   0.42,  -0.13,  -0.27, -0.053,  -0.26,  -0.30,  -0.23, 
   57.,    0.0,   0.99,  -0.48,    0.0, -1.1e-16,  -0.76,  -0.83,  -0.70, 
   53.,    2.0,   0.12, -0.094,    0.0, -0.058,  0.056,    0.0, -0.0044, 
   16.,    3.0,  0.031, -0.016, -0.031, -0.031,  0.058,    0.0,  0.036, 
   76.,    0.0,   0.36,   0.15,  -0.20,  -0.20,  -0.12,  -0.20, -0.070, 
   11.,    2.0,  0.054,  0.024, -0.0078,  0.041,   0.13,  0.070,  0.051, 
   56.,    3.0,  0.062, -0.031, -0.062, -0.059,  0.027, -0.031,  0.011, 
