     i,      c,     ev,    reg,    dom,   diff,     dk,    dk2,    knn,   mean,    med, 
   87.,    4.0,  0.096, -0.019, -0.0097,  0.019, -0.019, -0.048, -0.038, -0.0032, -0.058, 
   34.,    4.0,  0.019,  0.070,  0.019,  0.019,  0.039,  0.039,  0.096,  0.075,  0.039, 
   92.,    3.0,    0.0,   0.11,  0.025,  0.025,  0.050,  0.041,  0.050,   0.13,  0.050, 
   27.,    1.0,  0.020,  0.057,   0.11,   0.11,    0.0, 0.0077, -0.0080,   0.13,   0.10, 
   77.,    4.0,  0.019,  0.048,    0.0,    0.0,    0.0,  0.019,    0.0,  0.075,  0.039, 
   32.,    3.0,    0.0,   0.11,  0.025,  0.025,  0.050,  0.063,  0.050,   0.13,  0.050, 
   22.,    1.0,   0.12,   0.19,   0.19,   0.25,   0.13,  0.064,   0.13,  0.032, -0.031, 
   2.0,    4.0,   0.12,  0.018, -0.067, -0.077, -0.019, -0.072,   0.19, -0.023, -0.077, 
   18.,    5.0,  0.011,  0.043,  0.014, 0.0057,  0.011,  0.014,  0.011,  0.089,  0.034, 
   17.,    0.0,  0.022,   0.10,   0.48,   0.48,  0.030,  0.030, -0.0014,   0.11,  0.061, 
   10.,    0.0,  0.083,  0.095,   0.42,   0.42, -0.034, -0.013,  0.013,  0.047, -0.0047, 
   24.,    1.0,  0.012,  0.064,  0.054, 0.0076,    0.0, 0.0078,    0.0,   0.14,   0.11, 
   30.,    3.0,  0.050,  0.056,  0.050,  0.050,    0.0, -0.025,    0.0,  0.084,    0.0, 
   40.,    0.0, 0.0081,  0.013,   0.49,   0.49, -0.0010, -0.0010,    0.0,   0.12,  0.075, 
   93.,    2.0,  0.062,  0.057, -0.016, -0.031,  0.078,   0.12, -0.031,   0.12,  0.062, 
   24.,    5.0,  0.017,  0.037, 0.0086, -0.0057,    0.0,    0.0,    0.0,  0.083,  0.028, 
   17.,    5.0,   0.15, -0.032, -0.068, -0.068, -0.057, -0.057,   0.16, -0.049,  -0.10, 
   83.,    3.0, 0.0062,   0.11,  0.044,  0.044, -0.0062,  0.022,  0.094,   0.13,  0.044, 
   52.,    1.0,   0.50,   0.39,    0.0,  -0.19,    0.0,    0.0,  -0.38,  -0.35,  -0.41, 
   5.0,    3.0,   0.40,  -0.29,  -0.27,  -0.37,   0.60,   0.21,  -0.20,  -0.27,  -0.35, 
   43.,    5.0,  0.017,  0.037, 0.0086, -0.0057,    0.0,    0.0,    0.0,  0.083,  0.028, 
   82.,    5.0,   0.14, 0.0035,   0.25,  0.028, -0.085, -0.065,    0.0, -0.037, -0.091, 
   62.,    0.0,   0.19, -0.060,   0.31,   0.31, -0.085,  -0.10,  -0.11, -0.062,  -0.11, 
   51.,    3.0,    0.0,  0.090,    0.0,    0.0,    0.0,  0.012,    0.0,   0.13,  0.050, 
   80.,    4.0,   0.23,  -0.16,  0.077,  -0.21, -0.077, -0.048,  -0.21,  -0.14,  -0.19, 
   16.,    5.0,  0.034,  0.020,  0.037,  0.045, 0.0057, -0.0029,  0.057,  0.066,  0.011, 
   83.,    1.0,  0.059,  0.087,  0.079,   0.13,  0.063,  0.016,  0.063,  0.096,  0.063, 
   80.,    0.0, 0.0054,   0.19,   0.50,   0.50,   0.14,  0.065,   0.12,   0.13,  0.077, 
   20.,    3.0,   0.80,  -0.62,  0.019, -0.041,  -0.40,  -0.25,  -0.40,  -0.67,  -0.75, 
   18.,    3.0,    0.0,  0.093,    0.0,    0.0,  0.012, 0.0062,    0.0,   0.13,  0.050, 
   55.,    4.0,  0.019,   0.12,  0.029,  0.058,    0.0,  0.048,  0.039,  0.075,  0.039, 
   12.,    3.0,   0.40,  -0.29,  0.025,  -0.22,  -0.17,   0.15,    0.0,  -0.27,  -0.35, 
   57.,    3.0,    0.0,   0.10,    0.0,    0.0,    0.0,    0.0,    0.0,   0.13,  0.050, 
   35.,    4.0,    0.0,  0.056, 0.0096,    0.0, 0.0096, 0.0096,  0.019,  0.094,  0.058, 
   39.,    0.0,  0.051,   0.11,   0.45,   0.45,  0.059,  0.053, 0.0040,  0.080,  0.032, 
   61.,    4.0,  0.019,  0.048,    0.0,    0.0,    0.0, -0.0096,    0.0,  0.075,  0.039, 
   99.,    4.0,  0.038,  0.029, -5.0e-05, -5.0e-05, -0.019, -5.0e-05,  0.019,  0.055,  0.019, 
   82.,    1.0,   0.50,  -0.33,  -0.19,  -0.19,  -0.19,  -0.16,    0.0,  -0.35,  -0.41, 
   99.,    3.0,   0.15, -0.044,  -0.13,  -0.13,  0.025, -0.013,  0.050, -0.017,  -0.10, 
   68.,    0.0,  0.073,  0.083,   0.43,   0.43, 0.0017, -0.017,  0.037,  0.058,  0.010, 
   11.,    2.0,  0.030,  0.080, -0.016, -0.0078,  0.063,  0.047,  0.094,   0.15,  0.094, 
   94.,    2.0,  0.046,  0.063,  0.078,   0.14,  0.063,  0.024,   0.14,   0.14,  0.078, 
   69.,    2.0,   0.19, -0.027,  -0.13,  -0.14,  -0.16, -0.047,  0.062, -0.0065, -0.063, 
   44.,    0.0, 0.0061,  0.015,   0.50,   0.50, 0.0088, 0.0082, 0.0094,   0.12,  0.077, 
   91.,    5.0,  0.023,  0.031, 0.0029, 0.0029, -0.014, -0.011, -0.0057,  0.077,  0.023, 
   23.,    4.0,  0.058, 0.0089, -0.0097, -0.039,    0.0, -0.024, -0.039,  0.036, -0.019, 
   95.,    4.0,  0.019,  0.043,    0.0,    0.0,    0.0, -0.019,    0.0,  0.075,  0.039, 
   72.,    0.0, 0.0081,  0.013,   0.49,   0.49, -0.0010, -0.0010,    0.0,   0.12,  0.075, 
   35.,    1.0,  0.028,   0.17, 0.0073,  0.031,  0.011, -0.0054,    0.0,   0.13,  0.093, 
   66.,    5.0,  0.091, -0.013, -0.057, -0.057, -0.028, -0.050, -0.057, 0.0085, -0.045, 
   96.,    1.0,    1.0,  -0.62,  -0.44,  -0.69,  -0.50,  -0.50,    0.0,  -0.86,  -0.91, 
   53.,    3.0,   0.20,  0.065,    0.0,    0.0,    0.0, -0.075,    0.0, -0.067,  -0.15, 
   32.,    1.0,  0.059,  0.017, 0.0080, -0.023,  0.031,  0.024,  0.063,  0.096,  0.063, 
   39.,    1.0,   0.12,  0.017, 0.0080, -0.063, -0.031, -0.047, -0.063,  0.032, -0.031, 
   57.,    2.0,   0.12, -0.038,    0.0,    0.0,    0.0, -0.054,    0.0,  0.057,    0.0, 
   19.,    0.0,  0.022, -0.081,   0.48,   0.49,  0.030,  0.027,    0.0,   0.11,  0.061, 
   2.0,    4.0,   0.12,  0.018, -0.067, -0.077, -0.019, -0.072,   0.19, -0.023, -0.077, 
   92.,    5.0,  0.034,  0.044,  0.023,    0.0,  0.080,  0.065,  0.011,  0.066,  0.011, 
   63.,    1.0,   0.12, -0.017,  0.016,    0.0,    0.0,    0.0,    0.0,  0.032, -0.031, 
   14.,    0.0,  0.059,   0.12,   0.44,   0.44, -0.018, 0.0026,  0.081,  0.071,  0.024, 
   17.,    2.0,   0.50,  -0.30,  -0.33,  -0.28,  -0.33,  -0.25,  -0.25,  -0.32,  -0.38, 
   97.,    4.0,  0.058,  0.032, -0.019, -0.019, -0.039, -0.024, -0.039,  0.036, -0.019, 
   93.,    0.0,  0.022,   0.16,   0.48,   0.48,  0.096,   0.21,   0.57,   0.11,  0.061, 
   21.,    2.0,  0.030,  0.090,  0.063,  0.063,   0.11,  0.086,    0.0,   0.15,  0.094, 
   19.,    0.0,  0.022, -0.081,   0.48,   0.49,  0.030,  0.027,    0.0,   0.11,  0.061, 
   50.,    0.0,  0.022,   0.17,   0.24,  0.092,   0.22,   0.13,   0.18,   0.11,  0.061, 
   3.0,    5.0,  0.085, 0.0058,  0.051, -0.054, -0.028, -0.017,  0.051,  0.014, -0.040, 
   2.0,    3.0,   0.20, -0.076,  -0.15,  -0.16,  -0.15,  -0.10,   0.20, -0.067,  -0.15, 
   61.,    4.0,  0.019,  0.048,    0.0,    0.0,    0.0, -0.0096,    0.0,  0.075,  0.039, 
   64.,    2.0,   0.12, -0.0062,    0.0,    0.0,    0.0, -0.031, -0.062,  0.057,    0.0, 
   73.,    2.0,  0.062,  0.037, -0.016, -0.016,    0.0,    0.0,    0.0,   0.12,  0.062, 
   36.,    2.0,   0.50,   0.25,  -0.32,    0.0,  -0.32,    0.0,    0.0,  -0.32,  -0.38, 
   66.,    5.0,  0.091, -0.013, -0.057, -0.057, -0.028, -0.050, -0.057, 0.0085, -0.045, 
   91.,    5.0,  0.023,  0.031, 0.0029, 0.0029, -0.014, -0.011, -0.0057,  0.077,  0.023, 
   19.,    0.0,  0.022, -0.081,   0.48,   0.49,  0.030,  0.027,    0.0,   0.11,  0.061, 
   79.,    5.0,   0.31,  -0.25,  -0.14,    0.0,    0.0,  -0.13,    0.0,  -0.21,  -0.26, 
   21.,    3.0,    0.0,   0.10,  0.028,  0.028,  0.025,   0.13,    0.0,   0.13,  0.050, 
   40.,    5.0,   0.18, -0.042, -0.045, -0.023,    0.0, -0.040,    0.0, -0.083,  -0.14, 
   15.,    2.0,   0.25,   0.18,   0.13,   0.25,  0.031,  0.078,   0.25, -0.070,  -0.13, 
   52.,    3.0,   0.60,  -0.35,   0.22,   0.10,  -0.20,  -0.20,  -0.40,  -0.47,  -0.55, 
   69.,    4.0,  0.019,  0.071, 0.0097, 0.0097,    0.0,  0.067,  0.039,  0.075,  0.039, 
   45.,    4.0,  0.019,  0.031, 0.0097,    0.0,    0.0, -0.0048,    0.0,  0.075,  0.039, 
   45.,    5.0,  0.023,  0.031, 0.0029, 0.0057, -0.023, -0.011,    0.0,  0.077,  0.023, 
   55.,    3.0,    0.0,   0.11,   0.28,   0.18,   0.28,  0.088,   0.40,   0.13,  0.050, 
   16.,    5.0,  0.034,  0.020,  0.037,  0.045, 0.0057, -0.0029,  0.057,  0.066,  0.011, 
   91.,    4.0,  0.019,  0.027, 0.0097, 0.0097,    0.0,    0.0,    0.0,  0.075,  0.039, 
   11.,    4.0,    0.0,  0.062,    0.0,    0.0,    0.0,  0.019,  0.019,  0.094,  0.058, 
   49.,    1.0,  0.028,   0.11,   0.10,  0.015,   0.10,  0.049, -0.016,   0.13,  0.093, 
   93.,    2.0,  0.062,  0.057, -0.016, -0.031,  0.078,   0.12, -0.031,   0.12,  0.062, 
   38.,    2.0,   0.37,  0.039,  -0.13,  -0.13,  -0.13,  -0.16,   0.13,  -0.20,  -0.25, 
   46.,    1.0,  0.059,   0.11,  0.079,  0.031,  0.031,  0.016,    0.0,  0.096,  0.063, 
   88.,    5.0,   0.14, -0.058, -0.080,  -0.10,   0.24,  0.082,  -0.12, -0.037, -0.091, 
   22.,    4.0,  0.096, -0.0076, -0.0097,    0.0, -0.019, -0.038,    0.0, -0.0032, -0.058, 
   23.,    4.0,  0.058, 0.0089, -0.0097, -0.039,    0.0, -0.024, -0.039,  0.036, -0.019, 
   62.,    0.0,   0.19, -0.060,   0.31,   0.31, -0.085,  -0.10,  -0.11, -0.062,  -0.11, 
   15.,    3.0,   0.20, -0.062,   0.20,   0.20,    0.0,   0.15,  -0.20, -0.067,  -0.15, 
   58.,    5.0,  0.091,  0.025,  0.045, -0.060, -0.037, -0.033, -0.045, 0.0085, -0.045, 
   39.,    4.0,  0.019,  0.070,  0.019,  0.019, 5.0e-05,  0.024,  0.019,  0.075,  0.039, 
   78.,    0.0,   0.12,  0.031,   0.38,   0.38,  0.061,  0.098, -0.051, 0.0064, -0.045, 
   24.,    0.0,   0.11,  0.068,   0.16, -0.053,    0.0, -0.027,    0.0,  0.020, -0.032, 
   95.,    2.0,  0.030,  0.079,  0.094,  0.039,    0.0,  0.047, -0.016,   0.15,  0.094, 
   91.,    1.0,    0.0,   0.14,  0.012,  0.035,  0.059,  0.043,  0.059,   0.15,   0.12, 
   59.,    1.0,   0.25, -0.070, -0.063, -0.063,    0.0, -0.074,    0.0, -0.094,  -0.16, 
   95.,    3.0,    0.0,  0.092,    0.0,    0.0,    0.0,  0.012,    0.0,   0.13,  0.050, 
   63.,    0.0,  0.022,  0.089,   0.48,   0.48,  0.088,  0.044,    0.0,   0.11,  0.061, 
   97.,    2.0,  0.062,   0.10,   0.19,   0.13,  0.062,  0.016,  0.062,   0.12,  0.062, 
   45.,    0.0,   0.53,  -0.38,  -0.26,  -0.26,    0.0,  -0.16,    0.0,  -0.40,  -0.45, 
   51.,    4.0,  0.019,  0.071,    0.0,    0.0,    0.0,    0.0,    0.0,  0.075,  0.039, 
   85.,    5.0,  0.091,  0.012,  0.057, 1.4e-17,  0.023,  0.057, -0.0057, 0.0085, -0.045, 
   20.,    4.0,   0.46,  -0.26,  -0.15,  -0.27,  -0.23,  -0.23,  -0.38,  -0.37,  -0.42, 
   67.,    1.0,  0.028,   0.11,   0.10,  0.093,  0.093,  0.062,  0.093,   0.13,  0.093, 
   88.,    4.0,  0.058, -0.0078,  0.029, -0.039,  0.058,  0.062,  0.096,  0.036, -0.019, 
   93.,    1.0,  0.059,  0.083, 0.0080, -0.031, -0.016, -0.0068, -0.031,  0.096,  0.063, 
   31.,    3.0,    0.0,   0.11,   0.13,    0.0,  0.025,  0.025,  0.025,   0.13,  0.050, 
   33.,    5.0,  0.017,  0.037,  0.011, 5.0e-05,  0.011,  0.011, -0.0056,  0.083,  0.028, 
   80.,    4.0,   0.23,  -0.16,  0.077,  -0.21, -0.077, -0.048,  -0.21,  -0.14,  -0.19, 
   92.,    2.0,  0.062,   0.10,    0.0,    0.0, -0.016, -0.0078,  0.062,   0.12,  0.062, 
   20.,    1.0,   0.50,  -0.30,   0.50,   0.25,   0.50,   0.25,   0.50,  -0.35,  -0.41, 
   93.,    1.0,  0.059,  0.083, 0.0080, -0.031, -0.016, -0.0068, -0.031,  0.096,  0.063, 
   4.0,    4.0,  0.019,  0.048,    0.0,    0.0,    0.0, -0.0096,    0.0,  0.075,  0.039, 
   85.,    3.0,    0.0,   0.14,  0.025,  0.025,  0.025,    0.0,  0.050,   0.13,  0.050, 
   38.,    2.0,   0.37,  0.039,  -0.13,  -0.13,  -0.13,  -0.16,   0.13,  -0.20,  -0.25, 
   80.,    5.0,   0.14,  0.053,  -0.11, -0.023, -0.023,  -0.13, -0.091, -0.037, -0.091, 
   40.,    1.0,   0.50,  -0.31,  -0.19,  -0.19,    0.0,    0.0,    0.0,  -0.35,  -0.41, 
   66.,    3.0,  0.075,  0.065,  0.075,  0.075, -0.025, -0.050, -0.025,  0.059, -0.025, 
   64.,    4.0,  0.019,  0.048,  0.029,  0.019,  0.067,  0.039,  0.039,  0.075,  0.039, 
   93.,    0.0,  0.022,   0.16,   0.48,   0.48,  0.096,   0.21,   0.57,   0.11,  0.061, 
   55.,    2.0,   0.25, -0.0053,  -0.13,  -0.13,  -0.16,  -0.17,  -0.15, -0.070,  -0.13, 
   29.,    0.0,  0.073,   0.12,   0.19,  0.041,   0.13,  0.032,   0.12,  0.058,  0.010, 
   92.,    3.0,    0.0,   0.11,  0.025,  0.025,  0.050,  0.041,  0.050,   0.13,  0.050, 
   48.,    3.0,    0.0,   0.11,  0.025,  0.025,  0.050,  0.050,  0.050,   0.13,  0.050, 
   15.,    4.0,   0.15,  0.074, -0.067,    0.0, -0.019, -0.038,    0.0, -0.061,  -0.12, 
   26.,    3.0,    0.0,   0.11,  0.044,  0.044,  0.019,  0.022,    0.0,   0.13,  0.050, 
   3.0,    3.0,  0.050,  0.086, -0.025, -0.025, -0.025, -0.036, -0.050,  0.084,    0.0, 
   3.0,    4.0,  0.077, -0.021, -0.029, -0.058, -0.038, -0.029, -0.058,  0.016, -0.038, 
   85.,    0.0,  0.085,   0.11,   0.42,   0.42, -0.032, -0.0063,   0.11,  0.045, -0.0068, 
   9.0,    4.0,  0.019,  0.037, 0.0097,    0.0,    0.0,    0.0,    0.0,  0.075,  0.039, 
   16.,    0.0,   0.11,  0.033,   0.39,   0.39, -0.088, -0.088, -0.088,  0.020, -0.032, 
   34.,    1.0,   0.12,  0.041,  0.016,    0.0,  0.063,  0.016,    0.0,  0.032, -0.031, 
   68.,    2.0,   0.12,  0.036, -0.014, -0.014, -0.047, 0.00080, -0.062,  0.057,    0.0, 
   99.,    0.0,  0.056,   0.10,   0.45,   0.45,    0.0,  0.021,    0.0,  0.074,  0.027, 
   64.,    4.0,  0.019,  0.048,  0.029,  0.019,  0.067,  0.039,  0.039,  0.075,  0.039, 
   50.,    0.0,  0.022,   0.17,   0.24,  0.092,   0.22,   0.13,   0.18,   0.11,  0.061, 
   73.,    1.0,  0.028,   0.11,  0.039, -0.016, -0.016, -0.016, -0.016,   0.13,  0.093, 
   80.,    2.0,  0.040,  0.092,   0.14,   0.12,   0.15,  0.053,   0.21,   0.14,  0.084, 
   73.,    5.0,  0.017,  0.036, 0.0086, -0.0057,    0.0,    0.0,    0.0,  0.083,  0.028, 
   48.,    3.0,    0.0,   0.11,  0.025,  0.025,  0.050,  0.050,  0.050,   0.13,  0.050, 
   17.,    2.0,   0.50,  -0.30,  -0.33,  -0.28,  -0.33,  -0.25,  -0.25,  -0.32,  -0.38, 
   27.,    3.0,    0.0,  0.090,   0.13,    0.0,    0.0,  0.050,    0.0,   0.13,  0.050, 
   36.,    1.0,    1.0,  -0.65,  -0.44,  -0.44,  -0.50,  -0.50,    0.0,  -0.86,  -0.91, 
   49.,    5.0,  0.028,  0.026, 5.0e-05, -0.0029,    0.0, -0.0057, 0.0057,  0.072,  0.017, 
   30.,    0.0,  0.022,  0.089,   0.48,   0.48,  0.088,  0.044,    0.0,   0.11,  0.061, 
   92.,    5.0,  0.034,  0.044,  0.023,    0.0,  0.080,  0.065,  0.011,  0.066,  0.011, 
   74.,    2.0,   0.19, -0.070, -0.063, -0.063, -0.063,  -0.11, -0.063, -0.0065, -0.063, 
   27.,    1.0,  0.020,  0.057,   0.11,   0.11,    0.0, 0.0077, -0.0080,   0.13,   0.10, 
   60.,    3.0,  0.050,  0.083,  0.025,  0.050, -8.0e-05,  0.025,  0.050,  0.084,    0.0, 
   20.,    4.0,   0.46,  -0.26,  -0.15,  -0.27,  -0.23,  -0.23,  -0.38,  -0.37,  -0.42, 
   78.,    1.0,  0.059,  0.078,  0.071, -0.023, -0.031,  0.016,  0.063,  0.096,  0.063, 
   81.,    4.0,  0.019,  0.048,    0.0,    0.0,    0.0,    0.0,    0.0,  0.075,  0.039, 
   61.,    5.0,  0.011,  0.043,  0.034,  0.014,    0.0, -0.0057,    0.0,  0.089,  0.034, 
   32.,    4.0,  0.019,  0.048,  0.019,    0.0,    0.0,  0.029,    0.0,  0.075,  0.039, 
   78.,    1.0,  0.059,  0.078,  0.071, -0.023, -0.031,  0.016,  0.063,  0.096,  0.063, 
   29.,    4.0,   0.15, -0.098, -0.067,  -0.13, -0.058,  -0.12, -0.058, -0.061,  -0.12, 
   29.,    5.0,   0.11,  0.027,   0.61,  -0.10, -0.034, -0.054,   0.61, -0.014, -0.068, 
   57.,    3.0,    0.0,   0.10,    0.0,    0.0,    0.0,    0.0,    0.0,   0.13,  0.050, 
   54.,    1.0,  0.028,   0.11, 0.0073,  0.031,  0.062,  0.093,  0.031,   0.13,  0.093, 
   36.,    2.0,   0.50,   0.25,  -0.32,    0.0,  -0.32,    0.0,    0.0,  -0.32,  -0.38, 
   94.,    5.0,   0.14, -0.021,   0.11,    0.0, -0.099,  -0.11, -0.097, -0.037, -0.091, 
   64.,    4.0,  0.019,  0.048,  0.029,  0.019,  0.067,  0.039,  0.039,  0.075,  0.039, 
   86.,    3.0,    0.0,   0.20,  0.050,   0.20,  0.050,  0.022,  0.037,   0.13,  0.050, 
   15.,    4.0,   0.15,  0.074, -0.067,    0.0, -0.019, -0.038,    0.0, -0.061,  -0.12, 
   91.,    4.0,  0.019,  0.027, 0.0097, 0.0097,    0.0,    0.0,    0.0,  0.075,  0.039, 
   79.,    5.0,   0.31,  -0.25,  -0.14,    0.0,    0.0,  -0.13,    0.0,  -0.21,  -0.26, 
   84.,    0.0,  0.066,  0.090,   0.44,   0.44,  0.057,  0.088,  0.044,  0.064,  0.017, 
   18.,    2.0,  0.030,  0.090,  0.039,  0.039, 0.0078,  0.020,  0.016,   0.15,  0.094, 
   54.,    0.0,   0.26, -0.080,  -0.14,  -0.14,  -0.17,  -0.16, -0.054,  -0.13,  -0.18, 
   33.,    3.0,  0.025,  0.071, -0.025, -0.025, 8.0e-05, -0.012, -0.025,   0.11,  0.025, 
   96.,    4.0,   0.31,  0.069,  -0.12,    0.0,  -0.15,  -0.13,    0.0,  -0.22,  -0.27, 
   65.,    2.0,   0.25, -0.0053,    0.0,    0.0,    0.0, -0.062,    0.0, -0.070,  -0.13, 
   42.,    0.0,  0.039,   0.12,   0.46,   0.46, -0.0024, 0.0010,  0.044,  0.092,  0.044, 
   90.,    2.0,   0.12, -0.0062, -0.062, -0.078, -0.062, -0.016,    0.0,  0.057,    0.0, 
   10.,    4.0,  0.019,  0.071,  0.067,  0.067,  0.048,  0.082,  0.096,  0.075,  0.039, 
   68.,    2.0,   0.12,  0.036, -0.014, -0.014, -0.047, 0.00080, -0.062,  0.057,    0.0, 
   16.,    2.0,   0.25, -0.089, -0.062, -0.094,  -0.13,  -0.13,  -0.13, -0.070,  -0.13, 
   43.,    5.0,  0.017,  0.037, 0.0086, -0.0057,    0.0,    0.0,    0.0,  0.083,  0.028, 
   49.,    5.0,  0.028,  0.026, 5.0e-05, -0.0029,    0.0, -0.0057, 0.0057,  0.072,  0.017, 
   49.,    3.0,  0.025,  0.078,  0.025,  0.013, -0.025, -0.012, -0.025,   0.11,  0.025, 
   5.0,    0.0,  0.014,  0.096,   0.49,   0.49, 0.0067, 0.0050, 0.0013,   0.12,  0.069, 
   31.,    4.0,  0.019,  0.031,  0.019,    0.0,    0.0,    0.0,    0.0,  0.075,  0.039, 
   62.,    0.0,   0.19, -0.060,   0.31,   0.31, -0.085,  -0.10,  -0.11, -0.062,  -0.11, 
   65.,    4.0,  0.096,  0.038, -0.0097,    0.0, -0.019, -0.038,    0.0, -0.0032, -0.058, 
   18.,    3.0,    0.0,  0.093,    0.0,    0.0,  0.012, 0.0062,    0.0,   0.13,  0.050, 
   1.0,    0.0,  0.022,  0.088,   0.48,   0.48,    0.0,    0.0,    0.0,   0.11,  0.061, 
   61.,    0.0,   0.60,  -0.44, -0.093, -0.093,  -0.46,  -0.49,  -0.34,  -0.47,  -0.52, 
   36.,    1.0,    1.0,  -0.65,  -0.44,  -0.44,  -0.50,  -0.50,    0.0,  -0.86,  -0.91, 
   50.,    3.0,  0.050,  0.050, -0.050, -0.050,    0.0,  0.050,    0.0,  0.084,    0.0, 
   47.,    0.0,   0.19, -0.060,  0.075,  0.075,   0.17,   0.15,  -0.11, -0.062,  -0.11, 
   64.,    1.0,  0.059,  0.092,  0.071,  0.063,  0.031,  0.024,    0.0,  0.096,  0.063, 
   14.,    5.0,  0.045,  0.033,  0.040, -0.011,  0.057,  0.031,  0.068,  0.054,    0.0, 
   65.,    0.0,  0.029,  0.018,   0.47,   0.47, -0.0027, -0.0030, -0.0067,   0.10,  0.054, 
   39.,    3.0,   0.20, -0.097,  -0.17,  -0.17,  -0.15,  -0.12,  -0.10, -0.067,  -0.15, 
   43.,    0.0,   0.11,  0.068,   0.16, -0.053,    0.0, -0.027,    0.0,  0.020, -0.032, 
   37.,    2.0,  0.030,  0.079,    0.0, -0.0078,    0.0,  0.016,    0.0,   0.15,  0.094, 
   47.,    2.0,   0.19, -0.093, -0.063,  -0.13, -0.063, -0.098,    0.0, -0.0065, -0.063, 
   89.,    1.0,   0.25, -0.078,  0.063,  0.063,  0.063,  0.094,   0.25, -0.094,  -0.16, 
   97.,    3.0,  0.050,  0.058,    0.0, -0.025, -0.050, -0.041, -0.050,  0.084,    0.0, 
   71.,    5.0,    0.0,  0.042,    0.0,    0.0, 0.0057, 0.0043,  0.011,   0.10,  0.045, 
   71.,    3.0,    0.0,  0.087,  0.025,    0.0,  0.025,   0.10,    0.0,   0.13,  0.050, 
   56.,    0.0, 0.0061,   0.11,   0.50,   0.50, 0.0094, 0.0067, 0.0094,   0.12,  0.077, 
   38.,    4.0,  0.077,   0.15,  0.019,    0.0,    0.0,  0.024,   0.38,  0.016, -0.038, 
   83.,    2.0,   0.25,  -0.13,  -0.13, -0.031,  -0.22,  -0.14,  -0.22, -0.070,  -0.13, 
   94.,    3.0,    0.0,   0.17,  0.044,  0.044,  0.044,  0.019,    0.0,   0.13,  0.050, 
   47.,    4.0,  0.019,  0.034,  0.067,   0.12,  0.096,  0.043,  0.096,  0.075,  0.039, 
   20.,    4.0,   0.46,  -0.26,  -0.15,  -0.27,  -0.23,  -0.23,  -0.38,  -0.37,  -0.42, 
   63.,    3.0,  0.050,  0.057,  0.050,  0.050,    0.0, -0.025,    0.0,  0.084,    0.0, 
   34.,    0.0,  0.022,  0.089,   0.48,   0.48,  0.088,  0.044,  0.088,   0.11,  0.061, 
   83.,    5.0,  0.045, 0.0077, -0.017, -0.0057,  0.043,  0.040,   0.14,  0.054,    0.0, 
   11.,    3.0,    0.0,  0.087,    0.0,    0.0,  0.025,  0.050,    0.0,   0.13,  0.050, 
   53.,    1.0,   0.12,   0.32,  0.063,  0.063,    0.0, 0.0010,    0.0,  0.032, -0.031, 
   47.,    5.0,   0.14, -0.084, -0.045,    0.0,    0.0, -0.034,  -0.11, -0.037, -0.091, 
   54.,    2.0,  0.054,  0.045,  0.070,  0.039, -0.0078,  0.031, -0.0078,   0.13,  0.070, 
   34.,    5.0,  0.034,  0.020, -0.0057, -0.0057,  0.057,  0.085,  0.057,  0.066,  0.011, 
   34.,    4.0,  0.019,  0.070,  0.019,  0.019,  0.039,  0.039,  0.096,  0.075,  0.039, 
   1.0,    0.0,  0.022,  0.088,   0.48,   0.48,    0.0,    0.0,    0.0,   0.11,  0.061, 
   2.0,    2.0,   0.19,  0.059,  0.062, -5.0e-05,   0.19,  0.062,   0.19, -0.0065, -0.063, 
   10.,    5.0,   0.11, -0.061, -0.077, -0.082, -0.051, -0.027, -0.068, -0.014, -0.068, 
   21.,    1.0,  0.059,  0.080, -0.023, -0.023,  0.031, 0.00020,    0.0,  0.096,  0.063, 
   23.,    2.0,   0.12, -0.0053,  0.063,  0.063,  0.063, -0.015,  0.063,  0.057,    0.0, 
   41.,    2.0,   0.12, -0.0047, -0.078, -0.078,  0.063, 2.5e-05, -0.062,  0.057,    0.0, 
   83.,    4.0,  0.019,  0.048,  0.029,  0.029,  0.019,  0.038,  0.039,  0.075,  0.039, 
   92.,    4.0,  0.058,  0.032, -0.019, -0.019, -0.039, -0.019,    0.0,  0.036, -0.019, 
   52.,    2.0,    1.0,  -0.63,  -0.50,  -0.50,  -0.94,  -0.72,  -0.94,  -0.83,  -0.88, 
   72.,    1.0,   0.50,  -0.32,  -0.19,  -0.19,    0.0,    0.0,    0.0,  -0.35,  -0.41, 
   76.,    4.0,  0.038,  0.029, -0.019, -0.019, -0.019, -0.019, -0.019,  0.055,  0.019, 
   39.,    5.0,  0.034,  0.020, 0.0028, -0.0028,  0.023,   0.11,  0.011,  0.066,  0.011, 
   14.,    4.0,  0.058,  0.031, -0.0097, -0.019, -0.039, -0.0048,    0.0,  0.036, -0.019, 
   12.,    1.0,   0.25,  -0.10,  0.063,  0.063,  0.063, 5.0e-05,  -0.13, -0.094,  -0.16, 
   0.0,    2.0,  0.096,   0.11,  0.028,  0.028, -0.074, -0.022,  0.028,  0.085,  0.028, 
   16.,    3.0,   0.10, 0.0051,   0.10,  0.025,  0.050, -0.075, -0.094,  0.034, -0.050, 
   45.,    0.0,   0.53,  -0.38,  -0.26,  -0.26,    0.0,  -0.16,    0.0,  -0.40,  -0.45, 
   94.,    0.0,   0.19, -0.0088,   0.31,   0.31, -0.095,  -0.11,  -0.11, -0.062,  -0.11, 
