     i,      c,     ev,    dom,    knn,    lrg,   mean,    med,    reg, 
   9.0,    1.0,   0.94, -1.1e-16,  0.044,  0.019, -0.030, -0.040,  0.014, 
   23.,    1.0,   0.95, -0.014,  0.046,  0.066, -0.041, -0.051, -0.016, 
   24.,    2.0,   0.91,  0.053,  0.070,  0.094, -0.076, -0.084, -0.045, 
   49.,    2.0,   0.77,   0.19,   0.13,   0.16,  0.066,  0.061,   0.11, 
   97.,    0.0,   0.81,  -0.11,  0.011,  0.072,  0.062,  0.057, -0.038, 
   33.,    2.0,    1.0,  -0.21,  -0.30,  -0.30,  -0.17,  -0.18,  -0.17, 
   24.,    1.0,   0.99, -0.092, -0.019, -0.032, -0.083, -0.093, -0.060, 
   38.,    0.0,   0.88, -0.0073, -0.053,  -0.12, -0.0060, -0.013, -0.0060, 
   92.,    1.0,   0.92,  -0.17, -0.0040, -0.029, -0.0022, -0.013, -0.031, 
   65.,    2.0,   0.76,  0.042,  0.056,  0.078,  0.072,  0.067,  0.027, 
   66.,    2.0,   0.76, -0.0035, -0.075,  0.018,  0.069,  0.064, -0.051, 
   3.0,    0.0,   0.98, -0.014, -0.034, -0.013,  -0.11,  -0.11, -0.047, 
   47.,    1.0,   0.98, -0.090,  -0.22,  -0.16, -0.070, -0.081,  -0.10, 
   55.,    1.0,   0.94, -0.054, -0.095, -0.077, -0.024, -0.034, -0.034, 
   61.,    1.0,   0.92, -0.038, -0.079, -0.039, -0.0073, -0.018, -0.017, 
   2.0,    1.0,    1.0, -0.055, -0.017, -0.031, -0.086, -0.096, -0.044, 
   27.,    0.0,   0.95, -0.049, -0.076, -0.039, -0.082, -0.088, -0.0080, 
   18.,    0.0,   0.96, -0.019, 0.0052, 0.0074, -0.095,  -0.10, -0.045, 
   39.,    1.0,   0.92, -0.021, -0.036, -0.0084, -0.011, -0.022, -0.013, 
   81.,    1.0,   0.96,  -0.14, -0.076, -0.061, -0.050, -0.060, -0.084, 
   98.,    1.0,   0.89,  -0.14, -0.0030,   0.15,  0.023,  0.019, -0.030, 
   60.,    1.0,   0.89, -0.0096,  0.044, -0.043,  0.021,  0.017,  0.013, 
   60.,    0.0,   0.84, -0.027,  0.032,  0.013,  0.028,  0.024, 0.0070, 
   96.,    0.0,   0.74,  0.029,  0.092,   0.14,   0.14,   0.13,  0.072, 
   84.,    2.0,   0.60,   0.20,   0.17,   0.21,   0.23,   0.23,   0.18, 
   19.,    1.0,    1.0, -0.060, -0.046, -0.062, -0.088, -0.098, -0.062, 
   44.,    1.0,   0.92, -0.023,  0.037,  0.076, -0.0083, -0.019, -0.0060, 
   69.,    1.0,   0.89, -0.017, -0.043,  -0.16,  0.019,  0.015, 0.0021, 
   65.,    1.0,   0.90, -0.025, -0.0050, -0.0086,  0.011, 0.0070, -0.0032, 
   48.,    2.0,   0.89,  -0.13,  -0.19, -0.084, -0.054, -0.062,  -0.11, 
   52.,    1.0,   0.79,   0.11,   0.15,   0.15,   0.12,   0.12,   0.14, 
   94.,    1.0,   0.77,   0.11,   0.11,  0.098,   0.14,   0.14,   0.14, 
   58.,    0.0,   0.83, 0.00052, -0.0042,  0.033,  0.040,  0.037,  0.054, 
   97.,    0.0,   0.81,  -0.11,  0.011,  0.072,  0.062,  0.057, -0.038, 
   77.,    1.0,   0.85,  0.028,  0.069,  0.050,  0.063,  0.058,  0.042, 
   65.,    1.0,   0.90, -0.025, -0.0050, -0.0086,  0.011, 0.0070, -0.0032, 
   8.0,    1.0,   0.98, -0.057,  0.010, -0.057, -0.069, -0.080, -0.024, 
   43.,    1.0,   0.97, -0.085, -0.076, -0.049, -0.055, -0.065, -0.050, 
   15.,    0.0,   0.97, -0.025, -0.0052,  0.022,  -0.10,  -0.11, -0.049, 
   1.0,    1.0,    1.0, 0.0040,  -0.15, -0.079, -0.084, -0.094, -0.038, 
   78.,    0.0,   0.80, -0.0063, -0.044, -0.069,  0.071,  0.067,  0.016, 
   94.,    2.0,   0.71, -0.0085,   0.18,  0.046,   0.13,   0.12,  0.086, 
   81.,    2.0,   0.69,  0.072,  0.075,   0.16,   0.14,   0.14, 0.0090, 
   79.,    2.0,   0.69,  0.058,   0.19,  -0.35,   0.14,   0.13,  0.081, 
   83.,    1.0,   0.81,  0.073,  0.041,   0.11,   0.10,   0.10,  0.076, 
   46.,    2.0,   0.77,  0.081,  0.061,   0.14,  0.061,  0.056,  0.060, 
   9.0,    0.0,   0.98, -0.049, -0.032,   0.18,  -0.11,  -0.12, -0.045, 
   52.,    0.0,   0.88, -0.044, -0.049,   0.27, -0.0050, -0.011,  0.021, 
   8.0,    1.0,   0.98, -0.057,  0.010, -0.057, -0.069, -0.080, -0.024, 
   28.,    0.0,   0.91,  0.016, -0.037,  0.048, -0.042, -0.048,  0.033, 
   96.,    1.0,   0.89,  -0.14,  0.076,  0.076,  0.026,  0.022, -0.030, 
   47.,    1.0,   0.98, -0.090,  -0.22,  -0.16, -0.070, -0.081,  -0.10, 
   56.,    0.0,   0.77,   0.11,   0.17,  0.066,  0.098,  0.094,   0.13, 
   6.0,    0.0,   0.97, -0.0078, -0.028, 0.0039,  -0.10,  -0.11, -0.038, 
   33.,    2.0,    1.0,  -0.21,  -0.30,  -0.30,  -0.17,  -0.18,  -0.17, 
   89.,    2.0,   0.64,   0.11,   0.20,  0.069,   0.19,   0.19,   0.13, 
   23.,    1.0,   0.95, -0.014,  0.046,  0.066, -0.041, -0.051, -0.016, 
   39.,    0.0,   0.93,  -0.11,  -0.23,  -0.27, -0.061, -0.067, -0.071, 
   66.,    1.0,   0.96, -0.087,  -0.16, -0.056, -0.052, -0.062, -0.065, 
   94.,    0.0,   0.85, -0.053,  0.042, -0.015,  0.024,  0.020, -0.033, 
   51.,    2.0,   0.82, -0.013, -0.057, -0.031,  0.016,  0.011, -0.026, 
   6.0,    0.0,   0.97, -0.0078, -0.028, 0.0039,  -0.10,  -0.11, -0.038, 
   25.,    0.0,   0.92,  0.028,  0.049,  0.047, -0.047, -0.053, -0.0077, 
   23.,    0.0,   0.97, -0.036, -0.075, -0.047, -0.097,  -0.10, -0.059, 
   63.,    2.0,   0.76,  0.047, 0.0040, -0.050,  0.077,  0.072,  0.046, 
   80.,    2.0,   0.72,  0.027, -0.012,  -0.65,   0.11,   0.10,  0.011, 
   76.,    1.0,   0.85,  0.024,  0.031,  0.034,  0.060,  0.055,  0.056, 
   32.,    1.0,   0.93, -0.030,  0.061,  0.025, -0.021, -0.031, -0.0022, 
   59.,    0.0,   0.80,  0.065,  0.042,  0.053,  0.067,  0.063,  0.063, 
   96.,    2.0,   0.69, -0.086, -0.035,  -0.26,   0.15,   0.14, 0.0020, 
   91.,    0.0,   0.81, -0.013,  0.018,  0.030,  0.065,  0.061, 0.0094, 
   54.,    1.0,   0.82,  0.078,  0.063,   0.24,  0.093,  0.089,   0.11, 
   47.,    1.0,   0.98, -0.090,  -0.22,  -0.16, -0.070, -0.081,  -0.10, 
   16.,    2.0,   0.97, -0.0075, -0.010,  0.015,  -0.14,  -0.15, -0.093, 
   39.,    2.0,   0.81,   0.15,  0.079,   0.17,  0.021,  0.016,  0.060, 
   82.,    1.0,   0.91, -0.078, -0.023, -0.019, 0.0039, -0.0070, -0.017, 
   65.,    0.0,   0.84, -0.045, 0.0073, -0.044,  0.029,  0.025, -0.0032, 
   0.0,    1.0,   0.99, -0.044, -0.044, -0.075, -0.074, -0.085, -0.034, 
   25.,    1.0,   0.98, -0.077,  0.019, -0.028, -0.063, -0.074, -0.037, 
   48.,    0.0,   0.83,  0.051,   0.11, -0.0026,  0.038,  0.034,  0.062, 
   20.,    2.0,   0.97, -0.0045, -0.0040, -0.019,  -0.13,  -0.14, -0.088, 
   61.,    0.0,   0.82, -0.0052,  0.013,  0.034,  0.050,  0.046,  0.025, 
   38.,    2.0,   0.83,  0.020, -0.034, -0.079, -0.00049, -0.0090, -0.014, 
   33.,    1.0,   0.86,  0.036,  0.033,  -0.24,  0.051,  0.046,  0.099, 
   92.,    0.0,   0.80, -0.046, 0.0052, 0.0036,  0.074,  0.070, -0.026, 
   51.,    2.0,   0.82, -0.013, -0.057, -0.031,  0.016,  0.011, -0.026, 
   13.,    0.0,   0.95,  0.011,  0.019,  0.042, -0.081, -0.087, -0.016, 
   64.,    0.0,   0.85, -0.053, 0.0073,  0.025,  0.021,  0.018, -0.011, 
   96.,    2.0,   0.69, -0.086, -0.035,  -0.26,   0.15,   0.14, 0.0020, 
   49.,    2.0,   0.77,   0.19,   0.13,   0.16,  0.066,  0.061,   0.11, 
   47.,    1.0,   0.98, -0.090,  -0.22,  -0.16, -0.070, -0.081,  -0.10, 
   96.,    1.0,   0.89,  -0.14,  0.076,  0.076,  0.026,  0.022, -0.030, 
   63.,    2.0,   0.76,  0.047, 0.0040, -0.050,  0.077,  0.072,  0.046, 
   96.,    2.0,   0.69, -0.086, -0.035,  -0.26,   0.15,   0.14, 0.0020, 
   56.,    1.0,   0.87,  0.030,   0.10,    1.3,  0.047,  0.042,  0.067, 
   87.,    1.0,   0.77,   0.13,   0.12,   0.13,   0.15,   0.14,   0.16, 
   25.,    2.0,   0.92, -0.069,  0.078,  -0.47, -0.090, -0.098, -0.068, 
   59.,    0.0,   0.80,  0.065,  0.042,  0.053,  0.067,  0.063,  0.063, 
   10.,    0.0,   0.96, -0.0026, -0.023,  0.011, -0.095,  -0.10, -0.037, 
   3.0,    0.0,   0.98, -0.014, -0.034, -0.013,  -0.11,  -0.11, -0.047, 
   96.,    1.0,   0.89,  -0.14,  0.076,  0.076,  0.026,  0.022, -0.030, 
   58.,    0.0,   0.83, 0.00052, -0.0042,  0.033,  0.040,  0.037,  0.054, 
   81.,    0.0,   0.74,  0.063,   0.18,  0.041,   0.13,   0.12,  0.064, 
   93.,    2.0,   0.64,   0.11,   0.14,   0.35,   0.19,   0.19,   0.14, 
   70.,    1.0,   0.97,  -0.18, -0.0081, -0.0090, -0.060, -0.070, -0.072, 
   80.,    1.0,   0.89, -0.015, -0.038,  -0.17,  0.021,  0.017, -0.013, 
   33.,    2.0,    1.0,  -0.21,  -0.30,  -0.30,  -0.17,  -0.18,  -0.17, 
   38.,    0.0,   0.88, -0.0073, -0.053,  -0.12, -0.0060, -0.013, -0.0060, 
   75.,    1.0,   0.83,  0.053,  0.091, -0.046,  0.084,  0.080,  0.063, 
   81.,    0.0,   0.74,  0.063,   0.18,  0.041,   0.13,   0.12,  0.064, 
   3.0,    2.0,   0.97,  0.032,  0.018,  0.021,  -0.14,  -0.14, -0.061, 
   11.,    1.0,    1.0, -0.078, -0.019, -0.012, -0.088, -0.098, -0.051, 
   49.,    2.0,   0.77,   0.19,   0.13,   0.16,  0.066,  0.061,   0.11, 
   66.,    1.0,   0.96, -0.087,  -0.16, -0.056, -0.052, -0.062, -0.065, 
   20.,    1.0,   0.96, -0.042,  0.036, 0.0057, -0.051, -0.061, -0.014, 
   67.,    1.0,   0.89, -0.0076, -0.031, -0.057,  0.028,  0.024, 0.0061, 
   76.,    0.0,   0.85, -0.061, -0.074, -0.034,  0.016,  0.013, -0.033, 
   74.,    1.0,   0.88, -0.0025, 0.0030, -0.075,  0.033,  0.029,  0.034, 
   75.,    2.0,   0.79,  -0.11, -0.082,  -0.12,  0.041,  0.036, -0.034, 
   44.,    1.0,   0.92, -0.023,  0.037,  0.076, -0.0083, -0.019, -0.0060, 
   79.,    2.0,   0.69,  0.058,   0.19,  -0.35,   0.14,   0.13,  0.081, 
   7.0,    0.0,    1.0, -0.055, -0.055, -0.026,  -0.13,  -0.14, -0.074, 
   43.,    1.0,   0.97, -0.085, -0.076, -0.049, -0.055, -0.065, -0.050, 
   94.,    2.0,   0.71, -0.0085,   0.18,  0.046,   0.13,   0.12,  0.086, 
   69.,    1.0,   0.89, -0.017, -0.043,  -0.16,  0.019,  0.015, 0.0021, 
   63.,    2.0,   0.76,  0.047, 0.0040, -0.050,  0.077,  0.072,  0.046, 
   91.,    0.0,   0.81, -0.013,  0.018,  0.030,  0.065,  0.061, 0.0094, 
   61.,    1.0,   0.92, -0.038, -0.079, -0.039, -0.0073, -0.018, -0.017, 
   49.,    0.0,   0.93,  -0.14, -0.057, -0.060, -0.063, -0.069, -0.094, 
   50.,    2.0,   0.80,  0.039,  -0.12,  -0.23,  0.032,  0.027,  0.026, 
   0.0,    2.0,   0.98,  0.018, -0.014, -0.016,  -0.15,  -0.16, -0.065, 
   37.,    1.0,   0.97, -0.083,  -0.13, -0.092, -0.054, -0.064, -0.042, 
   7.0,    2.0,   0.96,  0.038,  0.027,   0.11,  -0.13,  -0.14, -0.033, 
   22.,    0.0,   0.94,  0.017, -0.0010,  0.034, -0.075, -0.080, -0.018, 
   74.,    1.0,   0.88, -0.0025, 0.0030, -0.075,  0.033,  0.029,  0.034, 
   80.,    1.0,   0.89, -0.015, -0.038,  -0.17,  0.021,  0.017, -0.013, 
   70.,    0.0,   0.72,   0.14,  0.043,   0.18,   0.15,   0.15,   0.12, 
   82.,    0.0,   0.82, -0.050, -0.073, 0.0024,  0.056,  0.052, -0.028, 
   74.,    1.0,   0.88, -0.0025, 0.0030, -0.075,  0.033,  0.029,  0.034, 
   82.,    1.0,   0.91, -0.078, -0.023, -0.019, 0.0039, -0.0070, -0.017, 
   16.,    2.0,   0.97, -0.0075, -0.010,  0.015,  -0.14,  -0.15, -0.093, 
   92.,    1.0,   0.92,  -0.17, -0.0040, -0.029, -0.0022, -0.013, -0.031, 
   8.0,    2.0,    1.0, -0.038, -0.031,  -0.11,  -0.17,  -0.18,  -0.13, 
   19.,    2.0,   0.92,  0.061,  0.077,  0.063, -0.091, -0.099, -0.032, 
   94.,    0.0,   0.85, -0.053,  0.042, -0.015,  0.024,  0.020, -0.033, 
   98.,    0.0,   0.74,  0.023,  0.079,  0.029,   0.13,   0.13,  0.050, 
   34.,    1.0,   0.94, -0.045,  -0.15, -0.088, -0.032, -0.042, -0.011, 
   34.,    2.0,   0.90, -0.047, -0.038, 0.0069, -0.068, -0.076, -0.069, 
   76.,    0.0,   0.85, -0.061, -0.074, -0.034,  0.016,  0.013, -0.033, 
   62.,    0.0,   0.85, -0.057, -0.041, -0.026,  0.019,  0.016, 0.0074, 
   38.,    1.0,   0.96, -0.060, -0.037, -0.081, -0.046, -0.056, -0.042, 
   67.,    2.0,   0.73,  0.060,  0.056,  0.023,   0.10,  0.098,  0.068, 
   47.,    1.0,   0.98, -0.090,  -0.22,  -0.16, -0.070, -0.081,  -0.10, 
   3.0,    1.0,    1.0, -0.057, -0.019, -0.018, -0.088, -0.098, -0.050, 
   12.,    0.0,   0.92,  0.076,  0.042,  0.029, -0.054, -0.060,  0.011, 
   10.,    2.0,   0.96,  0.021,  0.010,  0.029,  -0.13,  -0.14, -0.066, 
   32.,    1.0,   0.93, -0.030,  0.061,  0.025, -0.021, -0.031, -0.0022, 
   20.,    2.0,   0.97, -0.0045, -0.0040, -0.019,  -0.13,  -0.14, -0.088, 
   19.,    2.0,   0.92,  0.061,  0.077,  0.063, -0.091, -0.099, -0.032, 
   90.,    2.0,   0.69,  0.011,  0.079,  0.073,   0.15,   0.14,  0.078, 
   15.,    1.0,   0.98, -0.035, -0.0060,  0.024, -0.065, -0.076, -0.033, 
   43.,    0.0,   0.82,  0.046, 0.0073,  0.023,  0.048,  0.044,  0.052, 
   92.,    2.0,   0.62,   0.13, -0.0080,  -0.26,   0.22,   0.21,   0.13, 
   39.,    0.0,   0.93,  -0.11,  -0.23,  -0.27, -0.061, -0.067, -0.071, 
   67.,    2.0,   0.73,  0.060,  0.056,  0.023,   0.10,  0.098,  0.068, 
   28.,    2.0,    1.0,  -0.15,  -0.23,  -0.31,  -0.17,  -0.18,  -0.13, 
   44.,    1.0,   0.92, -0.023,  0.037,  0.076, -0.0083, -0.019, -0.0060, 
   10.,    1.0,   0.98, -0.042, -0.0040, -0.015, -0.072, -0.083, -0.036, 
   36.,    1.0,   0.95, -0.047, -0.013, -0.040, -0.034, -0.044, -0.023, 
   98.,    1.0,   0.89,  -0.14, -0.0030,   0.15,  0.023,  0.019, -0.030, 
   16.,    2.0,   0.97, -0.0075, -0.010,  0.015,  -0.14,  -0.15, -0.093, 
   50.,    0.0,   0.89, -0.091, -0.042, -0.070, -0.014, -0.021, -0.029, 
   32.,    2.0,   0.89, -0.038, -0.079, -0.021, -0.059, -0.067, -0.032, 
   31.,    1.0,   0.90, 0.0030, -0.033,  0.068,  0.017,  0.013,  0.058, 
   40.,    0.0,   0.86, 0.0084,  0.043, -0.0056, 0.0098, 0.0063,  0.024, 
   2.0,    0.0,   0.97,  0.034, -0.018, -0.044, -0.096,  -0.10, -0.028, 
   61.,    2.0,   0.78, -0.026,  -0.13, -0.086,  0.057,  0.052, -0.0077, 
   50.,    1.0,   0.89,  0.013,  0.067,  0.076,  0.028,  0.024,  0.024, 
   60.,    0.0,   0.84, -0.027,  0.032,  0.013,  0.028,  0.024, 0.0070, 
   16.,    0.0,   0.94,  0.020,  0.028,  0.011, -0.071, -0.077, -0.011, 
   26.,    2.0,    1.0,  -0.15,  -0.32,  -0.25,  -0.17,  -0.18,  -0.14, 
   34.,    0.0,   0.89,  0.040,  0.030,  0.055, -0.021, -0.027, 0.0090, 
   94.,    1.0,   0.77,   0.11,   0.11,  0.098,   0.14,   0.14,   0.14, 
   95.,    2.0,   0.61,   0.14, 0.0080, -0.028,   0.23,   0.22,   0.15, 
   21.,    1.0,   0.89,   0.11,  0.057,  0.045,  0.028,  0.024,  0.075, 
   87.,    1.0,   0.77,   0.13,   0.12,   0.13,   0.15,   0.14,   0.16, 
   89.,    1.0,   0.89, -0.045, -0.031, 0.0031,  0.027,  0.023, 0.0095, 
   96.,    2.0,   0.69, -0.086, -0.035,  -0.26,   0.15,   0.14, 0.0020, 
   0.0,    1.0,   0.99, -0.044, -0.044, -0.075, -0.074, -0.085, -0.034, 
   92.,    0.0,   0.80, -0.046, 0.0052, 0.0036,  0.074,  0.070, -0.026, 
   26.,    0.0,   0.90,  0.055,  0.090,   0.12, -0.033, -0.040,  0.042, 
   98.,    0.0,   0.74,  0.023,  0.079,  0.029,   0.13,   0.13,  0.050, 
   67.,    2.0,   0.73,  0.060,  0.056,  0.023,   0.10,  0.098,  0.068, 
   10.,    0.0,   0.96, -0.0026, -0.023,  0.011, -0.095,  -0.10, -0.037, 
   32.,    1.0,   0.93, -0.030,  0.061,  0.025, -0.021, -0.031, -0.0022, 
   55.,    2.0,   0.77,  0.030,  -0.17,  -0.10,  0.060,  0.055, 0.0070, 
   38.,    1.0,   0.96, -0.060, -0.037, -0.081, -0.046, -0.056, -0.042, 
   1.0,    0.0,   0.96,  0.043, -0.023,   0.16, -0.087, -0.093, -0.013, 
   35.,    2.0,   0.90,  0.061,  -0.13,  0.040, -0.066, -0.074, -0.018, 
   41.,    0.0,   0.81,   0.12,  0.032,  0.010,  0.066,  0.062,  0.086, 
   79.,    2.0,   0.69,  0.058,   0.19,  -0.35,   0.14,   0.13,  0.081, 
   58.,    1.0,   0.84,  0.046,   0.13,   0.12,  0.076,  0.072,  0.087, 
   47.,    2.0,   0.71,   0.25,   0.22,   0.21,   0.13,   0.12,   0.16, 
   71.,    1.0,   0.88, -0.0055, -0.0030, -0.056,  0.030,  0.026, 0.0038, 
   75.,    2.0,   0.79,  -0.11, -0.082,  -0.12,  0.041,  0.036, -0.034, 
   19.,    1.0,    1.0, -0.060, -0.046, -0.062, -0.088, -0.098, -0.062, 
   73.,    0.0,   0.83, -0.034, -0.016, -0.017,  0.043,  0.039,  0.019, 
   27.,    2.0,    1.0, -0.041,    0.0,  -0.14,  -0.17,  -0.18,  -0.24, 
   4.0,    0.0,   0.93,  0.044,  0.023,  0.016, -0.064, -0.070,  0.010, 
   86.,    2.0,   0.69, 0.0030,   0.17,   0.13,   0.14,   0.13,  0.078, 
   7.0,    2.0,   0.96,  0.038,  0.027,   0.11,  -0.13,  -0.14, -0.033, 
   87.,    0.0,   0.89,  -0.19, -0.042, -0.041, -0.019, -0.025, -0.079, 
   50.,    0.0,   0.89, -0.091, -0.042, -0.070, -0.014, -0.021, -0.029, 
   22.,    1.0,   0.96, -0.039, 0.0030, 0.0035, -0.048, -0.058, -0.012, 
   22.,    2.0,   0.96, -0.00050, 0.0040, 0.0085,  -0.13,  -0.14, -0.083, 
   25.,    0.0,   0.92,  0.028,  0.049,  0.047, -0.047, -0.053, -0.0077, 
   0.0,    1.0,   0.99, -0.044, -0.044, -0.075, -0.074, -0.085, -0.034, 
   54.,    2.0,   0.90,  -0.22,  -0.21,  -0.19, -0.069, -0.077,  -0.16, 
   89.,    2.0,   0.64,   0.11,   0.20,  0.069,   0.19,   0.19,   0.13, 
   79.,    2.0,   0.69,  0.058,   0.19,  -0.35,   0.14,   0.13,  0.081, 
   38.,    1.0,   0.96, -0.060, -0.037, -0.081, -0.046, -0.056, -0.042, 
   99.,    1.0,   0.75,   0.13,  0.075,  0.055,   0.17,   0.16,   0.15, 
   10.,    0.0,   0.96, -0.0026, -0.023,  0.011, -0.095,  -0.10, -0.037, 
   67.,    1.0,   0.89, -0.0076, -0.031, -0.057,  0.028,  0.024, 0.0061, 
   91.,    1.0,   0.82,  0.033,  0.068,  0.038,  0.091,  0.087,  0.068, 
   56.,    1.0,   0.87,  0.030,   0.10,    1.3,  0.047,  0.042,  0.067, 
   24.,    1.0,   0.99, -0.092, -0.019, -0.032, -0.083, -0.093, -0.060, 
   46.,    2.0,   0.77,  0.081,  0.061,   0.14,  0.061,  0.056,  0.060, 
   77.,    2.0,   0.77, -0.068, -0.079,  -0.16,  0.068,  0.063, -0.0043, 
   17.,    2.0,   0.96, 0.0025,  0.010,  0.030,  -0.13,  -0.14, -0.083, 
   14.,    0.0,   0.92,  0.043, 0.0094, -0.0050, -0.054, -0.060,  0.021, 
   23.,    2.0,   0.92,  0.056,  0.027,  0.045, -0.086, -0.094, -0.019, 
   87.,    1.0,   0.77,   0.13,   0.12,   0.13,   0.15,   0.14,   0.16, 
   17.,    0.0,   0.94, 0.0052,  0.023, -0.0020, -0.071, -0.077, -0.016, 
   95.,    1.0,   0.91,  -0.16, 0.0040, -0.0029, 0.0019, -0.0091, -0.025, 
   62.,    2.0,   0.81, -0.016, -0.081, -0.030,  0.027,  0.022, -0.0099, 
   2.0,    1.0,    1.0, -0.055, -0.017, -0.031, -0.086, -0.096, -0.044, 
   57.,    1.0,   0.89, -0.011,  0.068,  0.069,  0.020,  0.016, 0.0084, 
   9.0,    1.0,   0.94, -1.1e-16,  0.044,  0.019, -0.030, -0.040,  0.014, 
   10.,    1.0,   0.98, -0.042, -0.0040, -0.015, -0.072, -0.083, -0.036, 
   15.,    2.0,   0.95,  0.036,  0.025,  0.010,  -0.12,  -0.12, -0.046, 
   29.,    2.0,   0.93,  0.032,  -0.11, -0.086, -0.095,  -0.10, -0.051, 
   39.,    2.0,   0.81,   0.15,  0.079,   0.17,  0.021,  0.016,  0.060, 
   90.,    0.0,   0.82,  -0.12, 0.0094, -0.021,  0.056,  0.052, -0.010, 
   78.,    0.0,   0.80, -0.0063, -0.044, -0.069,  0.071,  0.067,  0.016, 
   42.,    2.0,   0.84, -0.040, -0.0030,  0.038, -0.012, -0.020, -0.068, 
   4.0,    0.0,   0.93,  0.044,  0.023,  0.016, -0.064, -0.070,  0.010, 
   42.,    2.0,   0.84, -0.040, -0.0030,  0.038, -0.012, -0.020, -0.068, 
   56.,    1.0,   0.87,  0.030,   0.10,    1.3,  0.047,  0.042,  0.067, 
   84.,    2.0,   0.60,   0.20,   0.17,   0.21,   0.23,   0.23,   0.18, 
   3.0,    0.0,   0.98, -0.014, -0.034, -0.013,  -0.11,  -0.11, -0.047, 
   99.,    1.0,   0.75,   0.13,  0.075,  0.055,   0.17,   0.16,   0.15, 
   4.0,    2.0,    1.0, -0.038, -0.092, -0.054,  -0.17,  -0.18,  -0.13, 
   57.,    0.0,   0.88, -0.060,  0.057,  0.017, -0.0050, -0.011, -0.033, 
   38.,    1.0,   0.96, -0.060, -0.037, -0.081, -0.046, -0.056, -0.042, 
   61.,    1.0,   0.92, -0.038, -0.079, -0.039, -0.0073, -0.018, -0.017, 
   47.,    1.0,   0.98, -0.090,  -0.22,  -0.16, -0.070, -0.081,  -0.10, 
   25.,    1.0,   0.98, -0.077,  0.019, -0.028, -0.063, -0.074, -0.037, 
   18.,    1.0,   0.97, -0.029, 0.0060,  0.020, -0.059, -0.069, -0.027, 
   33.,    2.0,    1.0,  -0.21,  -0.30,  -0.30,  -0.17,  -0.18,  -0.17, 
   93.,    0.0,   0.83,  -0.13, -0.021, -0.060,  0.040,  0.037, -0.048, 
   93.,    0.0,   0.83,  -0.13, -0.021, -0.060,  0.040,  0.037, -0.048, 
   70.,    2.0,   0.77, -0.0055, -0.077,  0.065,  0.067,  0.062, -0.098, 
   71.,    2.0,   0.71,  0.078, -0.0090,   0.15,   0.12,   0.11,  0.099, 
   16.,    2.0,   0.97, -0.0075, -0.010,  0.015,  -0.14,  -0.15, -0.093, 
   54.,    0.0,   0.83,  0.056,  0.049,  0.030,  0.045,  0.041,  0.075, 
   23.,    1.0,   0.95, -0.014,  0.046,  0.066, -0.041, -0.051, -0.016, 
   21.,    2.0,    1.0, -0.015, -0.098,  0.040,  -0.17,  -0.17, -0.073, 
   59.,    0.0,   0.80,  0.065,  0.042,  0.053,  0.067,  0.063,  0.063, 
   1.0,    1.0,    1.0, 0.0040,  -0.15, -0.079, -0.084, -0.094, -0.038, 
   72.,    0.0,   0.70,   0.17,   0.23,   0.21,   0.17,   0.17,   0.17, 
   31.,    1.0,   0.90, 0.0030, -0.033,  0.068,  0.017,  0.013,  0.058, 
   36.,    0.0,   0.90, -0.034, -0.043, -0.047, -0.033, -0.040, -0.021, 
   10.,    1.0,   0.98, -0.042, -0.0040, -0.015, -0.072, -0.083, -0.036, 
   10.,    2.0,   0.96,  0.021,  0.010,  0.029,  -0.13,  -0.14, -0.066, 
   3.0,    0.0,   0.98, -0.014, -0.034, -0.013,  -0.11,  -0.11, -0.047, 
   26.,    0.0,   0.90,  0.055,  0.090,   0.12, -0.033, -0.040,  0.042, 
   95.,    1.0,   0.91,  -0.16, 0.0040, -0.0029, 0.0019, -0.0091, -0.025, 
   35.,    0.0,   0.94, -0.061,  -0.11,  -0.12, -0.075, -0.080, -0.046, 
   0.0,    2.0,   0.98,  0.018, -0.014, -0.016,  -0.15,  -0.16, -0.065, 
   38.,    0.0,   0.88, -0.0073, -0.053,  -0.12, -0.0060, -0.013, -0.0060, 
   21.,    0.0,   0.99, -0.097, -0.090,  -0.12,  -0.12,  -0.13, -0.053, 
   32.,    0.0,   0.92, -0.0094, -0.030,  0.059, -0.051, -0.057, -0.026, 
   45.,    1.0,   0.95, -0.070, -0.067, -0.075, -0.040, -0.050, -0.045, 
   50.,    0.0,   0.89, -0.091, -0.042, -0.070, -0.014, -0.021, -0.029, 
   67.,    1.0,   0.89, -0.0076, -0.031, -0.057,  0.028,  0.024, 0.0061, 
   10.,    0.0,   0.96, -0.0026, -0.023,  0.011, -0.095,  -0.10, -0.037, 
   82.,    2.0,   0.65,   0.10,   0.17,   0.24,   0.19,   0.18,   0.12, 
   0.0,    1.0,   0.99, -0.044, -0.044, -0.075, -0.074, -0.085, -0.034, 
   68.,    0.0,   0.89,  -0.13,  -0.16,  -0.20, -0.024, -0.030, -0.097, 
   15.,    2.0,   0.95,  0.036,  0.025,  0.010,  -0.12,  -0.12, -0.046, 
   71.,    1.0,   0.88, -0.0055, -0.0030, -0.056,  0.030,  0.026, 0.0038, 
   16.,    2.0,   0.97, -0.0075, -0.010,  0.015,  -0.14,  -0.15, -0.093, 
   95.,    2.0,   0.61,   0.14, 0.0080, -0.028,   0.23,   0.22,   0.15, 
