     i,      c,     ev,    dom,    knn,    lrg,   mean,    med,    reg, 
   84.,    0.0,   0.84,  -0.14, -0.033, -0.056,  0.035,  0.031, -0.073, 
   44.,    2.0,   0.83,  0.025,  0.037,  0.046, 0.0046, -0.0040, -0.0060, 
   55.,    2.0,   0.77,  0.030,  -0.17,  -0.10,  0.060,  0.055, 0.0070, 
   78.,    0.0,   0.80, -0.0063, -0.044, -0.069,  0.071,  0.067,  0.016, 
   91.,    1.0,   0.82,  0.033,  0.068,  0.038,  0.091,  0.087,  0.068, 
   36.,    1.0,   0.95, -0.047, -0.013, -0.040, -0.034, -0.044, -0.023, 
   68.,    1.0,   0.89, -0.017,  -0.12,  -0.16,  0.021,  0.017, -0.014, 
   45.,    1.0,   0.95, -0.070, -0.067, -0.075, -0.040, -0.050, -0.045, 
   88.,    2.0,   0.71,  -0.11,   0.18,   0.12,   0.12,   0.11,  0.017, 
   89.,    2.0,   0.64,   0.11,   0.20,  0.069,   0.19,   0.19,   0.13, 
   81.,    2.0,   0.69,  0.072,  0.075,   0.16,   0.14,   0.14, 0.0090, 
   68.,    0.0,   0.89,  -0.13,  -0.16,  -0.20, -0.024, -0.030, -0.097, 
   58.,    0.0,   0.83, 0.00052, -0.0042,  0.033,  0.040,  0.037,  0.054, 
   73.,    0.0,   0.83, -0.034, -0.016, -0.017,  0.043,  0.039,  0.019, 
   12.,    2.0,   0.98, -0.016, -0.070,  -0.46,  -0.15,  -0.15,  -0.12, 
   30.,    2.0,    1.0,  -0.17,    0.0, -0.081,  -0.17,  -0.18,  -0.10, 
   28.,    0.0,   0.91,  0.016, -0.037,  0.048, -0.042, -0.048,  0.033, 
   10.,    1.0,   0.98, -0.042, -0.0040, -0.015, -0.072, -0.083, -0.036, 
   40.,    0.0,   0.86, 0.0084,  0.043, -0.0056, 0.0098, 0.0063,  0.024, 
   55.,    2.0,   0.77,  0.030,  -0.17,  -0.10,  0.060,  0.055, 0.0070, 
   61.,    0.0,   0.82, -0.0052,  0.013,  0.034,  0.050,  0.046,  0.025, 
   68.,    1.0,   0.89, -0.017,  -0.12,  -0.16,  0.021,  0.017, -0.014, 
   4.0,    1.0,   0.99, -0.067, -0.010, -0.037, -0.080, -0.090, -0.034, 
   81.,    0.0,   0.74,  0.063,   0.18,  0.041,   0.13,   0.12,  0.064, 
   73.,    2.0,   0.78, -0.026,  0.085, -0.087,  0.055,  0.050, -0.0029, 
   42.,    0.0,   0.83,  0.095, -0.0073, -0.036,  0.040,  0.037,  0.046, 
   36.,    1.0,   0.95, -0.047, -0.013, -0.040, -0.034, -0.044, -0.023, 
   50.,    2.0,   0.80,  0.039,  -0.12,  -0.23,  0.032,  0.027,  0.026, 
   72.,    0.0,   0.70,   0.17,   0.23,   0.21,   0.17,   0.17,   0.17, 
   77.,    2.0,   0.77, -0.068, -0.079,  -0.16,  0.068,  0.063, -0.0043, 
   77.,    2.0,   0.77, -0.068, -0.079,  -0.16,  0.068,  0.063, -0.0043, 
   17.,    1.0,   0.99, -0.065, -0.026, -0.033, -0.074, -0.085, -0.039, 
   29.,    1.0,   0.92, 0.0065,  0.085,  0.097, -0.0022, -0.013,  0.026, 
   21.,    0.0,   0.99, -0.097, -0.090,  -0.12,  -0.12,  -0.13, -0.053, 
   34.,    2.0,   0.90, -0.047, -0.038, 0.0069, -0.068, -0.076, -0.069, 
   88.,    0.0,   0.78,  0.014,  0.074,  0.067,  0.091,  0.087,  0.038, 
   49.,    2.0,   0.77,   0.19,   0.13,   0.16,  0.066,  0.061,   0.11, 
   31.,    2.0,   0.97,  -0.12,  -0.20,  -0.27,  -0.14,  -0.15,  -0.14, 
   23.,    2.0,   0.92,  0.056,  0.027,  0.045, -0.086, -0.094, -0.019, 
   21.,    1.0,   0.89,   0.11,  0.057,  0.045,  0.028,  0.024,  0.075, 
   61.,    2.0,   0.78, -0.026,  -0.13, -0.086,  0.057,  0.052, -0.0077, 
   60.,    2.0,   0.79, 0.0045, -0.026, -0.024,  0.047,  0.042, 0.0026, 
   22.,    2.0,   0.96, -0.00050, 0.0040, 0.0085,  -0.13,  -0.14, -0.083, 
   70.,    1.0,   0.97,  -0.18, -0.0081, -0.0090, -0.060, -0.070, -0.072, 
   42.,    1.0,   0.97, -0.092, -0.0070, 0.0072, -0.062, -0.073, -0.056, 
   79.,    2.0,   0.69,  0.058,   0.19,  -0.35,   0.14,   0.13,  0.081, 
   90.,    1.0,   0.84, -0.011, -0.0070,   0.20,  0.071,  0.066,  0.051, 
   16.,    0.0,   0.94,  0.020,  0.028,  0.011, -0.071, -0.077, -0.011, 
   35.,    2.0,   0.90,  0.061,  -0.13,  0.040, -0.066, -0.074, -0.018, 
   24.,    0.0,   0.93, 0.0073,  0.030, -0.085, -0.057, -0.063, -0.023, 
   9.0,    1.0,   0.94, -1.1e-16,  0.044,  0.019, -0.030, -0.040,  0.014, 
   60.,    1.0,   0.89, -0.0096,  0.044, -0.043,  0.021,  0.017,  0.013, 
   65.,    2.0,   0.76,  0.042,  0.056,  0.078,  0.072,  0.067,  0.027, 
   39.,    1.0,   0.92, -0.021, -0.036, -0.0084, -0.011, -0.022, -0.013, 
   33.,    0.0,   0.88,  0.052,  0.037,  0.061, -0.0050, -0.011,  0.071, 
   18.,    2.0,   0.94,  0.029, 0.0030,  0.034,  -0.11,  -0.12, -0.048, 
   50.,    0.0,   0.89, -0.091, -0.042, -0.070, -0.014, -0.021, -0.029, 
   85.,    0.0,   0.76,  0.038,  0.044,  0.042,   0.12,   0.11,  0.063, 
   26.,    1.0,   0.90, 0.0010, -0.028, -0.0024,  0.015,  0.011,  0.063, 
   16.,    0.0,   0.94,  0.020,  0.028,  0.011, -0.071, -0.077, -0.011, 
   37.,    1.0,   0.97, -0.083,  -0.13, -0.092, -0.054, -0.064, -0.042, 
   91.,    1.0,   0.82,  0.033,  0.068,  0.038,  0.091,  0.087,  0.068, 
   68.,    0.0,   0.89,  -0.13,  -0.16,  -0.20, -0.024, -0.030, -0.097, 
   62.,    2.0,   0.81, -0.016, -0.081, -0.030,  0.027,  0.022, -0.0099, 
   48.,    1.0,   0.88, -0.00050, -0.063,  -0.10,  0.029,  0.025,  0.047, 
   64.,    1.0,   0.90, -0.020, 0.0050, 0.0073,  0.016,  0.012, 0.0016, 
   43.,    0.0,   0.82,  0.046, 0.0073,  0.023,  0.048,  0.044,  0.052, 
   58.,    1.0,   0.84,  0.046,   0.13,   0.12,  0.076,  0.072,  0.087, 
   1.0,    2.0,    1.0, -0.038, -0.077, -0.026,  -0.17,  -0.18,  -0.11, 
   86.,    0.0,   0.82,  -0.13, -0.0094,  0.013,  0.047,  0.043, -0.016, 
   63.,    0.0,   0.86, -0.060, -0.0073, -0.034,  0.014,  0.010, -0.021, 
   83.,    0.0,   0.79, 0.0010,  0.018, -0.0059,  0.078,  0.074,  0.050, 
   62.,    0.0,   0.85, -0.057, -0.041, -0.026,  0.019,  0.016, 0.0074, 
   41.,    0.0,   0.81,   0.12,  0.032,  0.010,  0.066,  0.062,  0.086, 
   90.,    1.0,   0.84, -0.011, -0.0070,   0.20,  0.071,  0.066,  0.051, 
   56.,    2.0,   0.90,  -0.30,  -0.18,  -0.20, -0.066, -0.074,  -0.18, 
   26.,    1.0,   0.90, 0.0010, -0.028, -0.0024,  0.015,  0.011,  0.063, 
   35.,    1.0,   0.89,  0.030,   0.11,   0.12,  0.027,  0.023,  0.048, 
   24.,    2.0,   0.91,  0.053,  0.070,  0.094, -0.076, -0.084, -0.045, 
   14.,    1.0,   0.97, -0.063,  -0.15,  -0.13, -0.062, -0.073, -0.017, 
   77.,    1.0,   0.85,  0.028,  0.069,  0.050,  0.063,  0.058,  0.042, 
   88.,    1.0,   0.85, 0.0015,  0.038,  0.038,  0.060,  0.055,  0.025, 
   81.,    1.0,   0.96,  -0.14, -0.076, -0.061, -0.050, -0.060, -0.084, 
   33.,    2.0,    1.0,  -0.21,  -0.30,  -0.30,  -0.17,  -0.18,  -0.17, 
   95.,    2.0,   0.61,   0.14, 0.0080, -0.028,   0.23,   0.22,   0.15, 
   39.,    2.0,   0.81,   0.15,  0.079,   0.17,  0.021,  0.016,  0.060, 
   51.,    2.0,   0.82, -0.013, -0.057, -0.031,  0.016,  0.011, -0.026, 
   1.0,    2.0,    1.0, -0.038, -0.077, -0.026,  -0.17,  -0.18,  -0.11, 
   5.0,    1.0,   0.99, -0.067, -0.023, -0.024, -0.080, -0.090, -0.038, 
   53.,    1.0,   0.89, -0.0096,  0.076,  0.058,  0.021,  0.017,  0.026, 
   12.,    0.0,   0.92,  0.076,  0.042,  0.029, -0.054, -0.060,  0.011, 
   3.0,    1.0,    1.0, -0.057, -0.019, -0.018, -0.088, -0.098, -0.050, 
   91.,    1.0,   0.82,  0.033,  0.068,  0.038,  0.091,  0.087,  0.068, 
   82.,    0.0,   0.82, -0.050, -0.073, 0.0024,  0.056,  0.052, -0.028, 
   11.,    1.0,    1.0, -0.078, -0.019, -0.012, -0.088, -0.098, -0.051, 
   24.,    0.0,   0.93, 0.0073,  0.030, -0.085, -0.057, -0.063, -0.023, 
   63.,    2.0,   0.76,  0.047, 0.0040, -0.050,  0.077,  0.072,  0.046, 
   18.,    2.0,   0.94,  0.029, 0.0030,  0.034,  -0.11,  -0.12, -0.048, 
   32.,    1.0,   0.93, -0.030,  0.061,  0.025, -0.021, -0.031, -0.0022, 
   7.0,    1.0,   0.96,  0.044,  0.031, -0.032, -0.043, -0.053, -0.0066, 
   23.,    2.0,   0.92,  0.056,  0.027,  0.045, -0.086, -0.094, -0.019, 
   81.,    0.0,   0.74,  0.063,   0.18,  0.041,   0.13,   0.12,  0.064, 
   90.,    2.0,   0.69,  0.011,  0.079,  0.073,   0.15,   0.14,  0.078, 
   43.,    0.0,   0.82,  0.046, 0.0073,  0.023,  0.048,  0.044,  0.052, 
   44.,    0.0,   0.88, -0.010,  0.051,  -0.12, -0.0092, -0.016, -0.011, 
   91.,    1.0,   0.82,  0.033,  0.068,  0.038,  0.091,  0.087,  0.068, 
   56.,    2.0,   0.90,  -0.30,  -0.18,  -0.20, -0.066, -0.074,  -0.18, 
   19.,    1.0,    1.0, -0.060, -0.046, -0.062, -0.088, -0.098, -0.062, 
   73.,    0.0,   0.83, -0.034, -0.016, -0.017,  0.043,  0.039,  0.019, 
   36.,    0.0,   0.90, -0.034, -0.043, -0.047, -0.033, -0.040, -0.021, 
   6.0,    0.0,   0.97, -0.0078, -0.028, 0.0039,  -0.10,  -0.11, -0.038, 
   47.,    0.0,   0.92, -0.013,  -0.18,  -0.12, -0.051, -0.057,  -0.11, 
   87.,    0.0,   0.89,  -0.19, -0.042, -0.041, -0.019, -0.025, -0.079, 
   6.0,    2.0,   0.97,  0.011, -0.025, -0.014,  -0.14,  -0.15, -0.071, 
   3.0,    2.0,   0.97,  0.032,  0.018,  0.021,  -0.14,  -0.14, -0.061, 
   97.,    1.0,   0.87, -0.038,  0.041,  0.036,  0.044,  0.039,  0.021, 
   91.,    1.0,   0.82,  0.033,  0.068,  0.038,  0.091,  0.087,  0.068, 
   79.,    2.0,   0.69,  0.058,   0.19,  -0.35,   0.14,   0.13,  0.081, 
   61.,    2.0,   0.78, -0.026,  -0.13, -0.086,  0.057,  0.052, -0.0077, 
   54.,    2.0,   0.90,  -0.22,  -0.21,  -0.19, -0.069, -0.077,  -0.16, 
   86.,    2.0,   0.69, 0.0030,   0.17,   0.13,   0.14,   0.13,  0.078, 
   73.,    0.0,   0.83, -0.034, -0.016, -0.017,  0.043,  0.039,  0.019, 
   59.,    0.0,   0.80,  0.065,  0.042,  0.053,  0.067,  0.063,  0.063, 
   77.,    1.0,   0.85,  0.028,  0.069,  0.050,  0.063,  0.058,  0.042, 
   60.,    2.0,   0.79, 0.0045, -0.026, -0.024,  0.047,  0.042, 0.0026, 
   57.,    1.0,   0.89, -0.011,  0.068,  0.069,  0.020,  0.016, 0.0084, 
   20.,    2.0,   0.97, -0.0045, -0.0040, -0.019,  -0.13,  -0.14, -0.088, 
   80.,    0.0,   0.78,  0.013, -0.027,  0.016,  0.088,  0.084,  0.039, 
   16.,    0.0,   0.94,  0.020,  0.028,  0.011, -0.071, -0.077, -0.011, 
   90.,    1.0,   0.84, -0.011, -0.0070,   0.20,  0.071,  0.066,  0.051, 
   32.,    0.0,   0.92, -0.0094, -0.030,  0.059, -0.051, -0.057, -0.026, 
   19.,    0.0,   0.96, -0.012, -0.030, -0.0039, -0.087, -0.093, -0.048, 
   2.0,    2.0,   0.99, -0.0020,  0.014, -0.0061,  -0.16,  -0.16, -0.088, 
   35.,    1.0,   0.89,  0.030,   0.11,   0.12,  0.027,  0.023,  0.048, 
   14.,    1.0,   0.97, -0.063,  -0.15,  -0.13, -0.062, -0.073, -0.017, 
   97.,    0.0,   0.81,  -0.11,  0.011,  0.072,  0.062,  0.057, -0.038, 
   22.,    1.0,   0.96, -0.039, 0.0030, 0.0035, -0.048, -0.058, -0.012, 
   35.,    1.0,   0.89,  0.030,   0.11,   0.12,  0.027,  0.023,  0.048, 
   55.,    2.0,   0.77,  0.030,  -0.17,  -0.10,  0.060,  0.055, 0.0070, 
   26.,    2.0,    1.0,  -0.15,  -0.32,  -0.25,  -0.17,  -0.18,  -0.14, 
   12.,    1.0,    1.0, -0.097, -0.019,   0.23, -0.088, -0.098, -0.048, 
   89.,    1.0,   0.89, -0.045, -0.031, 0.0031,  0.027,  0.023, 0.0095, 
   14.,    2.0,    1.0, -0.046, -0.078,   0.23,  -0.17,  -0.18,  -0.14, 
   63.,    2.0,   0.76,  0.047, 0.0040, -0.050,  0.077,  0.072,  0.046, 
   54.,    2.0,   0.90,  -0.22,  -0.21,  -0.19, -0.069, -0.077,  -0.16, 
   79.,    1.0,   0.88, -0.016, -0.045, -0.070,  0.032,  0.028,  0.017, 
   87.,    2.0,   0.70, -0.0015,   0.19,   0.11,   0.13,   0.13,   0.13, 
   15.,    0.0,   0.97, -0.025, -0.0052,  0.022,  -0.10,  -0.11, -0.049, 
   56.,    0.0,   0.77,   0.11,   0.17,  0.066,  0.098,  0.094,   0.13, 
   10.,    1.0,   0.98, -0.042, -0.0040, -0.015, -0.072, -0.083, -0.036, 
   51.,    0.0,   0.85,  0.022, -0.042, -0.0056,  0.025,  0.021,  0.018, 
   23.,    2.0,   0.92,  0.056,  0.027,  0.045, -0.086, -0.094, -0.019, 
   61.,    1.0,   0.92, -0.038, -0.079, -0.039, -0.0073, -0.018, -0.017, 
   79.,    1.0,   0.88, -0.016, -0.045, -0.070,  0.032,  0.028,  0.017, 
   95.,    2.0,   0.61,   0.14, 0.0080, -0.028,   0.23,   0.22,   0.15, 
   47.,    1.0,   0.98, -0.090,  -0.22,  -0.16, -0.070, -0.081,  -0.10, 
   23.,    1.0,   0.95, -0.014,  0.046,  0.066, -0.041, -0.051, -0.016, 
   28.,    0.0,   0.91,  0.016, -0.037,  0.048, -0.042, -0.048,  0.033, 
   21.,    0.0,   0.99, -0.097, -0.090,  -0.12,  -0.12,  -0.13, -0.053, 
   98.,    0.0,   0.74,  0.023,  0.079,  0.029,   0.13,   0.13,  0.050, 
   52.,    2.0,   0.89,  -0.19,  -0.19, -0.038, -0.060, -0.068,  -0.19, 
   29.,    0.0,   0.94, -0.0073,  0.025,  0.079, -0.071, -0.077, -0.030, 
   88.,    1.0,   0.85, 0.0015,  0.038,  0.038,  0.060,  0.055,  0.025, 
   21.,    0.0,   0.99, -0.097, -0.090,  -0.12,  -0.12,  -0.13, -0.053, 
   40.,    1.0,   0.93, -0.051,  0.032, -0.093, -0.022, -0.032, -0.0098, 
   92.,    0.0,   0.80, -0.046, 0.0052, 0.0036,  0.074,  0.070, -0.026, 
   87.,    0.0,   0.89,  -0.19, -0.042, -0.041, -0.019, -0.025, -0.079, 
   53.,    1.0,   0.89, -0.0096,  0.076,  0.058,  0.021,  0.017,  0.026, 
   79.,    1.0,   0.88, -0.016, -0.045, -0.070,  0.032,  0.028,  0.017, 
   99.,    2.0,   0.72,  -0.12, -0.011,  -0.30,   0.11,   0.11,  0.047, 
   90.,    2.0,   0.69,  0.011,  0.079,  0.073,   0.15,   0.14,  0.078, 
   3.0,    0.0,   0.98, -0.014, -0.034, -0.013,  -0.11,  -0.11, -0.047, 
   81.,    0.0,   0.74,  0.063,   0.18,  0.041,   0.13,   0.12,  0.064, 
   93.,    0.0,   0.83,  -0.13, -0.021, -0.060,  0.040,  0.037, -0.048, 
   28.,    1.0,   0.87,  0.029,  0.028,  0.038,  0.044,  0.039,  0.092, 
   68.,    1.0,   0.89, -0.017,  -0.12,  -0.16,  0.021,  0.017, -0.014, 
   20.,    2.0,   0.97, -0.0045, -0.0040, -0.019,  -0.13,  -0.14, -0.088, 
   76.,    1.0,   0.85,  0.024,  0.031,  0.034,  0.060,  0.055,  0.056, 
   12.,    1.0,    1.0, -0.097, -0.019,   0.23, -0.088, -0.098, -0.048, 
   42.,    0.0,   0.83,  0.095, -0.0073, -0.036,  0.040,  0.037,  0.046, 
   59.,    1.0,   0.90, -0.020, -0.010, 0.0037,  0.011, 0.0070,  0.013, 
   14.,    0.0,   0.92,  0.043, 0.0094, -0.0050, -0.054, -0.060,  0.021, 
   12.,    2.0,   0.98, -0.016, -0.070,  -0.46,  -0.15,  -0.15,  -0.12, 
   72.,    0.0,   0.70,   0.17,   0.23,   0.21,   0.17,   0.17,   0.17, 
   80.,    0.0,   0.78,  0.013, -0.027,  0.016,  0.088,  0.084,  0.039, 
   38.,    2.0,   0.83,  0.020, -0.034, -0.079, -0.00049, -0.0090, -0.014, 
   70.,    1.0,   0.97,  -0.18, -0.0081, -0.0090, -0.060, -0.070, -0.072, 
   17.,    0.0,   0.94, 0.0052,  0.023, -0.0020, -0.071, -0.077, -0.016, 
   32.,    1.0,   0.93, -0.030,  0.061,  0.025, -0.021, -0.031, -0.0022, 
   99.,    1.0,   0.75,   0.13,  0.075,  0.055,   0.17,   0.16,   0.15, 
   29.,    1.0,   0.92, 0.0065,  0.085,  0.097, -0.0022, -0.013,  0.026, 
   4.0,    1.0,   0.99, -0.067, -0.010, -0.037, -0.080, -0.090, -0.034, 
   40.,    1.0,   0.93, -0.051,  0.032, -0.093, -0.022, -0.032, -0.0098, 
   56.,    2.0,   0.90,  -0.30,  -0.18,  -0.20, -0.066, -0.074,  -0.18, 
   91.,    0.0,   0.81, -0.013,  0.018,  0.030,  0.065,  0.061, 0.0094, 
   34.,    2.0,   0.90, -0.047, -0.038, 0.0069, -0.068, -0.076, -0.069, 
   71.,    2.0,   0.71,  0.078, -0.0090,   0.15,   0.12,   0.11,  0.099, 
   81.,    1.0,   0.96,  -0.14, -0.076, -0.061, -0.050, -0.060, -0.084, 
   40.,    2.0,   0.86, -0.061, -0.066, -0.027, -0.033, -0.041, -0.061, 
   79.,    1.0,   0.88, -0.016, -0.045, -0.070,  0.032,  0.028,  0.017, 
   67.,    1.0,   0.89, -0.0076, -0.031, -0.057,  0.028,  0.024, 0.0061, 
   49.,    2.0,   0.77,   0.19,   0.13,   0.16,  0.066,  0.061,   0.11, 
   0.0,    2.0,   0.98,  0.018, -0.014, -0.016,  -0.15,  -0.16, -0.065, 
   76.,    2.0,   0.72,  0.066,  0.081,   0.16,   0.11,   0.10,  0.075, 
   40.,    0.0,   0.86, 0.0084,  0.043, -0.0056, 0.0098, 0.0063,  0.024, 
   80.,    1.0,   0.89, -0.015, -0.038,  -0.17,  0.021,  0.017, -0.013, 
   26.,    0.0,   0.90,  0.055,  0.090,   0.12, -0.033, -0.040,  0.042, 
   53.,    1.0,   0.89, -0.0096,  0.076,  0.058,  0.021,  0.017,  0.026, 
   95.,    1.0,   0.91,  -0.16, 0.0040, -0.0029, 0.0019, -0.0091, -0.025, 
   42.,    0.0,   0.83,  0.095, -0.0073, -0.036,  0.040,  0.037,  0.046, 
   36.,    2.0,   0.86, -0.0090,  0.038, -0.022, -0.030, -0.038, -0.018, 
   83.,    0.0,   0.79, 0.0010,  0.018, -0.0059,  0.078,  0.074,  0.050, 
   26.,    2.0,    1.0,  -0.15,  -0.32,  -0.25,  -0.17,  -0.18,  -0.14, 
   49.,    2.0,   0.77,   0.19,   0.13,   0.16,  0.066,  0.061,   0.11, 
   42.,    1.0,   0.97, -0.092, -0.0070, 0.0072, -0.062, -0.073, -0.056, 
   95.,    1.0,   0.91,  -0.16, 0.0040, -0.0029, 0.0019, -0.0091, -0.025, 
   8.0,    2.0,    1.0, -0.038, -0.031,  -0.11,  -0.17,  -0.18,  -0.13, 
   17.,    2.0,   0.96, 0.0025,  0.010,  0.030,  -0.13,  -0.14, -0.083, 
   11.,    0.0,   0.94,  0.020,  0.034,   0.14, -0.071, -0.077, -0.012, 
   83.,    2.0,   0.77,  -0.17, -0.059,   -1.1,  0.064,  0.059, -0.027, 
   5.0,    0.0,   0.95,  0.019,  0.039,  0.030, -0.078, -0.084, -0.011, 
   43.,    1.0,   0.97, -0.085, -0.076, -0.049, -0.055, -0.065, -0.050, 
   28.,    2.0,    1.0,  -0.15,  -0.23,  -0.31,  -0.17,  -0.18,  -0.13, 
   4.0,    0.0,   0.93,  0.044,  0.023,  0.016, -0.064, -0.070,  0.010, 
   95.,    0.0,   0.80,  -0.10, -0.0052,  0.017,  0.069,  0.065, -0.035, 
   72.,    0.0,   0.70,   0.17,   0.23,   0.21,   0.17,   0.17,   0.17, 
   69.,    2.0,   0.75,    0.0,  0.087, -0.064,  0.083,  0.078,  0.016, 
   8.0,    2.0,    1.0, -0.038, -0.031,  -0.11,  -0.17,  -0.18,  -0.13, 
   93.,    0.0,   0.83,  -0.13, -0.021, -0.060,  0.040,  0.037, -0.048, 
   75.,    2.0,   0.79,  -0.11, -0.082,  -0.12,  0.041,  0.036, -0.034, 
   62.,    2.0,   0.81, -0.016, -0.081, -0.030,  0.027,  0.022, -0.0099, 
   72.,    0.0,   0.70,   0.17,   0.23,   0.21,   0.17,   0.17,   0.17, 
   71.,    2.0,   0.71,  0.078, -0.0090,   0.15,   0.12,   0.11,  0.099, 
   41.,    2.0,   0.88, -0.075, -0.036, -0.039, -0.045, -0.053,  -0.13, 
   49.,    1.0,   0.89,  0.028,  0.074,   0.10,  0.025,  0.021,  0.012, 
   27.,    0.0,   0.95, -0.049, -0.076, -0.039, -0.082, -0.088, -0.0080, 
   79.,    1.0,   0.88, -0.016, -0.045, -0.070,  0.032,  0.028,  0.017, 
   2.0,    0.0,   0.97,  0.034, -0.018, -0.044, -0.096,  -0.10, -0.028, 
   16.,    1.0,   0.98, -0.056,  0.019, 0.0077, -0.068, -0.079, -0.031, 
   74.,    1.0,   0.88, -0.0025, 0.0030, -0.075,  0.033,  0.029,  0.034, 
   79.,    1.0,   0.88, -0.016, -0.045, -0.070,  0.032,  0.028,  0.017, 
   46.,    2.0,   0.77,  0.081,  0.061,   0.14,  0.061,  0.056,  0.060, 
   32.,    1.0,   0.93, -0.030,  0.061,  0.025, -0.021, -0.031, -0.0022, 
   24.,    0.0,   0.93, 0.0073,  0.030, -0.085, -0.057, -0.063, -0.023, 
   99.,    1.0,   0.75,   0.13,  0.075,  0.055,   0.17,   0.16,   0.15, 
   95.,    0.0,   0.80,  -0.10, -0.0052,  0.017,  0.069,  0.065, -0.035, 
   13.,    2.0,   0.98, -0.018, -0.014, -0.023,  -0.15,  -0.16, -0.095, 
   74.,    2.0,   0.70,  0.087, 0.0090,  0.069,   0.13,   0.12,   0.11, 
   78.,    2.0,   0.71,  0.039,   0.11,  0.067,   0.12,   0.12,  0.039, 
   10.,    0.0,   0.96, -0.0026, -0.023,  0.011, -0.095,  -0.10, -0.037, 
   65.,    0.0,   0.84, -0.045, 0.0073, -0.044,  0.029,  0.025, -0.0032, 
   62.,    0.0,   0.85, -0.057, -0.041, -0.026,  0.019,  0.016, 0.0074, 
   76.,    1.0,   0.85,  0.024,  0.031,  0.034,  0.060,  0.055,  0.056, 
   83.,    0.0,   0.79, 0.0010,  0.018, -0.0059,  0.078,  0.074,  0.050, 
   85.,    0.0,   0.76,  0.038,  0.044,  0.042,   0.12,   0.11,  0.063, 
   69.,    1.0,   0.89, -0.017, -0.043,  -0.16,  0.019,  0.015, 0.0021, 
   89.,    1.0,   0.89, -0.045, -0.031, 0.0031,  0.027,  0.023, 0.0095, 
   35.,    2.0,   0.90,  0.061,  -0.13,  0.040, -0.066, -0.074, -0.018, 
   2.0,    2.0,   0.99, -0.0020,  0.014, -0.0061,  -0.16,  -0.16, -0.088, 
   67.,    1.0,   0.89, -0.0076, -0.031, -0.057,  0.028,  0.024, 0.0061, 
   64.,    0.0,   0.85, -0.053, 0.0073,  0.025,  0.021,  0.018, -0.011, 
   84.,    2.0,   0.60,   0.20,   0.17,   0.21,   0.23,   0.23,   0.18, 
   66.,    2.0,   0.76, -0.0035, -0.075,  0.018,  0.069,  0.064, -0.051, 
   50.,    0.0,   0.89, -0.091, -0.042, -0.070, -0.014, -0.021, -0.029, 
   31.,    0.0,   0.88,  0.046,   0.12,   0.43, -0.0071, -0.014,  0.057, 
   74.,    2.0,   0.70,  0.087, 0.0090,  0.069,   0.13,   0.12,   0.11, 
   85.,    2.0,   0.71, -0.069, -0.061, -0.085,   0.12,   0.11, -0.0052, 
   42.,    1.0,   0.97, -0.092, -0.0070, 0.0072, -0.062, -0.073, -0.056, 
   62.,    2.0,   0.81, -0.016, -0.081, -0.030,  0.027,  0.022, -0.0099, 
   18.,    0.0,   0.96, -0.019, 0.0052, 0.0074, -0.095,  -0.10, -0.045, 
   27.,    2.0,    1.0, -0.041,    0.0,  -0.14,  -0.17,  -0.18,  -0.24, 
   88.,    0.0,   0.78,  0.014,  0.074,  0.067,  0.091,  0.087,  0.038, 
   68.,    1.0,   0.89, -0.017,  -0.12,  -0.16,  0.021,  0.017, -0.014, 
   90.,    0.0,   0.82,  -0.12, 0.0094, -0.021,  0.056,  0.052, -0.010, 
   31.,    2.0,   0.97,  -0.12,  -0.20,  -0.27,  -0.14,  -0.15,  -0.14, 
   29.,    2.0,   0.93,  0.032,  -0.11, -0.086, -0.095,  -0.10, -0.051, 
   71.,    2.0,   0.71,  0.078, -0.0090,   0.15,   0.12,   0.11,  0.099, 
   89.,    1.0,   0.89, -0.045, -0.031, 0.0031,  0.027,  0.023, 0.0095, 
   98.,    1.0,   0.89,  -0.14, -0.0030,   0.15,  0.023,  0.019, -0.030, 
   18.,    1.0,   0.97, -0.029, 0.0060,  0.020, -0.059, -0.069, -0.027, 
   6.0,    1.0,   0.98, -0.038,  0.019,  0.015, -0.068, -0.079, -0.030, 
   8.0,    2.0,    1.0, -0.038, -0.031,  -0.11,  -0.17,  -0.18,  -0.13, 
   95.,    2.0,   0.61,   0.14, 0.0080, -0.028,   0.23,   0.22,   0.15, 
   60.,    1.0,   0.89, -0.0096,  0.044, -0.043,  0.021,  0.017,  0.013, 
   91.,    2.0,   0.71, -0.024,  0.082,  0.060,   0.12,   0.12,  0.046, 
   64.,    2.0,   0.76,  0.043,  0.057,  0.021,  0.073,  0.068,  0.035, 
   7.0,    1.0,   0.96,  0.044,  0.031, -0.032, -0.043, -0.053, -0.0066, 
   17.,    0.0,   0.94, 0.0052,  0.023, -0.0020, -0.071, -0.077, -0.016, 
   17.,    2.0,   0.96, 0.0025,  0.010,  0.030,  -0.13,  -0.14, -0.083, 
   13.,    1.0,   0.97, -0.044,  0.023,  0.013, -0.056, -0.066, -0.015, 
   4.0,    1.0,   0.99, -0.067, -0.010, -0.037, -0.080, -0.090, -0.034, 
   19.,    1.0,    1.0, -0.060, -0.046, -0.062, -0.088, -0.098, -0.062, 
   95.,    2.0,   0.61,   0.14, 0.0080, -0.028,   0.23,   0.22,   0.15, 
   8.0,    2.0,    1.0, -0.038, -0.031,  -0.11,  -0.17,  -0.18,  -0.13, 
